conversation_id,turn_number,total_issues
3c9a7338549b3bab2243647be588cdf0,6,1
3cbbf3758b9e5f383af2af3f2a445fcc,1,4
3cbbf3758b9e5f383af2af3f2a445fcc,2,7
3cbbf3758b9e5f383af2af3f2a445fcc,3,1
3cbfcfb824b8379801ee9bbf6b3c395f,1,2
3cbfcfb824b8379801ee9bbf6b3c395f,2,2
3cbfcfb824b8379801ee9bbf6b3c395f,3,1
3cbfcfb824b8379801ee9bbf6b3c395f,4,1
3d293f62edfbd7204842e3486df577f4,1,6
3d293f62edfbd7204842e3486df577f4,2,6
3d293f62edfbd7204842e3486df577f4,3,7
3d293f62edfbd7204842e3486df577f4,4,8
3d5c566447178bb36f3c42428d65477c,1,1
3d5c566447178bb36f3c42428d65477c,2,2
3d5c566447178bb36f3c42428d65477c,3,1
3d5c566447178bb36f3c42428d65477c,4,1
3d5c566447178bb36f3c42428d65477c,5,1
3d9ba750f70bea17eb3f7fd531a345fc,1,1
3d9da2e080d54be7f89d245b7d957a48,1,1
3d9da2e080d54be7f89d245b7d957a48,2,1
3d9da2e080d54be7f89d245b7d957a48,3,1
3d9da2e080d54be7f89d245b7d957a48,4,1
3d9da2e080d54be7f89d245b7d957a48,5,7
3e68cfbc827f5ce9d0f1d5fa45b3a562,1,2
3e68cfbc827f5ce9d0f1d5fa45b3a562,2,2
3e68cfbc827f5ce9d0f1d5fa45b3a562,3,2
3e68cfbc827f5ce9d0f1d5fa45b3a562,4,2
3e7f230fc47e44dc9eed0e044787ffae,1,5
3e7f230fc47e44dc9eed0e044787ffae,2,5
3ed281a6c1c9d3d42f762e059681dd89,1,9
3ed281a6c1c9d3d42f762e059681dd89,2,9
3ed57f7f3552806aa3569371c763a888,1,1
3ed57f7f3552806aa3569371c763a888,2,1
3f0e6af90d4a951670d0de5c58c50375,1,1
3f0e6af90d4a951670d0de5c58c50375,2,2
3f0e6af90d4a951670d0de5c58c50375,3,1
3f12d33e22f2102c7cf686c30f87c1c2,1,1
3f12d33e22f2102c7cf686c30f87c1c2,2,2
3f903088538748480215f767feb19efa,1,2
3f903088538748480215f767feb19efa,2,2
3f903088538748480215f767feb19efa,3,2
3fb36c34362ce4a2963b804cace3fb7c,1,1
3fc227db0bd4c4546395da6215d07956,1,2
3fc227db0bd4c4546395da6215d07956,2,1
3fc227db0bd4c4546395da6215d07956,3,1
3fc227db0bd4c4546395da6215d07956,4,2
3fc227db0bd4c4546395da6215d07956,5,1
3fc227db0bd4c4546395da6215d07956,6,1
3fd4632b8654a36386a83c96d3550bf0,1,5
40065a4318485fe7c2199c3db3e6c775,1,7
40065a4318485fe7c2199c3db3e6c775,2,7
40065a4318485fe7c2199c3db3e6c775,3,6
40065a4318485fe7c2199c3db3e6c775,4,1
40656953feb6ef0db1e172c66106dacb,1,3
40656953feb6ef0db1e172c66106dacb,2,4
407cb2b6e1f0c2c2b51dabb3822a4424,1,4
407cb2b6e1f0c2c2b51dabb3822a4424,2,2
408939d9040c003b3cd337567bc6ea4e,1,1
408939d9040c003b3cd337567bc6ea4e,2,1
409de620d66801b81d755404a2daf3a0,1,2
409de620d66801b81d755404a2daf3a0,2,2
40ff8d8e3fd2ba58c9027bcab93c184f,1,1
40ff8d8e3fd2ba58c9027bcab93c184f,2,1
40ff8d8e3fd2ba58c9027bcab93c184f,3,1
40ff8d8e3fd2ba58c9027bcab93c184f,4,1
40ff8d8e3fd2ba58c9027bcab93c184f,5,1
40ff8d8e3fd2ba58c9027bcab93c184f,6,1
418b087e949551fef8ecb04a2272229c,1,1
418b087e949551fef8ecb04a2272229c,2,2
418b087e949551fef8ecb04a2272229c,3,2
418b087e949551fef8ecb04a2272229c,4,3
418b087e949551fef8ecb04a2272229c,5,2
418b087e949551fef8ecb04a2272229c,6,2
419e01e1280198cac78446178eece82a,1,7
419e01e1280198cac78446178eece82a,2,4
41a23df1775a7c49f428fe19e818bfb0,1,1
41a23df1775a7c49f428fe19e818bfb0,2,7
41fbf5d566ebd1384b00dc3b382dd756,1,1
41fbf5d566ebd1384b00dc3b382dd756,2,1
420ce0654c7126bbfa6954b1e72d8ee5,1,1
420ce0654c7126bbfa6954b1e72d8ee5,2,2
420ce0654c7126bbfa6954b1e72d8ee5,3,1
42385148feb20cc5e5ba250a0ce8e607,1,1
42385148feb20cc5e5ba250a0ce8e607,2,1
42385148feb20cc5e5ba250a0ce8e607,3,1
42385148feb20cc5e5ba250a0ce8e607,4,1
423ccaaf21f21c1faa68dbb48fbfa085,1,5
423ccaaf21f21c1faa68dbb48fbfa085,2,4
423ccaaf21f21c1faa68dbb48fbfa085,3,6
4258116b8e6f44aaffae7d5f09108524,1,1
4258116b8e6f44aaffae7d5f09108524,2,1
4258116b8e6f44aaffae7d5f09108524,3,1
42d6dfdfbe07d1acfddf3f59e19abef5,1,1
42d6dfdfbe07d1acfddf3f59e19abef5,2,1
42d6dfdfbe07d1acfddf3f59e19abef5,3,1
42d6dfdfbe07d1acfddf3f59e19abef5,4,1
42d6dfdfbe07d1acfddf3f59e19abef5,5,1
42d6dfdfbe07d1acfddf3f59e19abef5,6,1
42e190a3363e1a18cb11109846219f72,1,2
42e190a3363e1a18cb11109846219f72,2,6
43055a8630defa0aa137d1fc11de5a9a,1,1
43055a8630defa0aa137d1fc11de5a9a,2,1
43055a8630defa0aa137d1fc11de5a9a,3,1
43055a8630defa0aa137d1fc11de5a9a,4,1
4314726e7e5eed9112594db4afa98250,1,1
4314726e7e5eed9112594db4afa98250,2,1
43621b484e36f68323a3c40562613db5,1,6
43621b484e36f68323a3c40562613db5,2,1
43bde13f46be24acbe5a883d1a21955f,1,1
43bde13f46be24acbe5a883d1a21955f,2,4
43bde13f46be24acbe5a883d1a21955f,3,5
43bde13f46be24acbe5a883d1a21955f,4,2
43bde13f46be24acbe5a883d1a21955f,5,1
43bde13f46be24acbe5a883d1a21955f,6,5
43d0904a516729125ba1c53605ebc8f2,1,1
43d0904a516729125ba1c53605ebc8f2,2,2
43d0904a516729125ba1c53605ebc8f2,3,2
43d0904a516729125ba1c53605ebc8f2,4,2
43d361ae64687ea7a15861173d56636d,1,1
43d361ae64687ea7a15861173d56636d,2,1
43d57f85d582f44d4369570b89b1e1ee,1,1
43d57f85d582f44d4369570b89b1e1ee,2,1
43d57f85d582f44d4369570b89b1e1ee,3,1
447fd034aa8bb3d2f3c3473a42167102,1,6
447fd034aa8bb3d2f3c3473a42167102,2,5
447fd034aa8bb3d2f3c3473a42167102,3,6
44878539e51edcfefdc36cb0acae2028,1,1
44878539e51edcfefdc36cb0acae2028,2,1
44878539e51edcfefdc36cb0acae2028,3,1
44922d2bbd03f8f953066cb2f3ecfb24,1,2
44922d2bbd03f8f953066cb2f3ecfb24,2,1
4492fa8a499118c757ebb8436f07fdf4,1,2
44a66323591d82b55d2cc16012437d10,1,1
44a66323591d82b55d2cc16012437d10,2,1
44b8bf93638aa78021e62ee7f6e26224,1,3
44b8bf93638aa78021e62ee7f6e26224,2,2
44ba21f1ec1a549c05f30b3333f3675f,1,1
44ba21f1ec1a549c05f30b3333f3675f,2,1
44bbdea41a3a366caa8bff8bb13c4ebc,1,8
44bbdea41a3a366caa8bff8bb13c4ebc,2,2
44e26aac3fa29973af9f182dc9aa65a3,1,2
44e26aac3fa29973af9f182dc9aa65a3,2,2
45276b82a1c763ce25efebad7ef4a219,1,9
45276b82a1c763ce25efebad7ef4a219,2,8
456887c91311613255d1444c8eff72ad,1,1
456887c91311613255d1444c8eff72ad,2,2
4574f241e59ed24216386ecfe14438cc,1,1
4574f241e59ed24216386ecfe14438cc,2,8
457a6266607852f3f1ec05401d0b7f40,1,8
457a6266607852f3f1ec05401d0b7f40,2,7
45802ed69b7b1c158998954f218664c6,1,3
45802ed69b7b1c158998954f218664c6,2,1
45802ed69b7b1c158998954f218664c6,3,3
45802ed69b7b1c158998954f218664c6,4,1
45802ed69b7b1c158998954f218664c6,5,2
45802ed69b7b1c158998954f218664c6,6,2
45826b777f1bf529c5b780d16b37ceae,1,1
45826b777f1bf529c5b780d16b37ceae,2,1
45d25a51f628930369cb5f482b6201d2,1,1
45d25a51f628930369cb5f482b6201d2,2,2
462bbd0b312b169010d0a32aeaf9ac64,1,1
462bbd0b312b169010d0a32aeaf9ac64,2,1
462bbd0b312b169010d0a32aeaf9ac64,3,1
462bbd0b312b169010d0a32aeaf9ac64,4,1
462bbd0b312b169010d0a32aeaf9ac64,5,1
462bcde1810b7c23912f31e474332180,1,1
462bcde1810b7c23912f31e474332180,2,1
46ae37dd9701c8cb7d336b9b47055bf4,1,1
46ae37dd9701c8cb7d336b9b47055bf4,2,1
46ae37dd9701c8cb7d336b9b47055bf4,3,4
46de945447d20f5c836b6962015b3822,1,2
46de945447d20f5c836b6962015b3822,2,1
46de945447d20f5c836b6962015b3822,3,1
46f21022d29406a2248b1cce9cfd813d,1,3
46f21022d29406a2248b1cce9cfd813d,2,3
46f21022d29406a2248b1cce9cfd813d,3,2
46f21022d29406a2248b1cce9cfd813d,4,2
46fe9f70076da5fbcc7192b28f0bcf5d,1,3
46fe9f70076da5fbcc7192b28f0bcf5d,2,3
471b1946977ae47f08fc1d14631b16ca,1,1
471b1946977ae47f08fc1d14631b16ca,2,1
471b1946977ae47f08fc1d14631b16ca,3,1
47446f499f4eea11c50abc82b48e925d,1,1
47446f499f4eea11c50abc82b48e925d,2,1
47446f499f4eea11c50abc82b48e925d,3,1
47446f499f4eea11c50abc82b48e925d,4,1
47446f499f4eea11c50abc82b48e925d,5,1
475e4be29161ac628775a546514b1ed6,1,2
475e4be29161ac628775a546514b1ed6,2,2
475e4be29161ac628775a546514b1ed6,3,1
475e4be29161ac628775a546514b1ed6,4,1
47696a4aa1c663c55d3f18daba400c4d,1,1
47696a4aa1c663c55d3f18daba400c4d,2,1
47696a4aa1c663c55d3f18daba400c4d,3,1
478f0a8d6bfda1d32ea85b816b37942f,1,1
478f0a8d6bfda1d32ea85b816b37942f,2,1
479b3edc2b998b023ae6620c7e00e7da,1,3
47bbc6a648e48d5622ad143562e59ee8,1,1
47bbc6a648e48d5622ad143562e59ee8,2,1
47e66d9317c529d9e9c15b7092747923,1,1
47e66d9317c529d9e9c15b7092747923,2,1
47e66d9317c529d9e9c15b7092747923,3,1
47e66d9317c529d9e9c15b7092747923,4,1
47e81bbf035c005762b091ebbb4dde58,1,1
47e81bbf035c005762b091ebbb4dde58,2,1
47f14d886524a5a8868a8eb43e7225c7,1,1
47f14d886524a5a8868a8eb43e7225c7,2,1
47fa149670f8f634ff92eff27eb5abac,1,2
47fa149670f8f634ff92eff27eb5abac,2,2
47fa149670f8f634ff92eff27eb5abac,3,3
47fa149670f8f634ff92eff27eb5abac,4,4
47fa149670f8f634ff92eff27eb5abac,5,3
47fa149670f8f634ff92eff27eb5abac,6,2
481f32f027f77677b2aa5c63bd93b7fe,1,1
481f32f027f77677b2aa5c63bd93b7fe,2,1
481f32f027f77677b2aa5c63bd93b7fe,3,1
481f32f027f77677b2aa5c63bd93b7fe,4,1
482e4a695cc4f6beaf2eafbfd5f89672,1,3
482e4a695cc4f6beaf2eafbfd5f89672,2,1
4867c162e4cfa98a2a505fab364d01f5,1,1
4867c162e4cfa98a2a505fab364d01f5,2,1
487a87577560049966fc3755f1a3d59a,1,2
487a87577560049966fc3755f1a3d59a,2,2
487a87577560049966fc3755f1a3d59a,3,2
4936f469e48c89bddefb26d3dc32f475,1,2
4936f469e48c89bddefb26d3dc32f475,2,2
4936f469e48c89bddefb26d3dc32f475,3,2
49640877f4585371df02a54743317095,1,1
49640877f4585371df02a54743317095,2,1
49640877f4585371df02a54743317095,3,1
4973e28527e7eab6b8ad719125855fa6,1,1
4973e28527e7eab6b8ad719125855fa6,2,1
4973e28527e7eab6b8ad719125855fa6,3,1
49896ad0fa80a3f2573e68563346b55a,1,1
49896ad0fa80a3f2573e68563346b55a,2,3
49c40a5a861ab51c95ff6cd54120b97d,1,8
49c40a5a861ab51c95ff6cd54120b97d,2,11
49e69c5449af256b2cee7ddb4f6da0b8,1,4
49e69c5449af256b2cee7ddb4f6da0b8,2,4
49f60677fd522b2d25ae065c113121bd,1,1
49f60677fd522b2d25ae065c113121bd,2,3
49f60677fd522b2d25ae065c113121bd,3,3
49f60677fd522b2d25ae065c113121bd,4,3
4a09c6e7f92db0fd74c32c40c041bce3,1,1
4a09c6e7f92db0fd74c32c40c041bce3,2,1
4a09c6e7f92db0fd74c32c40c041bce3,3,1
4a71028da7f4efc812d0a8d5e8212d13,1,1
4a71028da7f4efc812d0a8d5e8212d13,2,1
4a71028da7f4efc812d0a8d5e8212d13,3,1
4a71028da7f4efc812d0a8d5e8212d13,4,1
4a71028da7f4efc812d0a8d5e8212d13,5,7
4a71028da7f4efc812d0a8d5e8212d13,6,7
4aeab459384d5110782125fd060f51e4,1,2
4aeab459384d5110782125fd060f51e4,2,2
4b9015ac9a8b06078a934e291a9e8018,1,1
4b9015ac9a8b06078a934e291a9e8018,2,1
4b9015ac9a8b06078a934e291a9e8018,3,1
4b9015ac9a8b06078a934e291a9e8018,4,1
4b9015ac9a8b06078a934e291a9e8018,5,1
4bd307b4d8faeb57c9afb906c810fe3b,1,1
4bd307b4d8faeb57c9afb906c810fe3b,2,1
4bd307b4d8faeb57c9afb906c810fe3b,3,3
4be1a498a89d2ce1ea9f264430aea6ec,1,1
4be1a498a89d2ce1ea9f264430aea6ec,2,1
4be1d36875079eabbaad95cbfe3998e8,1,4
4be1d36875079eabbaad95cbfe3998e8,2,6
4bf137adabb40c5662f2e258ff8844f6,1,2
4bf137adabb40c5662f2e258ff8844f6,2,1
4bf137adabb40c5662f2e258ff8844f6,3,1
4bf137adabb40c5662f2e258ff8844f6,4,1
4bf137adabb40c5662f2e258ff8844f6,5,1
4bf137adabb40c5662f2e258ff8844f6,6,1
4c11ad56cb8744c8a1b2780a04173a8c,1,2
4c11ad56cb8744c8a1b2780a04173a8c,2,1
4c26f2f5a2c6fba0d4b280a88d71b0d5,1,1
4c26f2f5a2c6fba0d4b280a88d71b0d5,2,1
4c26f2f5a2c6fba0d4b280a88d71b0d5,3,1
4c26f2f5a2c6fba0d4b280a88d71b0d5,4,1
4c4b8c5fb0ed107fa36df4502d539af0,1,2
4c4b8c5fb0ed107fa36df4502d539af0,2,1
4c4b8c5fb0ed107fa36df4502d539af0,3,2
4c4b8c5fb0ed107fa36df4502d539af0,4,3
4c4b8c5fb0ed107fa36df4502d539af0,5,3
4c4b8c5fb0ed107fa36df4502d539af0,6,3
4ca83111c2a1f39caf6712460ac326ee,1,3
4ca83111c2a1f39caf6712460ac326ee,2,4
4cc473cf3ad1eade149f96ac17f590b3,1,1
4d47deff04ca065cc849ee7cf40df728,1,1
4d47deff04ca065cc849ee7cf40df728,2,1
4d47deff04ca065cc849ee7cf40df728,3,1
4d7551999632a9a4cdb7fcddf976089e,1,7
4d7551999632a9a4cdb7fcddf976089e,2,7
4d7551999632a9a4cdb7fcddf976089e,3,6
4d7551999632a9a4cdb7fcddf976089e,4,6
4d7551999632a9a4cdb7fcddf976089e,5,6
4d7551999632a9a4cdb7fcddf976089e,6,1
4d9f2e449e30616426a5cd374ff8d5b6,1,1
4d9f2e449e30616426a5cd374ff8d5b6,2,1
4d9f2e449e30616426a5cd374ff8d5b6,3,1
4dd72d75c7d1479b903fe94ee4aa5577,1,1
4dd72d75c7d1479b903fe94ee4aa5577,2,1
4dd72d75c7d1479b903fe94ee4aa5577,3,1
4dd72d75c7d1479b903fe94ee4aa5577,4,1
4e1b9d86eaf87f8d4c8e45a892aefdbe,1,6
4e1b9d86eaf87f8d4c8e45a892aefdbe,2,6
4e1b9d86eaf87f8d4c8e45a892aefdbe,3,10
4e1b9d86eaf87f8d4c8e45a892aefdbe,4,7
4e550a9517e4a9f73448f284ef7587b8,1,3
4e550a9517e4a9f73448f284ef7587b8,2,2
4e550a9517e4a9f73448f284ef7587b8,3,1
4e56958c5006b4c8d52f7f8b6df600ba,1,3
4e56958c5006b4c8d52f7f8b6df600ba,2,3
4e7b9b6fea4bfe8cfb697c3ebc9b3920,1,1
4ead54f148c300641dc1cd73de052a5d,1,1
4ead54f148c300641dc1cd73de052a5d,2,1
4ead54f148c300641dc1cd73de052a5d,3,1
4ead54f148c300641dc1cd73de052a5d,4,1
4ec011a2770ac2b8c21a5fbf8fbf5cac,1,1
4efac29ddb67fcef70a95138ccbad244,1,5
4efac29ddb67fcef70a95138ccbad244,2,5
4efac29ddb67fcef70a95138ccbad244,3,5
4f531e1b909e7a8bc1f251907be555aa,1,1
4f531e1b909e7a8bc1f251907be555aa,2,1
4f531e1b909e7a8bc1f251907be555aa,3,2
4f531e1b909e7a8bc1f251907be555aa,4,3
4f531e1b909e7a8bc1f251907be555aa,5,4
4f5f2172592f43f975d7a7e68c40223e,1,9
4f5f2172592f43f975d7a7e68c40223e,2,1
4f5f2172592f43f975d7a7e68c40223e,3,1
4f5f2172592f43f975d7a7e68c40223e,4,1
4f5f2172592f43f975d7a7e68c40223e,5,1
4f5f2172592f43f975d7a7e68c40223e,6,1
4f703c16fc43bddb5fb85caf14fc2856,1,1
4f703c16fc43bddb5fb85caf14fc2856,2,1
4fc191ac8bdff6c806a121ae79779235,1,1
4fefe5811dfff0ef2be2810bec065e6f,1,3
4fefe5811dfff0ef2be2810bec065e6f,2,3
50656db0b38f693254dc0deb2de79912,1,1
50656db0b38f693254dc0deb2de79912,2,8
50656db0b38f693254dc0deb2de79912,3,8
50810a6729b846958891e32494b5c4e6,1,7
50810a6729b846958891e32494b5c4e6,2,4
50badcafb4320f73dde495c86c0ab38f,1,3
50e2b9fc0279af389a5d88885c1944ad,1,1
510052f47fa827fa1d8d82f461c41b8f,1,1
510052f47fa827fa1d8d82f461c41b8f,2,1
51844334458b81900c3b8c7438c6d2be,1,1
51844334458b81900c3b8c7438c6d2be,2,1
51844334458b81900c3b8c7438c6d2be,3,1
51844334458b81900c3b8c7438c6d2be,4,1
51844334458b81900c3b8c7438c6d2be,5,1
51c8fdca17845d2d2d77cc4154d863c4,1,9
51c8fdca17845d2d2d77cc4154d863c4,2,6
51c8fdca17845d2d2d77cc4154d863c4,3,5
51c8fdca17845d2d2d77cc4154d863c4,4,6
51c8fdca17845d2d2d77cc4154d863c4,5,7
51c8fdca17845d2d2d77cc4154d863c4,6,7
5201d130e96e5e951a7831a9c6f29158,1,5
5201d130e96e5e951a7831a9c6f29158,2,1
52c3cf28854de1956d0018ef5325d175,1,5
52c3cf28854de1956d0018ef5325d175,2,1
52c3cf28854de1956d0018ef5325d175,3,4
52c46e277805efb33b5fecc641f07a51,1,12
52c46e277805efb33b5fecc641f07a51,2,10
52dd95d34bc374c33a1d6aa1368f5891,1,1
52dd95d34bc374c33a1d6aa1368f5891,2,1
52f0543d50197d7ea3f6afe855aa9313,1,2
52f0543d50197d7ea3f6afe855aa9313,2,2
52f0543d50197d7ea3f6afe855aa9313,3,1
52f0543d50197d7ea3f6afe855aa9313,4,1
52f0543d50197d7ea3f6afe855aa9313,5,2
52f60cd7f63b7c7620733a03a166d532,1,4
52f60cd7f63b7c7620733a03a166d532,2,4
52f60cd7f63b7c7620733a03a166d532,3,4
532e06cd1568dc56579a24301a23783e,1,1
532e06cd1568dc56579a24301a23783e,2,1
537bc993ee9a7ef5e5ca869906bd5e07,1,1
537bc993ee9a7ef5e5ca869906bd5e07,2,1
537bc993ee9a7ef5e5ca869906bd5e07,3,1
537bc993ee9a7ef5e5ca869906bd5e07,4,1
537bc993ee9a7ef5e5ca869906bd5e07,5,1
53a9377eff0e54da85d4a036b7a58d0d,1,1
53a9377eff0e54da85d4a036b7a58d0d,2,1
53a9377eff0e54da85d4a036b7a58d0d,3,3
53c0f82ac1d438bf35ba821349106065,1,11
53c0f82ac1d438bf35ba821349106065,2,8
53cee7ecf239cdc0c54a345dba8cc80c,1,1
53cee7ecf239cdc0c54a345dba8cc80c,2,1
53cee7ecf239cdc0c54a345dba8cc80c,3,1
53cee7ecf239cdc0c54a345dba8cc80c,4,2
540ae5e0641c72c2113f7aa890ff7c58,1,3
540ae5e0641c72c2113f7aa890ff7c58,2,3
541df34c174b77f8674c358c425920ff,1,8
541df34c174b77f8674c358c425920ff,2,8
5437764077a335506ce35e0d88be08bf,1,1
5437764077a335506ce35e0d88be08bf,2,1
5437764077a335506ce35e0d88be08bf,3,3
5437764077a335506ce35e0d88be08bf,4,1
5437764077a335506ce35e0d88be08bf,5,1
54bd04cd32c2ea0aab47db769f898ee1,1,12
54bd04cd32c2ea0aab47db769f898ee1,2,1
54bd04cd32c2ea0aab47db769f898ee1,3,1
54bd04cd32c2ea0aab47db769f898ee1,4,4
54c6832c6da8f36c6a4163c4d328975c,1,1
54c6832c6da8f36c6a4163c4d328975c,2,1
54f5ca3b1a07a2f021dedca5ad4eb472,1,1
54f5ca3b1a07a2f021dedca5ad4eb472,2,1
54f5ca3b1a07a2f021dedca5ad4eb472,3,1
54f5ca3b1a07a2f021dedca5ad4eb472,4,1
54f5ca3b1a07a2f021dedca5ad4eb472,5,1
54f9d38e06b494d65008988648338d40,1,6
54f9d38e06b494d65008988648338d40,2,6
54f9d38e06b494d65008988648338d40,3,2
54f9d38e06b494d65008988648338d40,4,2
55149c865cd34cf5696ce8f434e091c7,1,2
553c0f6a655c73027f7281aecf8bba68,1,12
553c0f6a655c73027f7281aecf8bba68,2,6
567da6b3f12966ee1a1cf49a9231f601,1,2
567da6b3f12966ee1a1cf49a9231f601,2,3
56adf892290c079c51a2c5ab7dd0c5cb,1,5
56adf892290c079c51a2c5ab7dd0c5cb,2,5
57097a2eddf0fe0269f0b5e0cf275d1c,1,3
57097a2eddf0fe0269f0b5e0cf275d1c,2,3
57097a2eddf0fe0269f0b5e0cf275d1c,3,3
57097a2eddf0fe0269f0b5e0cf275d1c,4,1
57097a2eddf0fe0269f0b5e0cf275d1c,5,1
57097a2eddf0fe0269f0b5e0cf275d1c,6,1
57418a2d607a9dc462f2c407511e24a4,1,1
57418a2d607a9dc462f2c407511e24a4,2,1
57418a2d607a9dc462f2c407511e24a4,3,1
57493dfaef3ba38e01112f8d437ae333,1,1
57493dfaef3ba38e01112f8d437ae333,2,1
574d547d456f250a03ed4d439dc13a17,1,2
574d547d456f250a03ed4d439dc13a17,2,2
5777234bb909595727125a466423f16a,1,2
5777234bb909595727125a466423f16a,2,2
57a873e461c57cd805c45be4954f83c6,1,1
57a873e461c57cd805c45be4954f83c6,2,1
57a873e461c57cd805c45be4954f83c6,3,1
57a873e461c57cd805c45be4954f83c6,4,1
57b4a43c9a36ad7c2e1e124dea0d970b,1,1
57b4a43c9a36ad7c2e1e124dea0d970b,2,1
57b4a43c9a36ad7c2e1e124dea0d970b,3,2
57b4a43c9a36ad7c2e1e124dea0d970b,4,1
57b714cdbe2c4ab056e983b96c1bfebd,1,1
57b714cdbe2c4ab056e983b96c1bfebd,2,1
57b714cdbe2c4ab056e983b96c1bfebd,3,1
57b714cdbe2c4ab056e983b96c1bfebd,4,1
57dcf1f6bc3c7cb4706e66c49b852658,1,1
57dcf1f6bc3c7cb4706e66c49b852658,2,1
57dcf1f6bc3c7cb4706e66c49b852658,3,2
57ef2e41ce6fd10f8737026ce8e265e1,1,1
57ef2e41ce6fd10f8737026ce8e265e1,2,1
5820f688d14d0b5877ded297fd3d8405,1,12
5820f688d14d0b5877ded297fd3d8405,2,1
583c2d0d19e34e66a434126147772ca6,1,2
583c2d0d19e34e66a434126147772ca6,2,2
583c2d0d19e34e66a434126147772ca6,3,2
584f477be76467906d53113788c95700,1,1
584f477be76467906d53113788c95700,2,2
586547017389ddc4456b8ef93e1389e5,1,1
586547017389ddc4456b8ef93e1389e5,2,1
586547017389ddc4456b8ef93e1389e5,3,1
586547017389ddc4456b8ef93e1389e5,4,1
586547017389ddc4456b8ef93e1389e5,5,1
586547017389ddc4456b8ef93e1389e5,6,1
587218c6c10cea1dc643d77035218079,1,2
587218c6c10cea1dc643d77035218079,2,2
587218c6c10cea1dc643d77035218079,3,2
587218c6c10cea1dc643d77035218079,4,2
587218c6c10cea1dc643d77035218079,5,1
587f9c7d5671eb8c8d18e7f9184d4734,1,1
587f9c7d5671eb8c8d18e7f9184d4734,2,1
5891fad20ce392b06ac6c05342dd0715,1,1
5891fad20ce392b06ac6c05342dd0715,2,1
5891fad20ce392b06ac6c05342dd0715,3,1
5891fad20ce392b06ac6c05342dd0715,4,1
589e18f702c5abf599b0d52f889631cb,1,1
589e18f702c5abf599b0d52f889631cb,2,1
58c687a396a359aee8955b3a55f91d84,1,3
58c687a396a359aee8955b3a55f91d84,2,3
58c687a396a359aee8955b3a55f91d84,3,5
58c687a396a359aee8955b3a55f91d84,4,3
58c687a396a359aee8955b3a55f91d84,5,2
58d80f164c6ce86228d746ddcb8cb434,1,1
58d80f164c6ce86228d746ddcb8cb434,2,1
58d80f164c6ce86228d746ddcb8cb434,3,1
58d80f164c6ce86228d746ddcb8cb434,4,1
58d80f164c6ce86228d746ddcb8cb434,5,2
58d80f164c6ce86228d746ddcb8cb434,6,1
58dfb68c2d15df245036113c42d86c2d,1,1
58dfb68c2d15df245036113c42d86c2d,2,1
58f7d309bf7ba78c73e6eb5cf13025c8,1,3
58f7d309bf7ba78c73e6eb5cf13025c8,2,2
58f7d309bf7ba78c73e6eb5cf13025c8,3,2
592284a2ed1b037b8cc5d4f61f0f28e4,1,3
592284a2ed1b037b8cc5d4f61f0f28e4,2,2
5926650d3030f020c83c3764ccb3db9c,1,1
5926650d3030f020c83c3764ccb3db9c,2,1
5934dbcb37394ba7ef3ab2a92a9e2c0a,1,2
5934dbcb37394ba7ef3ab2a92a9e2c0a,2,2
5934dbcb37394ba7ef3ab2a92a9e2c0a,3,1
5934dbcb37394ba7ef3ab2a92a9e2c0a,4,2
5934dbcb37394ba7ef3ab2a92a9e2c0a,5,2
593eaa284efd897989ee5bbfe81942e6,1,1
593eaa284efd897989ee5bbfe81942e6,2,1
593eaa284efd897989ee5bbfe81942e6,3,1
5977a43c56fd6c5ed62ed2656354e62a,1,1
5977a43c56fd6c5ed62ed2656354e62a,2,1
59dd4c06b09e70fa328a4f28477ab6cc,1,1
5a14a37e49c5e842ca6bc0936a9198e6,1,2
5a1e819e77e9b9e6d46516c81341a124,1,1
5a1e819e77e9b9e6d46516c81341a124,2,1
5a1e819e77e9b9e6d46516c81341a124,3,1
5a1f5479ae7b9d4edea6d337727260cf,1,1
5a1f5479ae7b9d4edea6d337727260cf,2,1
5a1f5479ae7b9d4edea6d337727260cf,3,1
5a1f5479ae7b9d4edea6d337727260cf,4,1
5a1f5479ae7b9d4edea6d337727260cf,5,1
5a2b4569865cbd08298af94c8a831752,1,2
5a2b4569865cbd08298af94c8a831752,2,2
5a2b4569865cbd08298af94c8a831752,3,2
5a4809d3af06e579c99a0ade3ce7edc3,1,4
5a4809d3af06e579c99a0ade3ce7edc3,2,6
5a4d2514104d18ad3eae130cf2ee745e,1,1
5a8d9dc94b1b00a7316489a9d5bba882,1,1
5a8d9dc94b1b00a7316489a9d5bba882,2,1
5a9a7e84d8e7c0c619e6a06c2ede4f7a,1,1
5af2c23bbf47a4a9718999409412af98,1,1
5b73ce042daeeb341b2e7011ee6dfe33,1,2
5b73ce042daeeb341b2e7011ee6dfe33,2,2
5bd5f03704f13258b21c4663053a7c2d,1,1
5bd5f03704f13258b21c4663053a7c2d,2,2
5bd5f03704f13258b21c4663053a7c2d,3,6
5bd5f03704f13258b21c4663053a7c2d,4,1
5c3889bf7666014b3a33f4b1b587b3ac,1,8
5c3889bf7666014b3a33f4b1b587b3ac,2,8
5c41a5eabbc4d67840dce02febe64677,1,1
5c41a5eabbc4d67840dce02febe64677,2,1
5c41a5eabbc4d67840dce02febe64677,3,1
5c41a5eabbc4d67840dce02febe64677,4,1
