conversation_id,turn_number,role,language,convention_count,refactor_count,warning_count,error_count,fatal_count,loc
0c3ffbc16bca6e828007fed652717a3b,4,user,python,1,0,0,2,0,20
0c524d60722788871efb368a10f5031b,1,user,python,2,1,1,2,0,31
0c524d60722788871efb368a10f5031b,2,user,python,2,0,0,1,0,19
0c524d60722788871efb368a10f5031b,3,user,python,1,0,0,1,0,24
0c524d60722788871efb368a10f5031b,4,user,python,1,0,0,1,0,26
0c524d60722788871efb368a10f5031b,5,user,python,2,0,0,1,0,25
0c524d60722788871efb368a10f5031b,6,user,python,2,0,1,1,0,23
0c524d60722788871efb368a10f5031b,7,user,python,0,0,0,0,0,26
0c57fc14b6e016a2233ad49afb538967,1,user,python,2,0,1,1,0,28
0c57fc14b6e016a2233ad49afb538967,2,user,python,3,0,1,1,0,24
0c57fc14b6e016a2233ad49afb538967,3,user,python,3,0,0,1,0,26
0c587b0a3fa037f04d0799e152af49c9,1,user,python,5,0,3,2,0,104
0c587b0a3fa037f04d0799e152af49c9,2,user,python,4,0,1,1,0,11
0c5a5970eb32398c6748b2c3f6bea655,1,user,python,3,1,0,0,0,16
0c5a5970eb32398c6748b2c3f6bea655,2,user,python,4,1,1,1,0,71
0c5a5970eb32398c6748b2c3f6bea655,3,user,python,3,0,0,1,0,12
0c5a5970eb32398c6748b2c3f6bea655,4,user,python,1,0,0,1,0,2
0c5a5970eb32398c6748b2c3f6bea655,5,user,python,3,0,0,1,0,12
0c5a5970eb32398c6748b2c3f6bea655,6,user,python,2,0,0,1,0,12
0c5a5970eb32398c6748b2c3f6bea655,7,user,python,0,0,0,0,0,28
0c5a5970eb32398c6748b2c3f6bea655,8,user,python,0,0,0,0,0,43
0c5a5970eb32398c6748b2c3f6bea655,9,user,python,0,0,0,0,0,36
0c5d060db1d92e0fd75d37503d1609bd,1,user,python,2,0,1,0,0,10
0c5d060db1d92e0fd75d37503d1609bd,2,user,python,1,0,0,0,0,7
0c5d060db1d92e0fd75d37503d1609bd,3,user,python,1,0,0,0,0,7
0c5d8c03e5aff8aa7ec653881d665ea3,1,user,python,3,1,1,1,0,21
0c5d8c03e5aff8aa7ec653881d665ea3,2,user,python,5,1,1,2,0,45
0c5d8c03e5aff8aa7ec653881d665ea3,3,user,python,1,0,0,0,0,14
0c5d8c03e5aff8aa7ec653881d665ea3,4,user,python,3,1,0,1,0,39
0c5d8c03e5aff8aa7ec653881d665ea3,5,user,python,3,1,0,1,0,19
0c5d8c03e5aff8aa7ec653881d665ea3,6,user,python,4,1,0,1,0,20
0c5d8c03e5aff8aa7ec653881d665ea3,7,user,python,0,0,0,0,0,45
0c6446dcde36adb13c5b4767ae04f0c5,1,user,python,1,0,0,1,0,9
0c6446dcde36adb13c5b4767ae04f0c5,2,user,python,1,0,0,1,0,7
0c6446dcde36adb13c5b4767ae04f0c5,3,user,python,2,0,0,1,0,9
0c78ae3161983919acccc4fb04ba4b9e,1,user,python,2,0,2,0,0,52
0c78ae3161983919acccc4fb04ba4b9e,2,user,python,3,0,2,0,0,56
0c7d3ea9f8cd5ef22909cd0a91066dc6,1,user,python,1,0,1,1,0,5
0c7d3ea9f8cd5ef22909cd0a91066dc6,2,user,python,1,0,1,1,0,5
0c7d3ea9f8cd5ef22909cd0a91066dc6,3,user,python,1,0,1,1,0,5
0c7d3ea9f8cd5ef22909cd0a91066dc6,4,user,python,1,0,1,1,0,6
0c7d3ea9f8cd5ef22909cd0a91066dc6,5,user,python,1,0,1,1,0,6
0c7d3ea9f8cd5ef22909cd0a91066dc6,6,user,python,1,0,1,1,0,6
0c7d3ea9f8cd5ef22909cd0a91066dc6,7,user,python,0,0,0,0,0,2
0c7d3ea9f8cd5ef22909cd0a91066dc6,8,user,python,0,0,0,0,0,2
0c7d3ea9f8cd5ef22909cd0a91066dc6,9,user,python,0,0,0,0,0,6
0c7d3ea9f8cd5ef22909cd0a91066dc6,10,user,python,0,0,0,0,0,2
0c7d3ea9f8cd5ef22909cd0a91066dc6,11,user,python,0,0,0,0,0,2
0c82b6ea4a23b2d72cebc7b7edd3b82c,1,user,python,6,1,1,2,0,72
0c82b6ea4a23b2d72cebc7b7edd3b82c,2,user,python,5,1,1,3,0,46
0c82f8cbff4a102a27e2bb4a3d71476d,1,user,python,2,0,0,0,0,8
0c82f8cbff4a102a27e2bb4a3d71476d,2,user,python,1,0,0,0,0,5
0c82f8cbff4a102a27e2bb4a3d71476d,3,user,python,1,0,0,0,0,7
0c82f8cbff4a102a27e2bb4a3d71476d,4,user,python,1,0,0,0,0,7
0c82f8cbff4a102a27e2bb4a3d71476d,5,user,python,1,0,0,0,0,7
0c82f8cbff4a102a27e2bb4a3d71476d,6,user,python,2,0,0,0,0,17
0c870489ea8e6e11454ee5ab79636bf6,1,user,python,2,0,2,0,0,46
0c870489ea8e6e11454ee5ab79636bf6,2,user,python,2,0,1,0,0,41
0c870489ea8e6e11454ee5ab79636bf6,3,user,python,2,0,1,0,0,41
0c870489ea8e6e11454ee5ab79636bf6,4,user,python,3,0,1,0,0,30
0c870489ea8e6e11454ee5ab79636bf6,5,user,python,2,0,2,0,0,47
0c870489ea8e6e11454ee5ab79636bf6,6,user,python,2,0,2,0,0,49
0c8739371e503f63762e1b026fe26ef7,1,user,python,3,0,0,1,0,22
0c89baa25b543203e70f83b0a5bc498f,1,user,python,1,0,0,1,0,6
0c89baa25b543203e70f83b0a5bc498f,2,user,python,4,3,0,1,0,20
0c89baa25b543203e70f83b0a5bc498f,3,user,python,2,0,0,0,0,2
0c89baa25b543203e70f83b0a5bc498f,4,user,python,5,3,2,1,0,124
0c89baa25b543203e70f83b0a5bc498f,5,user,python,5,2,4,3,0,41
0c89baa25b543203e70f83b0a5bc498f,6,user,python,5,3,3,1,0,98
0c89baa25b543203e70f83b0a5bc498f,7,user,python,0,0,0,0,0,2
0c89baa25b543203e70f83b0a5bc498f,8,user,python,0,0,0,0,0,41
0c89baa25b543203e70f83b0a5bc498f,9,user,python,0,0,0,0,0,28
0c89baa25b543203e70f83b0a5bc498f,10,user,python,0,0,0,0,0,2
0c89baa25b543203e70f83b0a5bc498f,11,user,python,0,0,0,0,0,3
0c89baa25b543203e70f83b0a5bc498f,12,user,python,0,0,0,0,0,15
0c89baa25b543203e70f83b0a5bc498f,13,user,python,0,0,0,0,0,18
0c89baa25b543203e70f83b0a5bc498f,14,user,python,0,0,0,0,0,25
0c8a93b82295d9d44702892896c4d06b,1,user,python,4,0,1,1,0,40
0c9ce05062ad3977bfcb0f2c7924390d,1,user,python,1,0,0,0,0,5
0c9ce05062ad3977bfcb0f2c7924390d,2,user,python,0,0,0,1,0,6
0ca0d27db27c7654a0e3d606fb2de71a,1,user,python,4,0,0,0,0,34
0ca0d27db27c7654a0e3d606fb2de71a,2,user,python,3,0,0,0,0,15
0ca0d27db27c7654a0e3d606fb2de71a,3,user,python,3,0,0,0,0,15
0ca0d27db27c7654a0e3d606fb2de71a,4,user,python,3,0,0,0,0,15
0ca0d27db27c7654a0e3d606fb2de71a,5,user,python,4,0,0,0,0,35
0ca0d27db27c7654a0e3d606fb2de71a,6,user,python,3,0,1,0,0,24
0ca0d27db27c7654a0e3d606fb2de71a,7,user,python,0,0,0,0,0,18
0ca531452c5d399c131eda0b77a630fa,1,user,python,3,0,1,0,0,22
0ca531452c5d399c131eda0b77a630fa,2,user,python,3,0,0,0,0,17
0ca687d94186ef59966b3d391a3d775b,1,user,python,1,0,0,0,0,4
0ca687d94186ef59966b3d391a3d775b,2,user,python,2,0,0,0,0,5
0ca687d94186ef59966b3d391a3d775b,3,user,python,3,0,0,0,0,6
0cac44664aead4d8307051de8d2983a9,1,user,python,5,2,2,1,0,48
0cac44664aead4d8307051de8d2983a9,2,user,python,3,2,1,1,0,29
0cac44664aead4d8307051de8d2983a9,3,user,python,2,0,0,1,0,31
0cac44664aead4d8307051de8d2983a9,4,user,python,2,0,0,1,0,27
0cc471e86d47dbf8cf3b882d5f25e909,1,user,python,2,0,0,1,0,31
0cc471e86d47dbf8cf3b882d5f25e909,2,user,python,3,0,0,1,0,47
0cc471e86d47dbf8cf3b882d5f25e909,3,user,python,4,0,0,1,0,38
0cc471e86d47dbf8cf3b882d5f25e909,4,user,python,2,2,0,1,0,14
0cca7eb29a1aa6cbbb40615d5b88c251,1,user,python,1,0,0,1,0,9
0cca7eb29a1aa6cbbb40615d5b88c251,2,user,python,1,0,0,1,0,13
0cca7eb29a1aa6cbbb40615d5b88c251,3,user,python,4,0,2,0,0,23
0cca7eb29a1aa6cbbb40615d5b88c251,4,user,python,2,0,1,1,0,19
0cca7eb29a1aa6cbbb40615d5b88c251,5,user,python,3,1,1,1,0,19
0cca7eb29a1aa6cbbb40615d5b88c251,6,user,python,4,0,1,1,0,23
0ccf20306573b15e3dd65bcf01d7a37f,1,user,python,3,0,0,1,0,15
0cd13a345219a2ba3db7b05a1ba326cf,1,user,python,3,0,1,0,0,27
0cd13a345219a2ba3db7b05a1ba326cf,2,user,python,4,1,3,2,0,56
0cd13a345219a2ba3db7b05a1ba326cf,3,user,python,2,0,1,2,0,16
0cd13a345219a2ba3db7b05a1ba326cf,4,user,python,4,0,2,2,0,58
0cd13a345219a2ba3db7b05a1ba326cf,5,user,python,3,0,3,1,0,28
0cd13a345219a2ba3db7b05a1ba326cf,6,user,python,0,0,0,1,0,23
0cd2bc16fe9376f17b67d680d9339453,1,user,python,2,0,0,0,0,10
0cd2bc16fe9376f17b67d680d9339453,2,user,python,2,0,0,0,0,8
0cd2bc16fe9376f17b67d680d9339453,3,user,python,2,0,0,0,0,8
0cdd6e26617ae367f8fabc8f86bc2b40,1,user,python,5,0,1,1,0,25
0cdd6e26617ae367f8fabc8f86bc2b40,2,user,python,4,0,2,0,0,28
0cde74312c1f731962e2a9356db734b7,1,user,python,3,0,0,1,0,33
0cde74312c1f731962e2a9356db734b7,2,user,python,2,0,0,1,0,40
0ce3bbf4f932fd720bbf9161ab8d4dee,1,user,python,3,1,1,1,0,32
0ce3bbf4f932fd720bbf9161ab8d4dee,2,user,python,3,0,2,1,0,55
0cf22ed4f4c4b4d026f7e91a72c19ab5,1,user,python,1,0,0,1,0,13
0cf22ed4f4c4b4d026f7e91a72c19ab5,2,user,python,1,0,0,1,0,6
0cf57a9ffcf543327013b2481a46118d,1,user,python,1,0,0,1,0,2
0cf57a9ffcf543327013b2481a46118d,2,user,python,1,0,0,1,0,13
0cf5a8db305c29908301cbdd4c42c4b5,1,user,python,1,0,0,1,0,16
0cf5a8db305c29908301cbdd4c42c4b5,2,user,python,1,0,0,1,0,18
0cf5a8db305c29908301cbdd4c42c4b5,3,user,python,1,0,0,1,0,15
0cf5a8db305c29908301cbdd4c42c4b5,4,user,python,1,0,0,1,0,16
0cf5d67b5f58570fc0151dd48a8b0331,1,user,python,1,0,0,1,0,11
0cf5d67b5f58570fc0151dd48a8b0331,2,user,python,6,1,2,1,0,63
0cf5d67b5f58570fc0151dd48a8b0331,3,user,python,5,1,0,1,0,62
0cf6b364764ec3788428c2346a9dc893,1,user,python,0,0,0,1,0,14
0cf6b364764ec3788428c2346a9dc893,2,user,python,1,0,0,0,0,6
0cf6b364764ec3788428c2346a9dc893,3,user,python,1,0,0,1,0,3
0cf6b364764ec3788428c2346a9dc893,4,user,python,1,0,0,1,0,13
0cf6b364764ec3788428c2346a9dc893,5,user,python,1,0,0,0,0,6
0cf73a7a3a70beb1dc358ab4e5216b63,1,user,python,1,0,0,1,0,18
0cf73a7a3a70beb1dc358ab4e5216b63,2,user,python,1,0,0,1,0,44
0cfdb48b0000034f07a8d44e14340931,1,user,python,4,0,1,1,0,29
0cfdb48b0000034f07a8d44e14340931,2,user,python,4,0,1,1,0,37
0d026ae94d528b43412b469ed9f5cf8b,1,user,python,2,1,2,0,0,19
0d026ae94d528b43412b469ed9f5cf8b,2,user,python,2,1,2,0,0,23
0d0e57e678c00ffc0b6622a0aa584edb,1,user,python,3,0,1,1,0,50
0d0e57e678c00ffc0b6622a0aa584edb,2,user,python,3,0,2,1,0,42
0d0f50d3db7bb1d0b038af6551e3472e,1,user,python,1,0,1,1,0,3
0d0f50d3db7bb1d0b038af6551e3472e,2,user,python,2,0,2,1,0,23
0d0f50d3db7bb1d0b038af6551e3472e,3,user,python,2,0,1,1,0,25
0d0f50d3db7bb1d0b038af6551e3472e,4,user,python,3,0,1,1,0,28
0d12bd7dab8c4816199043ea2c0e945b,1,user,python,3,0,0,2,0,18
0d12bd7dab8c4816199043ea2c0e945b,2,user,python,2,0,0,1,0,5
0d1476849e19bc58d0d82c034ba8d769,1,user,python,2,1,0,1,0,19
0d1476849e19bc58d0d82c034ba8d769,2,user,python,3,2,0,1,0,50
0d1476849e19bc58d0d82c034ba8d769,3,user,python,1,0,0,1,0,2
0d3dc617ac87dd480458c77328e94570,1,user,python,3,0,0,1,0,30
0d3dc617ac87dd480458c77328e94570,2,user,python,4,0,2,2,0,35
0d3dc617ac87dd480458c77328e94570,3,user,python,3,0,0,2,0,26
0d3dc617ac87dd480458c77328e94570,4,user,python,4,0,1,2,0,38
0d45e4e954a2acc4529d256a5752a591,1,user,python,1,0,0,1,0,10
0d45e4e954a2acc4529d256a5752a591,2,user,python,1,0,0,1,0,7
0d45e4e954a2acc4529d256a5752a591,3,user,python,1,0,0,1,0,9
0d45e4e954a2acc4529d256a5752a591,4,user,python,1,0,0,1,0,7
0d45e4e954a2acc4529d256a5752a591,5,user,python,1,0,0,1,0,8
0d45e4e954a2acc4529d256a5752a591,6,user,python,1,0,0,1,0,10
0d45e4e954a2acc4529d256a5752a591,7,user,python,0,0,0,0,0,13
0d4a251a3172d399951a2f9568548058,1,user,python,4,0,5,2,0,115
0d4fdb965527900d8d7b19924fae8206,1,user,python,3,0,3,1,0,23
0d4fdb965527900d8d7b19924fae8206,2,user,python,1,0,0,0,0,16
0d4fdb965527900d8d7b19924fae8206,3,user,python,1,0,0,0,0,16
0d51a68942fce86bb49c3644ef847c6f,1,user,python,4,1,1,2,0,14
0d51a68942fce86bb49c3644ef847c6f,2,user,python,4,1,0,1,0,7
0d522f9934bfb7c879fa0abb9f016ba8,1,user,python,2,0,1,0,0,6
0d522f9934bfb7c879fa0abb9f016ba8,2,user,python,2,0,1,1,0,24
0d522f9934bfb7c879fa0abb9f016ba8,3,user,python,2,0,2,1,0,15
0d522f9934bfb7c879fa0abb9f016ba8,4,user,python,2,0,1,1,0,24
0d522f9934bfb7c879fa0abb9f016ba8,5,user,python,2,0,0,1,0,27
0d522f9934bfb7c879fa0abb9f016ba8,6,user,python,2,0,0,1,0,24
0d522f9934bfb7c879fa0abb9f016ba8,7,user,python,0,0,0,0,0,26
0d522f9934bfb7c879fa0abb9f016ba8,8,user,python,0,0,0,0,0,22
0d576b85c22b8b944b192bce66011644,1,user,python,1,0,1,1,0,2
0d576b85c22b8b944b192bce66011644,2,user,python,1,0,0,1,0,10
0d701a267fc2880effcf1582b6308db2,1,user,python,3,0,0,1,0,14
0d701a267fc2880effcf1582b6308db2,2,user,python,3,0,0,1,0,22
0d73f53c1bd1a09436793474ed100161,1,user,python,1,0,0,0,0,3
0d73f53c1bd1a09436793474ed100161,2,user,python,1,0,0,0,0,2
0d73f53c1bd1a09436793474ed100161,3,user,python,1,0,0,0,0,3
0d73f53c1bd1a09436793474ed100161,4,user,python,1,0,0,0,0,4
0d73f53c1bd1a09436793474ed100161,5,user,python,1,0,0,0,0,3
0d73f53c1bd1a09436793474ed100161,6,user,python,1,0,1,0,0,2
0d78381ef82a3e06bb14b6cd7dbdc0a8,1,user,python,2,0,1,1,0,8
0d78381ef82a3e06bb14b6cd7dbdc0a8,2,user,python,1,0,0,1,0,12
0d7ccb6bac5bae1006e73ca11f2f3e4f,1,user,python,2,0,3,0,0,28
0d7ccb6bac5bae1006e73ca11f2f3e4f,2,user,python,2,0,2,0,0,34
0d7ccb6bac5bae1006e73ca11f2f3e4f,3,user,python,2,0,2,0,0,34
0d7ccb6bac5bae1006e73ca11f2f3e4f,4,user,python,2,1,2,0,0,38
0d83f41f258c451489537fffe03b8377,1,user,python,4,0,3,2,0,127
0d83f41f258c451489537fffe03b8377,2,user,python,4,0,3,2,0,135
0d83f41f258c451489537fffe03b8377,3,user,python,4,0,3,2,0,127
0d894a6c323391eed16fb4f5bdf66f66,1,user,python,2,0,0,1,0,11
0d894a6c323391eed16fb4f5bdf66f66,2,user,python,3,0,0,1,0,19
0d894a6c323391eed16fb4f5bdf66f66,3,user,python,3,0,0,1,0,17
0d8d1b731f0a7197eb546efbf5c78b39,1,user,python,1,0,0,1,0,3
0d8d1b731f0a7197eb546efbf5c78b39,2,user,python,3,0,0,1,0,44
0d8d1b731f0a7197eb546efbf5c78b39,3,user,python,1,0,0,1,0,6
0d8d1b731f0a7197eb546efbf5c78b39,4,user,python,3,0,0,1,0,48
0d8d1b731f0a7197eb546efbf5c78b39,5,user,python,1,0,0,1,0,10
0d93fe532a9929c00c7595e8d5adbfbd,1,user,python,2,0,1,0,0,16
0d93fe532a9929c00c7595e8d5adbfbd,2,user,python,2,0,1,0,0,14
0d93fe532a9929c00c7595e8d5adbfbd,3,user,python,2,0,1,1,0,22
0d93fe532a9929c00c7595e8d5adbfbd,4,user,python,1,0,1,0,0,18
0d9c2357160991e2153bfdbfa031f140,1,user,python,1,0,0,0,0,6
0d9c2357160991e2153bfdbfa031f140,2,user,python,1,1,0,0,0,7
0d9c2357160991e2153bfdbfa031f140,3,user,python,3,0,0,0,0,8
0d9c2357160991e2153bfdbfa031f140,4,user,python,1,0,0,0,0,6
0d9c2357160991e2153bfdbfa031f140,5,user,python,1,0,0,0,0,6
0d9c2357160991e2153bfdbfa031f140,6,user,python,1,0,0,0,0,4
0dae0cc83a35fd99d7797bed42de735b,1,user,python,1,0,0,1,0,6
0dae0cc83a35fd99d7797bed42de735b,2,user,python,2,1,0,1,0,14
0dae0cc83a35fd99d7797bed42de735b,3,user,python,1,0,0,1,0,8
0dae0cc83a35fd99d7797bed42de735b,4,user,python,1,0,0,1,0,10
0dae0cc83a35fd99d7797bed42de735b,5,user,python,1,0,0,1,0,7
0dae0cc83a35fd99d7797bed42de735b,6,user,python,1,0,0,1,0,9
0dae0cc83a35fd99d7797bed42de735b,7,user,python,0,0,0,0,0,5
0dae0cc83a35fd99d7797bed42de735b,8,user,python,0,0,0,0,0,11
0db17a0b97fe9717f4ff6f5cf10f323e,1,user,python,1,0,0,2,0,4
0db17a0b97fe9717f4ff6f5cf10f323e,2,user,python,1,0,0,2,0,7
0db17a0b97fe9717f4ff6f5cf10f323e,3,user,python,1,0,0,2,0,7
0dcb8e33bb6005932b27a75a2433ace2,1,user,python,1,0,0,0,0,13
0dcb8e33bb6005932b27a75a2433ace2,2,user,python,1,0,0,0,0,10
0dcb8e33bb6005932b27a75a2433ace2,3,user,python,2,0,0,0,0,32
0dcb8e33bb6005932b27a75a2433ace2,4,user,python,2,0,0,0,0,31
0dcb8e33bb6005932b27a75a2433ace2,5,user,python,1,0,0,0,0,23
0dcd944f922d1c55a798fdafa0d664f1,1,user,python,1,0,0,0,0,5
0dcd944f922d1c55a798fdafa0d664f1,2,user,python,1,0,0,0,0,9
0dd6fabd1ee817ad61ba1993ff872da9,1,user,python,3,0,0,1,0,38
0dd6fabd1ee817ad61ba1993ff872da9,2,user,python,4,0,0,1,0,38
0dd6fabd1ee817ad61ba1993ff872da9,3,user,python,4,0,0,1,0,38
0dde546deb5ff429fd9224f1668d7382,1,user,python,6,1,0,1,0,65
0dde546deb5ff429fd9224f1668d7382,2,user,python,5,1,0,1,0,29
0de196b9d22080f99f210881af8f5044,1,user,python,1,0,0,1,0,2
0de196b9d22080f99f210881af8f5044,2,user,python,2,0,0,0,0,10
0decb2ec97c9826f0f83354d4147fae6,1,user,python,2,1,3,1,0,45
0decb2ec97c9826f0f83354d4147fae6,2,user,python,3,0,2,2,0,49
0ded324100ac9e123216dbd8a0f8216c,1,user,python,2,0,2,1,0,39
0ded324100ac9e123216dbd8a0f8216c,2,user,python,3,1,2,1,0,58
0ded324100ac9e123216dbd8a0f8216c,3,user,python,3,1,4,1,0,55
0ded324100ac9e123216dbd8a0f8216c,4,user,python,4,2,2,1,0,71
0ded324100ac9e123216dbd8a0f8216c,5,user,python,2,2,2,1,0,64
0deed6ae13aa4b50ab73ae4962107d0f,1,user,python,1,0,0,0,0,10
0df236c74d3a75ac93a5c77b0d264ae9,1,user,python,5,0,3,3,0,27
0df236c74d3a75ac93a5c77b0d264ae9,2,user,python,5,1,2,2,0,40
0e0a8c347732ddf032bb0b63ce1e66be,1,user,python,2,1,1,2,0,45
0e0a8c347732ddf032bb0b63ce1e66be,2,user,python,1,0,1,1,0,4
0e0a8c347732ddf032bb0b63ce1e66be,3,user,python,0,0,0,1,0,65
0e0cb2c56d05f9ac71eea9f0afe7788b,1,user,python,2,0,2,1,0,28
0e0cb2c56d05f9ac71eea9f0afe7788b,2,user,python,3,0,2,1,0,32
0e0cb2c56d05f9ac71eea9f0afe7788b,3,user,python,1,0,0,1,0,3
0e0cb2c56d05f9ac71eea9f0afe7788b,4,user,python,1,0,0,1,0,3
0e0cb2c56d05f9ac71eea9f0afe7788b,5,user,python,3,0,3,1,0,31
0e0cb2c56d05f9ac71eea9f0afe7788b,6,user,python,3,0,2,1,0,35
0e265c2b6c387b5b9cee9db31f21c0bd,1,user,python,1,0,0,1,0,11
0e29298079fd771eebdcf7e7f79c24b7,1,user,python,2,0,0,1,0,15
0e29298079fd771eebdcf7e7f79c24b7,2,user,python,3,0,1,1,0,19
0e2efb82ad6055789f6b7b70e783d1aa,1,user,python,2,0,0,0,0,12
0e2efb82ad6055789f6b7b70e783d1aa,2,user,python,2,0,0,0,0,8
0e2efb82ad6055789f6b7b70e783d1aa,3,user,python,2,0,0,0,0,8
0e2efb82ad6055789f6b7b70e783d1aa,4,user,python,2,0,0,0,0,8
0e39780595ab414252fe13c66faed893,1,user,python,0,0,0,1,0,57
0e39780595ab414252fe13c66faed893,2,user,python,5,1,2,1,0,70
0e3e3cac14da458f405f406478d4b39b,1,user,python,2,0,3,2,0,31
0e3e3cac14da458f405f406478d4b39b,2,user,python,4,0,1,2,0,34
0e3e3cac14da458f405f406478d4b39b,3,user,python,4,0,2,2,0,38
0e3e3cac14da458f405f406478d4b39b,4,user,python,4,0,0,0,0,15
0e3e3cac14da458f405f406478d4b39b,5,user,python,3,0,0,2,0,31
0e3e3cac14da458f405f406478d4b39b,6,user,python,3,0,2,2,0,35
0e3e3cac14da458f405f406478d4b39b,7,user,python,0,0,0,0,0,22
0e419075831d74c5105ff6f5fcfaf99f,1,user,python,2,0,0,1,0,21
0e419075831d74c5105ff6f5fcfaf99f,2,user,python,2,0,0,1,0,18
0e51207fcd17de037a2e46054be89f72,1,user,python,4,0,1,2,0,61
0e51207fcd17de037a2e46054be89f72,2,user,python,5,0,1,2,0,70
0e51207fcd17de037a2e46054be89f72,3,user,python,4,0,1,1,0,65
0e5177c8a534911a3e28b52c01032975,1,user,python,1,0,0,1,0,10
0e5177c8a534911a3e28b52c01032975,2,user,python,1,0,0,1,0,14
0e566809391715c8f9737fcf62ccfb87,1,user,python,3,1,1,0,0,32
0e566809391715c8f9737fcf62ccfb87,2,user,python,3,1,2,0,0,27
0e566809391715c8f9737fcf62ccfb87,3,user,python,4,1,2,1,0,27
0e566809391715c8f9737fcf62ccfb87,4,user,python,4,1,2,0,0,28
0e566809391715c8f9737fcf62ccfb87,5,user,python,5,0,2,0,0,34
0e566809391715c8f9737fcf62ccfb87,6,user,python,5,1,2,0,0,32
0e566809391715c8f9737fcf62ccfb87,7,user,python,0,0,0,0,0,29
0e566809391715c8f9737fcf62ccfb87,8,user,python,0,0,0,0,0,39
0e566809391715c8f9737fcf62ccfb87,9,user,python,0,0,0,0,0,39
0e63283f08e48536400d07e895651b50,1,user,python,1,0,0,0,0,2
0e63283f08e48536400d07e895651b50,2,user,python,1,0,0,0,0,10
0e63bf4372063bfced0ac3b289a74cef,1,user,python,4,3,0,0,0,18
0e63bf4372063bfced0ac3b289a74cef,2,user,python,5,3,0,1,0,22
0e6cf6c83232714b621e53653c1de47e,1,user,python,1,0,1,0,0,27
0e6cf6c83232714b621e53653c1de47e,2,user,python,2,0,1,1,0,40
0e6d74ec89b085aed1eee6aab5459c47,1,user,python,1,0,0,0,0,17
0e6d74ec89b085aed1eee6aab5459c47,2,user,python,1,0,0,1,0,24
0e6de78c79741c9835d5aad2d167978d,1,user,python,2,0,0,0,0,10
0e6de78c79741c9835d5aad2d167978d,2,user,python,1,0,0,1,0,2
0e6de78c79741c9835d5aad2d167978d,3,user,python,0,0,0,1,0,3
0e6de78c79741c9835d5aad2d167978d,4,user,python,2,0,0,1,0,2
0e6de78c79741c9835d5aad2d167978d,5,user,python,3,2,2,1,0,7
0e6de78c79741c9835d5aad2d167978d,6,user,python,3,3,0,1,0,35
0e6de78c79741c9835d5aad2d167978d,7,user,python,0,0,0,0,0,10
0e7a7ea9a3df92131c932bf7efe739e4,1,user,python,4,1,4,1,0,179
0e7a7ea9a3df92131c932bf7efe739e4,2,user,python,4,1,4,1,0,187
0e7c9d767e997d5aa6fb1fd2b6648edf,1,user,python,1,0,0,0,0,3
0e7c9d767e997d5aa6fb1fd2b6648edf,2,user,python,1,0,0,0,0,4
0e7f5b8756ea94b8a3c415e8e92f6b96,1,user,python,2,0,0,1,0,10
0e7f5b8756ea94b8a3c415e8e92f6b96,2,user,python,2,0,0,1,0,11
0e7f5b8756ea94b8a3c415e8e92f6b96,3,user,python,2,0,0,1,0,12
0e8f6976be769745b6aed477c03a2d98,1,user,python,1,0,0,1,0,4
0e91417528fbf170e9d50b302556c11d,1,user,python,3,0,0,1,0,25
0e91417528fbf170e9d50b302556c11d,2,user,python,2,0,0,1,0,38
0e91417528fbf170e9d50b302556c11d,3,user,python,2,1,0,1,0,28
0e91417528fbf170e9d50b302556c11d,4,user,python,2,1,0,1,0,28
0e9829819efc32d3197cac913f59c760,1,user,python,2,0,1,0,0,13
0e9829819efc32d3197cac913f59c760,2,user,python,0,0,0,1,0,22
0e9829819efc32d3197cac913f59c760,3,user,python,2,0,1,1,0,29
0e9829819efc32d3197cac913f59c760,4,user,python,0,0,0,1,0,21
0e9ce104d51779f8cf32970edd4a8e2f,1,user,python,3,0,2,1,0,49
0e9ce104d51779f8cf32970edd4a8e2f,2,user,python,3,0,2,1,0,49
0ebb7204030f0cf28afd507518bcb781,1,user,python,3,0,0,2,0,23
0ebb7204030f0cf28afd507518bcb781,2,user,python,1,0,0,2,0,11
0ebb7204030f0cf28afd507518bcb781,3,user,python,1,0,0,1,0,11
0ebb7204030f0cf28afd507518bcb781,4,user,python,1,0,0,1,0,15
0ebb7204030f0cf28afd507518bcb781,5,user,python,1,0,0,1,0,15
0ec8dd4a2522cf4f5a4dc5e5dcaad569,1,user,python,3,0,3,1,0,98
0ec8dd4a2522cf4f5a4dc5e5dcaad569,2,user,python,3,0,3,1,0,98
0ecb6d80c381493175589e695d746837,1,user,python,2,0,0,1,0,11
0ecb6d80c381493175589e695d746837,2,user,python,2,0,0,1,0,13
0ece3a469c1f34d7f46df1d1faf65e10,1,user,python,3,0,0,0,0,13
0ece3a469c1f34d7f46df1d1faf65e10,2,user,python,3,0,0,0,0,24
0ece3a469c1f34d7f46df1d1faf65e10,3,user,python,3,0,0,0,0,24
0ece3a469c1f34d7f46df1d1faf65e10,4,user,python,3,0,0,0,0,24
0ececf3e0ad7bb4d7af5602478911c63,1,user,python,2,0,0,1,0,26
0ee038a2f9e6859cb7233764e6a2984c,1,user,python,1,0,1,1,0,2
0ee038a2f9e6859cb7233764e6a2984c,2,user,python,1,0,1,1,0,2
0ee038a2f9e6859cb7233764e6a2984c,3,user,python,1,0,1,1,0,2
