conversation_id,turn_number,role,language,critical_issues_count,high_issues_count,medium_issues_count,low_issues_count,very_minor_issues_count
14f8ee4888c9c788856ec604221667b5,1,assistant,java,0,0,2,0,0
14f8ee4888c9c788856ec604221667b5,2,assistant,java,0,0,3,0,0
14f8ee4888c9c788856ec604221667b5,3,assistant,java,1,0,5,0,0
80c4756a11c8bc711315b35ef0308138,1,assistant,java,0,0,4,0,0
80c4756a11c8bc711315b35ef0308138,2,assistant,java,0,0,5,1,0
80c4756a11c8bc711315b35ef0308138,3,assistant,java,0,0,7,1,0
80c4756a11c8bc711315b35ef0308138,4,assistant,java,0,0,4,0,0
80c4756a11c8bc711315b35ef0308138,5,assistant,java,0,0,3,0,0
80c4756a11c8bc711315b35ef0308138,6,assistant,java,0,0,4,0,0
bfa8593e7e8a10adb9b907c11b4a6dee,1,assistant,java,0,0,3,0,0
6cbaab48c792366487f694f1aa329b0a,1,assistant,java,0,1,5,0,0
6cbaab48c792366487f694f1aa329b0a,2,assistant,java,0,1,4,0,0
c4afdb9d765f6d474e37d3c4602e9d29,1,assistant,java,0,0,4,1,0
050dc7c9eb68362bad75e2be0aa60e7b,1,assistant,java,0,0,4,0,0
036e9cdd6d99b250ca1908bc3d5a5c6b,2,assistant,java,0,0,3,0,0
036e9cdd6d99b250ca1908bc3d5a5c6b,3,assistant,java,0,0,4,0,0
036e9cdd6d99b250ca1908bc3d5a5c6b,4,assistant,java,0,0,4,0,0
036e9cdd6d99b250ca1908bc3d5a5c6b,5,assistant,java,0,0,4,0,0
036e9cdd6d99b250ca1908bc3d5a5c6b,6,assistant,java,0,0,2,0,0
130942937c7e4370b1ad4aabf6f51f3b,1,assistant,java,0,0,7,1,0
b27bbfa59fd40ec51cad463aaeba281b,1,assistant,java,0,0,4,0,0
2d9dee65b12fa2bfff9f3f0278fbb7f7,1,assistant,java,0,1,4,0,0
2d9dee65b12fa2bfff9f3f0278fbb7f7,2,assistant,java,0,0,4,0,0
a29b8a77f99e8fe1973b2969e227357b,1,assistant,java,0,0,3,0,0
1962a52ad68583e26a20e1d8467902bf,1,assistant,java,0,1,4,0,0
db0c5b17dde25f51b81f352d847c8aab,4,assistant,java,0,0,2,0,0
4402bdae1cb8723f9000c2d0cba34745,1,assistant,java,0,1,5,1,0
0322511a1c87358ff50058a4875d6847,3,assistant,java,0,0,6,0,0
0322511a1c87358ff50058a4875d6847,4,assistant,java,0,0,4,0,0
de6d281ae13a2130c66932ff70eaffc8,1,assistant,java,2,0,4,0,0
3e6154e505f871c4ba74d132e0ac5aef,1,assistant,java,0,0,3,0,0
3e6154e505f871c4ba74d132e0ac5aef,2,assistant,java,0,0,3,0,0
0e2587732994c9a63d533c04814e4fff,1,assistant,java,0,0,2,0,0
0e2587732994c9a63d533c04814e4fff,3,assistant,java,1,0,4,0,0
0e2587732994c9a63d533c04814e4fff,4,assistant,java,0,0,3,0,0
3412ed75d60666dfd702836a62e7e437,1,assistant,java,1,0,4,0,0
4a5b82babb82b5fe3f8a966f852eeaca,1,assistant,java,1,0,4,0,0
a4a82469746c783fe8529ec49acdbf84,1,assistant,java,0,0,2,0,0
a4a82469746c783fe8529ec49acdbf84,2,assistant,java,1,0,4,0,0
a4a82469746c783fe8529ec49acdbf84,3,assistant,java,0,0,2,0,0
a4a82469746c783fe8529ec49acdbf84,4,assistant,java,0,0,2,0,0
a4a82469746c783fe8529ec49acdbf84,5,assistant,java,0,0,2,0,0
70e0957358d1a8593a9a88880ecf476e,1,assistant,java,0,0,14,0,0
70e0957358d1a8593a9a88880ecf476e,2,assistant,java,0,0,2,0,0
70e0957358d1a8593a9a88880ecf476e,3,assistant,java,0,0,2,0,0
70e0957358d1a8593a9a88880ecf476e,4,assistant,java,1,0,4,0,0
70e0957358d1a8593a9a88880ecf476e,5,assistant,java,0,0,3,0,0
70e0957358d1a8593a9a88880ecf476e,6,assistant,java,0,0,3,0,0
f61c66542164195490eb4381f3a181b5,2,assistant,java,0,0,4,0,0
f61c66542164195490eb4381f3a181b5,3,assistant,java,0,0,4,0,0
f61c66542164195490eb4381f3a181b5,4,assistant,java,0,0,4,0,0
f61c66542164195490eb4381f3a181b5,5,assistant,java,1,0,4,0,0
f61c66542164195490eb4381f3a181b5,6,assistant,java,1,0,4,0,0
cde6ccd5e237acbc0af53619d5a1af4f,1,assistant,java,0,0,3,1,0
cde6ccd5e237acbc0af53619d5a1af4f,2,assistant,java,0,0,3,0,0
cde6ccd5e237acbc0af53619d5a1af4f,3,assistant,java,0,0,3,0,0
cde6ccd5e237acbc0af53619d5a1af4f,4,assistant,java,0,0,3,0,0
cde6ccd5e237acbc0af53619d5a1af4f,5,assistant,java,0,0,3,0,0
42ce11c479353585c9737594f6665e6a,1,assistant,java,0,0,4,0,0
42ce11c479353585c9737594f6665e6a,2,assistant,java,0,0,5,0,0
42ce11c479353585c9737594f6665e6a,3,assistant,java,0,0,5,0,0
42ce11c479353585c9737594f6665e6a,4,assistant,java,0,0,5,0,0
42ce11c479353585c9737594f6665e6a,6,assistant,java,0,0,5,0,0
367b89b3a41a059aab12f81abc6b520a,1,assistant,java,0,0,4,0,0
3c3068bbdeba854aa7251beb5f83b6e1,1,assistant,java,0,2,7,0,0
3c3068bbdeba854aa7251beb5f83b6e1,2,assistant,java,1,2,6,0,0
d7ea114d1eae9d4b1e1e56edbd4ae004,1,assistant,java,0,1,3,0,0
d7ea114d1eae9d4b1e1e56edbd4ae004,2,assistant,java,0,1,3,0,0
3814f2c28827444c8c6f96201bd6d0b4,1,assistant,java,0,1,14,0,0
3814f2c28827444c8c6f96201bd6d0b4,2,assistant,java,0,1,15,0,0
6955e2182f506e513851281855b1e464,1,assistant,java,0,0,2,0,0
6955e2182f506e513851281855b1e464,2,assistant,java,0,0,2,0,0
29aeb186918e752e1da25a172a8a7fc3,3,assistant,java,0,0,11,1,0
29aeb186918e752e1da25a172a8a7fc3,4,assistant,java,0,0,8,1,0
030338349295b8413a9272c8e1277159,1,assistant,java,0,1,3,0,0
030338349295b8413a9272c8e1277159,2,assistant,java,0,1,3,0,0
9c69ebb653680ffc90c2ca9e1a3a9ed4,1,assistant,java,0,1,4,0,0
ecb8bbd52f6323c12e17b38853ac15ea,1,assistant,java,0,0,8,0,0
33d5c35929ce0e804d29a7ce7c440364,1,assistant,java,0,1,7,1,0
33d5c35929ce0e804d29a7ce7c440364,2,assistant,java,0,1,11,1,0
33d5c35929ce0e804d29a7ce7c440364,3,assistant,java,0,1,9,1,0
a49f69db3b1ffeab0887f2e485b0e9f7,1,assistant,java,0,0,3,0,0
a49f69db3b1ffeab0887f2e485b0e9f7,2,assistant,java,0,0,4,0,0
beb0740d4d07878c872b164285d6bf94,1,assistant,java,0,0,5,0,0
beb0740d4d07878c872b164285d6bf94,2,assistant,java,0,0,5,0,0
beb0740d4d07878c872b164285d6bf94,3,assistant,java,0,0,5,0,0
9f2ecc177902741812abba9665c45916,1,assistant,java,0,1,10,0,0
9f2ecc177902741812abba9665c45916,2,assistant,java,0,1,10,0,0
9f2ecc177902741812abba9665c45916,3,assistant,java,0,1,10,0,0
9f2ecc177902741812abba9665c45916,4,assistant,java,0,1,10,0,0
9f2ecc177902741812abba9665c45916,5,assistant,java,0,1,10,0,0
2d0084df365f91adf9b8c2b7e8989095,1,assistant,java,0,0,4,0,0
2d0084df365f91adf9b8c2b7e8989095,2,assistant,java,0,1,7,0,0
4b0f4789ce0d43b6266458f315b014dd,1,assistant,java,0,0,5,0,0
4b0f4789ce0d43b6266458f315b014dd,2,assistant,java,0,0,4,0,0
4b0f4789ce0d43b6266458f315b014dd,5,assistant,java,0,0,7,0,0
1e69f4eb482d69799f67df96136ebd58,1,assistant,java,0,0,3,0,0
1e69f4eb482d69799f67df96136ebd58,2,assistant,java,0,0,2,0,0
aeef68159306ca843aeaf53ef52a3d63,1,assistant,java,0,0,8,0,0
aeef68159306ca843aeaf53ef52a3d63,6,assistant,java,0,1,3,0,0
97f4066690f332e65c0c59081ce34a65,1,assistant,java,0,0,4,0,0
97f4066690f332e65c0c59081ce34a65,2,assistant,java,0,0,7,0,0
f2f7cfd202cdd3a48ffe4632eae48afc,1,assistant,java,2,0,9,1,0
f554f72216b502b3765e9f66d1dd5326,1,assistant,java,0,0,6,0,0
f554f72216b502b3765e9f66d1dd5326,2,assistant,java,0,0,6,0,0
f554f72216b502b3765e9f66d1dd5326,3,assistant,java,0,0,3,0,0
f554f72216b502b3765e9f66d1dd5326,4,assistant,java,0,0,5,0,0
774b7d5b5363f8035867a4f1ac71fa43,1,assistant,java,0,1,8,0,0
774b7d5b5363f8035867a4f1ac71fa43,2,assistant,java,0,1,15,0,0
774b7d5b5363f8035867a4f1ac71fa43,3,assistant,java,0,1,15,0,0
aedf829de5c5d441d2b52e8ba6688435,1,assistant,java,0,1,14,1,0
aedf829de5c5d441d2b52e8ba6688435,2,assistant,java,0,1,5,0,0
9f58897c0b504666d3f260fab8eabcae,1,assistant,java,1,1,10,1,0
90034dc1923416504507974de07b611b,1,assistant,java,0,0,3,0,0
90034dc1923416504507974de07b611b,2,assistant,java,0,1,7,0,0
90034dc1923416504507974de07b611b,3,assistant,java,0,0,7,1,0
90034dc1923416504507974de07b611b,4,assistant,java,0,0,3,0,0
90034dc1923416504507974de07b611b,6,assistant,java,0,0,5,0,0
8adf0deeaedbfca3d49e6d64027371b9,1,assistant,java,0,0,4,0,0
d6b185ad14bf0776c60e3626ce4f641c,1,assistant,java,0,1,4,1,0
d6b185ad14bf0776c60e3626ce4f641c,2,assistant,java,0,1,3,1,0
d6b185ad14bf0776c60e3626ce4f641c,3,assistant,java,0,1,4,1,0
cf3dae8bcf1a745954ee558deb37043f,1,assistant,java,0,0,3,1,0
cf3dae8bcf1a745954ee558deb37043f,2,assistant,java,0,0,3,1,0
62004e4b4cc37bbf1b79c1c0cf73c511,1,assistant,java,0,0,3,0,0
62004e4b4cc37bbf1b79c1c0cf73c511,2,assistant,java,0,0,4,0,0
7a65534b5b14fa9102fce70bdc856fdb,1,assistant,java,0,0,3,1,0
f65edda872242e47ed835cf9e8578148,1,assistant,java,0,0,5,0,0
f65edda872242e47ed835cf9e8578148,2,assistant,java,0,0,5,0,0
f65edda872242e47ed835cf9e8578148,3,assistant,java,0,0,5,0,0
f65edda872242e47ed835cf9e8578148,4,assistant,java,0,0,5,0,0
4e3a4793120d34caf746d82b819004b6,1,assistant,java,0,0,3,0,0
4e3a4793120d34caf746d82b819004b6,2,assistant,java,0,0,3,0,0
57814f9ee756162cced1424eb2f67181,1,assistant,java,1,0,7,1,0
57814f9ee756162cced1424eb2f67181,2,assistant,java,1,0,4,0,0
57814f9ee756162cced1424eb2f67181,3,assistant,java,1,0,7,1,0
01eab6a283e55c681bb3b46f4fe3364e,1,assistant,java,0,0,8,0,0
01eab6a283e55c681bb3b46f4fe3364e,2,assistant,java,0,0,7,0,0
098051f6c3cea630d00485af7ecb864c,1,assistant,java,0,0,3,0,0
e591576ffa2d6ea131d431c2857d4d53,1,assistant,java,0,0,7,0,0
e591576ffa2d6ea131d431c2857d4d53,2,assistant,java,0,1,2,0,0
e591576ffa2d6ea131d431c2857d4d53,3,assistant,java,0,0,3,0,0
e591576ffa2d6ea131d431c2857d4d53,4,assistant,java,0,0,3,0,0
f46ba92bbc4b23aa99b1a1977098676b,1,assistant,java,0,1,5,1,0
f46ba92bbc4b23aa99b1a1977098676b,2,assistant,java,0,1,5,0,0
27060f18c4baaf4ff083297c2e074509,1,assistant,java,0,1,7,0,0
27060f18c4baaf4ff083297c2e074509,2,assistant,java,0,0,2,0,0
27060f18c4baaf4ff083297c2e074509,3,assistant,java,0,1,5,0,0
013fc25cb39cc81bfdfe6b8f293a346c,1,assistant,java,1,1,4,0,0
013fc25cb39cc81bfdfe6b8f293a346c,2,assistant,java,1,1,4,0,0
7b749f702933e70f7633fb3d58bf43b0,1,assistant,java,0,0,7,0,0
7b749f702933e70f7633fb3d58bf43b0,2,assistant,java,0,0,7,0,0
e064fbf78c6a00ee1c29eeecfa6590a0,1,assistant,java,0,1,6,1,0
e064fbf78c6a00ee1c29eeecfa6590a0,2,assistant,java,0,1,7,1,0
d59bc48437fbcdb0429c41bcf58ab4b7,1,assistant,java,0,1,7,0,0
d59bc48437fbcdb0429c41bcf58ab4b7,2,assistant,java,0,1,7,1,0
a81ec0142d6dce0f797e2f5d7f5a5e9d,1,assistant,java,0,0,5,0,0
a81ec0142d6dce0f797e2f5d7f5a5e9d,2,assistant,java,0,0,5,0,0
a81ec0142d6dce0f797e2f5d7f5a5e9d,3,assistant,java,0,0,6,0,0
10a1b82752ca064c385bbb8f17ade3bc,1,assistant,java,0,0,3,0,0
10a1b82752ca064c385bbb8f17ade3bc,2,assistant,java,1,0,4,0,0
10a1b82752ca064c385bbb8f17ade3bc,3,assistant,java,0,0,3,0,0
10a1b82752ca064c385bbb8f17ade3bc,4,assistant,java,0,0,3,0,0
10a1b82752ca064c385bbb8f17ade3bc,5,assistant,java,0,0,4,0,0
10a1b82752ca064c385bbb8f17ade3bc,6,assistant,java,0,0,2,1,0
4c7abe893143fd226486c8fc82065fcc,1,assistant,java,0,0,4,1,0
4c7abe893143fd226486c8fc82065fcc,2,assistant,java,0,0,5,0,0
4c7abe893143fd226486c8fc82065fcc,3,assistant,java,0,0,5,0,0
4c7abe893143fd226486c8fc82065fcc,4,assistant,java,0,0,2,0,0
4c7abe893143fd226486c8fc82065fcc,5,assistant,java,0,0,6,0,0
4c7abe893143fd226486c8fc82065fcc,6,assistant,java,0,0,4,0,0
a255942788217edcba95ca846fd12566,1,assistant,java,0,1,12,1,0
a255942788217edcba95ca846fd12566,2,assistant,java,0,1,4,2,0
cbabcba2f499c10cea4cf86a30884a9b,1,assistant,java,0,0,2,0,0
cbabcba2f499c10cea4cf86a30884a9b,2,assistant,java,0,0,2,0,0
cbabcba2f499c10cea4cf86a30884a9b,3,assistant,java,0,0,4,0,0
cbabcba2f499c10cea4cf86a30884a9b,4,assistant,java,0,0,4,0,0
cbabcba2f499c10cea4cf86a30884a9b,5,assistant,java,0,0,3,0,0
6c9c5213870e479581ddb0257e8497d4,1,assistant,java,0,0,6,0,0
66697ed0c18248780d802e923e275b4e,1,assistant,java,0,1,10,0,0
8a038fde088b24079a97feeaf7138ef9,1,assistant,java,0,1,4,1,0
912e37b03d745e58da384e1548bd8cfd,3,assistant,java,0,0,7,0,0
912e37b03d745e58da384e1548bd8cfd,4,assistant,java,0,0,3,0,0
97e2bc567794036a973eeeed83d5c072,1,assistant,java,0,1,5,1,0
97e2bc567794036a973eeeed83d5c072,2,assistant,java,0,1,6,1,0
97e2bc567794036a973eeeed83d5c072,3,assistant,java,0,1,5,1,0
bc15725abe41a950f5d6934537eac3b1,1,assistant,java,0,1,3,0,0
bc15725abe41a950f5d6934537eac3b1,2,assistant,java,0,1,5,0,0
83270697cb85001f78137a37d82baef6,1,assistant,java,0,1,13,1,0
83270697cb85001f78137a37d82baef6,2,assistant,java,0,0,7,1,0
83270697cb85001f78137a37d82baef6,3,assistant,java,0,1,5,0,0
83270697cb85001f78137a37d82baef6,4,assistant,java,0,1,3,0,0
05d08edde770971a19b44cbffc99f86d,1,assistant,java,0,2,19,1,0
05d08edde770971a19b44cbffc99f86d,2,assistant,java,0,2,19,1,0
7757f755cecbe63bdd8967546647d553,1,assistant,java,0,1,5,1,0
7757f755cecbe63bdd8967546647d553,2,assistant,java,0,0,8,0,0
7757f755cecbe63bdd8967546647d553,3,assistant,java,0,0,8,0,0
7757f755cecbe63bdd8967546647d553,4,assistant,java,0,0,7,0,0
e8069513bb65aec084e9e953ccba2df3,1,assistant,java,0,0,2,0,0
e8069513bb65aec084e9e953ccba2df3,2,assistant,java,0,0,4,1,0
48c29a42637669e2c1e0fd379f33bfc3,1,assistant,java,0,1,5,0,0
c7a11b77bd3bd52eedf666a4c6d9143d,1,assistant,java,0,0,5,1,0
c7a11b77bd3bd52eedf666a4c6d9143d,2,assistant,java,0,0,4,0,0
c7a11b77bd3bd52eedf666a4c6d9143d,3,assistant,java,0,0,5,1,0
c7a11b77bd3bd52eedf666a4c6d9143d,4,assistant,java,0,0,4,0,0
e9c933853cdd4f42dac3eb544dc21587,1,assistant,java,0,1,7,0,0
e9c933853cdd4f42dac3eb544dc21587,2,assistant,java,0,1,4,0,0
fe84fa4c3d27dbb6bdedbca22b2fec12,1,assistant,java,0,1,4,0,0
fe84fa4c3d27dbb6bdedbca22b2fec12,2,assistant,java,0,1,5,0,0
fe84fa4c3d27dbb6bdedbca22b2fec12,3,assistant,java,0,0,10,1,0
34c1c5c212d72257eecf568abf4a1502,1,assistant,java,0,1,4,1,0
34c1c5c212d72257eecf568abf4a1502,2,assistant,java,0,1,4,1,0
5f60754cadf3152c04212d180fbb5158,1,assistant,java,0,1,2,0,0
9d63abddbde48246625a03e818f1f3e1,1,assistant,java,0,1,4,0,0
9d63abddbde48246625a03e818f1f3e1,2,assistant,java,0,1,5,0,0
9d63abddbde48246625a03e818f1f3e1,3,assistant,java,0,1,5,0,0
9d63abddbde48246625a03e818f1f3e1,4,assistant,java,0,1,8,2,0
22b312021919ba30287a704397ac59c7,1,assistant,java,0,1,8,1,0
22b312021919ba30287a704397ac59c7,2,assistant,java,0,1,8,1,0
48232d5675b7c1a9b20a7f2c02e3ce9b,1,assistant,java,0,0,5,0,0
48232d5675b7c1a9b20a7f2c02e3ce9b,2,assistant,java,0,0,4,0,0
0d22d7a849fdc87fdccaca6bd3c8b62d,1,assistant,java,0,0,2,0,0
2fcdb9ba80261bbba086f9562067ff93,1,assistant,java,0,0,4,0,0
2fcdb9ba80261bbba086f9562067ff93,2,assistant,java,1,0,4,0,0
2fcdb9ba80261bbba086f9562067ff93,3,assistant,java,1,0,4,0,0
2fcdb9ba80261bbba086f9562067ff93,4,assistant,java,1,0,4,0,0
2fcdb9ba80261bbba086f9562067ff93,5,assistant,java,1,0,4,0,0
24b3d22bca3755a5f3e5e7fa3b6f8492,2,assistant,java,0,0,4,0,0
21cece1b12de8fc3fa8e510a47016211,1,assistant,java,0,0,7,0,0
21cece1b12de8fc3fa8e510a47016211,2,assistant,java,0,0,5,0,0
21cece1b12de8fc3fa8e510a47016211,3,assistant,java,0,0,7,0,0
21cece1b12de8fc3fa8e510a47016211,4,assistant,java,0,0,6,0,0
5109550769cc457a51388ef7647349c3,1,assistant,java,0,0,11,0,0
1a461f0114abd90f0de9d1965a2ed99e,1,assistant,java,0,1,7,0,0
1a461f0114abd90f0de9d1965a2ed99e,2,assistant,java,0,1,8,0,0
7253e706cb0423e9df56f47cec92b747,1,assistant,java,0,0,3,0,0
7253e706cb0423e9df56f47cec92b747,2,assistant,java,0,0,4,0,0
4d5742f3957e561cf976e59a15496819,1,assistant,java,0,0,5,0,0
4d5742f3957e561cf976e59a15496819,2,assistant,java,0,0,5,0,0
93963db0706c22d9b6e6c01155cbae6c,1,assistant,java,0,0,6,0,0
93963db0706c22d9b6e6c01155cbae6c,2,assistant,java,0,0,8,0,0
dacf63566b547deaa3f2bfebc1b5a1b8,1,assistant,java,0,0,4,0,0
dacf63566b547deaa3f2bfebc1b5a1b8,2,assistant,java,0,0,4,0,0
c86501bbb3f426e40e74fe2d3575f672,1,assistant,java,0,0,5,0,0
c86501bbb3f426e40e74fe2d3575f672,2,assistant,java,0,0,5,0,0
c86501bbb3f426e40e74fe2d3575f672,3,assistant,java,0,1,4,0,0
017cc5a2e81bfb9952047bc6d75ff408,1,assistant,java,0,0,4,0,0
017cc5a2e81bfb9952047bc6d75ff408,2,assistant,java,0,0,2,0,0
552d31fea959997bad24979064ab0975,1,assistant,java,0,1,6,1,0
552d31fea959997bad24979064ab0975,2,assistant,java,0,1,6,1,0
552d31fea959997bad24979064ab0975,3,assistant,java,0,1,7,1,0
88809cddae6aaf53caa5c28a77923b01,1,assistant,java,0,0,7,0,0
88809cddae6aaf53caa5c28a77923b01,2,assistant,java,0,0,10,0,0
96d1996d39c3398dae47cebeb9020806,1,assistant,java,0,0,6,0,0
96d1996d39c3398dae47cebeb9020806,2,assistant,java,0,0,3,0,0
7dac25e182a45c7f5f4e28311ad6b9be,3,assistant,java,0,0,5,0,0
a70b6f578c58ee2d925dc9c9b5b427fb,1,assistant,java,0,0,3,0,0
a70b6f578c58ee2d925dc9c9b5b427fb,2,assistant,java,0,0,3,0,0
a70b6f578c58ee2d925dc9c9b5b427fb,3,assistant,java,0,0,4,0,0
564485241e49a937d659de574ccb14c8,1,assistant,java,0,0,4,0,0
4b3cfd4adf8ad3bb34b80e5014b1cc13,2,assistant,java,0,0,2,0,0
4b3cfd4adf8ad3bb34b80e5014b1cc13,3,assistant,java,0,0,2,0,0
1508fb98088a8d57583e419c432a780e,1,assistant,java,0,0,4,0,0
1508fb98088a8d57583e419c432a780e,2,assistant,java,0,0,5,0,0
1508fb98088a8d57583e419c432a780e,3,assistant,java,0,0,4,0,0
1508fb98088a8d57583e419c432a780e,4,assistant,java,0,0,5,0,0
1508fb98088a8d57583e419c432a780e,5,assistant,java,0,0,5,0,0
8338a8194a21619695d3a020c079fc8c,1,assistant,java,0,1,3,0,0
8338a8194a21619695d3a020c079fc8c,2,assistant,java,0,0,4,0,0
8338a8194a21619695d3a020c079fc8c,3,assistant,java,0,0,4,0,0
8338a8194a21619695d3a020c079fc8c,4,assistant,java,0,0,4,0,0
8338a8194a21619695d3a020c079fc8c,5,assistant,java,0,0,4,0,0
8338a8194a21619695d3a020c079fc8c,6,assistant,java,0,0,4,0,0
a60434f8d15688ce7e9ef4627d9e34cb,1,assistant,java,0,0,4,0,0
a60434f8d15688ce7e9ef4627d9e34cb,2,assistant,java,0,0,3,0,0
a60434f8d15688ce7e9ef4627d9e34cb,3,assistant,java,0,0,5,0,0
a60434f8d15688ce7e9ef4627d9e34cb,4,assistant,java,0,0,5,0,0
8dedfeecf625c3172e6370579c0ed7a0,1,assistant,java,0,1,6,0,0
8dedfeecf625c3172e6370579c0ed7a0,2,assistant,java,0,1,7,0,0
b413ce9a880bee6e503f07ec71416507,1,assistant,java,0,0,6,0,0
b413ce9a880bee6e503f07ec71416507,2,assistant,java,0,0,2,0,0
c876c8b24771d10fa80fcdbfca5aec76,1,assistant,java,0,0,6,0,0
c876c8b24771d10fa80fcdbfca5aec76,2,assistant,java,0,0,6,0,0
c876c8b24771d10fa80fcdbfca5aec76,3,assistant,java,0,0,6,0,0
c876c8b24771d10fa80fcdbfca5aec76,4,assistant,java,0,0,6,0,0
c876c8b24771d10fa80fcdbfca5aec76,5,assistant,java,0,0,6,0,0
3ec0223791dfb97c86e46cc32cb3702e,1,assistant,java,0,1,5,0,0
3ec0223791dfb97c86e46cc32cb3702e,2,assistant,java,0,1,5,0,0
3ec0223791dfb97c86e46cc32cb3702e,3,assistant,java,0,1,5,0,0
6780a638de34435026c813fa0fbff6d2,1,assistant,java,0,1,9,0,0
6780a638de34435026c813fa0fbff6d2,2,assistant,java,0,1,8,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,1,assistant,java,0,0,3,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,2,assistant,java,0,0,3,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,3,assistant,java,0,0,4,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,4,assistant,java,0,1,4,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,5,assistant,java,0,1,4,0,0
1c005e16a5b4ac0bc319a6dbd12b3fde,6,assistant,java,0,0,4,0,0
8342c7acc24f41b64fb2c38fea968945,1,assistant,java,0,0,4,1,0
5c87e21aa800d308b6b0b47a092227d0,1,assistant,java,0,0,3,0,0
5c87e21aa800d308b6b0b47a092227d0,2,assistant,java,0,0,4,0,0
b7392d11fd4fb15e24e085a10c7757f4,1,assistant,java,1,1,7,0,0
b7392d11fd4fb15e24e085a10c7757f4,2,assistant,java,1,1,11,0,0
4339d519f3e52f58e5f73f0557ed4ed9,1,assistant,java,0,0,7,0,0
4339d519f3e52f58e5f73f0557ed4ed9,2,assistant,java,0,0,6,1,0
4339d519f3e52f58e5f73f0557ed4ed9,3,assistant,java,0,0,5,0,0
28f9772b96f26bfe3dd7fc1f554b2f83,1,assistant,java,0,1,3,0,0
28f9772b96f26bfe3dd7fc1f554b2f83,2,assistant,java,0,1,7,1,0
28f9772b96f26bfe3dd7fc1f554b2f83,3,assistant,java,0,1,7,1,0
0f43ca3c4ed2882ef19da051a7247e5e,2,user,java,0,0,3,0,0
0f43ca3c4ed2882ef19da051a7247e5e,3,assistant,java,0,0,8,0,0
f2e56d9a2731d5e7d6f3deb86fa4cb58,1,assistant,java,0,0,3,0,0
f2e56d9a2731d5e7d6f3deb86fa4cb58,2,assistant,java,0,0,4,0,0
c390ca55cae96ab82fdbc6a1c0874974,1,assistant,java,0,0,3,1,0
c390ca55cae96ab82fdbc6a1c0874974,2,assistant,java,0,0,8,0,0
9e4e45919d35d6b9c9db3870ee9934a4,3,assistant,java,0,0,5,0,0
b8f00fc619efe50b9ae0a896598ec852,1,assistant,java,0,0,3,0,0
b8f00fc619efe50b9ae0a896598ec852,2,assistant,java,0,0,3,0,0
b8f00fc619efe50b9ae0a896598ec852,3,assistant,java,0,0,4,1,0
6a45578f57b6ff01d64c4bb7e65d9af8,1,assistant,java,0,1,8,0,0
6a45578f57b6ff01d64c4bb7e65d9af8,2,assistant,java,0,0,3,0,0
7336df251b416e9b5f52c7c5be160221,1,assistant,java,0,0,6,0,0
7336df251b416e9b5f52c7c5be160221,2,assistant,java,0,0,5,0,0
2375096a4b0981ad02c93835ddf8e6a5,1,assistant,java,0,0,4,0,0
2375096a4b0981ad02c93835ddf8e6a5,2,assistant,java,0,0,4,0,0
2375096a4b0981ad02c93835ddf8e6a5,3,assistant,java,0,0,3,1,0
2375096a4b0981ad02c93835ddf8e6a5,4,assistant,java,0,0,4,0,0
6d6f80334e8120fb369971ee9856d5dc,1,assistant,java,0,2,7,0,0
6d6f80334e8120fb369971ee9856d5dc,2,assistant,java,0,1,3,0,0
06ac3ad39fc850bcfabe99e11829f561,1,assistant,java,1,1,9,0,0
06ac3ad39fc850bcfabe99e11829f561,2,assistant,java,0,1,4,1,0
06ac3ad39fc850bcfabe99e11829f561,3,assistant,java,0,1,6,0,0
06ac3ad39fc850bcfabe99e11829f561,4,assistant,java,0,1,6,1,0
06ac3ad39fc850bcfabe99e11829f561,5,assistant,java,0,1,4,1,0
b0ed81853152cbfa1edd730c4f4dea9d,1,assistant,java,1,1,8,0,0
b0ed81853152cbfa1edd730c4f4dea9d,2,assistant,java,1,1,9,0,0
e169805ce5e0af4628e722b52d28a5a2,1,assistant,java,0,1,5,0,0
627348228eaa84f558c4f9510b75b48d,1,assistant,java,0,0,3,0,0
89151ca7344d2c322de5f99d561d8b00,4,assistant,java,0,0,2,0,0
c213d6295b673654618633274542db76,1,assistant,java,0,0,4,0,0
c213d6295b673654618633274542db76,2,assistant,java,0,0,4,0,0
c213d6295b673654618633274542db76,3,assistant,java,1,0,1,0,0
19d1a55e1fac4875b43d73f902815509,1,assistant,java,0,0,2,0,0
19d1a55e1fac4875b43d73f902815509,2,assistant,java,0,0,3,0,0
19d1a55e1fac4875b43d73f902815509,3,assistant,java,0,0,3,0,0
b7cfdfa72e05f2e865577d1f1f5136d2,1,assistant,java,1,0,9,0,0
9eac875e86872edb0679ee4c9e05abbb,1,assistant,java,0,0,6,0,0
9eac875e86872edb0679ee4c9e05abbb,2,assistant,java,0,0,6,0,0
37d42716bf2394087c7ec8f58fba5216,1,assistant,java,0,0,6,0,0
37d42716bf2394087c7ec8f58fba5216,2,assistant,java,0,0,6,0,0
37d42716bf2394087c7ec8f58fba5216,3,assistant,java,0,0,6,0,0
