conversation_id,turn_number,snippet_number,role,language,score
5dc29d4a0636249583746a334531b256,1,1,assistant,javascript,100
5dc29d4a0636249583746a334531b256,2,1,assistant,javascript,100
61d9b883a030de5d674271cfad4784fd,1,1,assistant,javascript,90
61d9b883a030de5d674271cfad4784fd,2,1,assistant,javascript,90
61d9b883a030de5d674271cfad4784fd,3,1,assistant,javascript,90
61d9b883a030de5d674271cfad4784fd,4,1,assistant,javascript,90
61d9b883a030de5d674271cfad4784fd,5,1,assistant,javascript,90
61d9b883a030de5d674271cfad4784fd,6,1,assistant,javascript,90
3c932c1a7edd2188e9299d5b339c44bc,1,1,assistant,javascript,80
3c932c1a7edd2188e9299d5b339c44bc,2,1,assistant,javascript,30
3c932c1a7edd2188e9299d5b339c44bc,3,1,assistant,javascript,40
6e230ff0a4c2b3890dff01e008e49ab8,1,1,assistant,javascript,30
6e230ff0a4c2b3890dff01e008e49ab8,2,1,assistant,javascript,30
6e230ff0a4c2b3890dff01e008e49ab8,3,1,assistant,javascript,40
6e230ff0a4c2b3890dff01e008e49ab8,4,1,assistant,javascript,20
6e230ff0a4c2b3890dff01e008e49ab8,5,1,assistant,javascript,0
6e230ff0a4c2b3890dff01e008e49ab8,6,1,assistant,javascript,20
d64845eb31aafb49b019c8b3e358c00c,1,1,assistant,javascript,40
d64845eb31aafb49b019c8b3e358c00c,2,1,assistant,javascript,10
d64845eb31aafb49b019c8b3e358c00c,3,1,assistant,javascript,10
d64845eb31aafb49b019c8b3e358c00c,4,1,assistant,javascript,0
d64845eb31aafb49b019c8b3e358c00c,5,1,assistant,javascript,0
d64845eb31aafb49b019c8b3e358c00c,6,1,assistant,javascript,0
58529dad02164c1f14a23e167a148c9f,1,1,assistant,javascript,0
58529dad02164c1f14a23e167a148c9f,2,1,assistant,javascript,0
6af618944e5c2793fa316ee4f7d38cbe,1,1,assistant,javascript,100
6af618944e5c2793fa316ee4f7d38cbe,2,1,assistant,javascript,90
6af618944e5c2793fa316ee4f7d38cbe,3,1,assistant,javascript,90
6af618944e5c2793fa316ee4f7d38cbe,4,1,assistant,javascript,100
6af618944e5c2793fa316ee4f7d38cbe,5,1,assistant,javascript,100
6af618944e5c2793fa316ee4f7d38cbe,6,1,assistant,javascript,100
276f686f6ae8936360be0adcb0ecdfd9,1,1,assistant,javascript,0
276f686f6ae8936360be0adcb0ecdfd9,2,1,assistant,javascript,0
6a33b16abeeefbed5596834687feaaba,1,1,assistant,javascript,0
6a33b16abeeefbed5596834687feaaba,2,1,assistant,javascript,90
26f51d6dc585b4215a502ac48e28eb8d,1,1,assistant,javascript,30
26f51d6dc585b4215a502ac48e28eb8d,2,1,assistant,javascript,80
26f51d6dc585b4215a502ac48e28eb8d,3,1,assistant,javascript,30
fe53012e8705a9ad64c94f52ad034626,1,1,assistant,javascript,0
fe53012e8705a9ad64c94f52ad034626,2,1,assistant,javascript,0
fe53012e8705a9ad64c94f52ad034626,3,1,assistant,javascript,0
08e912689c81712a9b4ed6f9053f3d66,1,1,assistant,javascript,90
08e912689c81712a9b4ed6f9053f3d66,2,1,assistant,javascript,10
58c6c1808d031b4246a7ec0f61ef252d,1,1,assistant,javascript,0
58c6c1808d031b4246a7ec0f61ef252d,2,1,assistant,javascript,0
aa808d294b43d370959f9ebd81dedda5,1,1,assistant,javascript,0
aa808d294b43d370959f9ebd81dedda5,2,1,assistant,javascript,30
aa808d294b43d370959f9ebd81dedda5,3,1,assistant,javascript,30
aa808d294b43d370959f9ebd81dedda5,4,1,assistant,javascript,30
aa808d294b43d370959f9ebd81dedda5,5,1,assistant,javascript,90
aa808d294b43d370959f9ebd81dedda5,6,1,assistant,javascript,100
571e33b65eb1a361d9c4071a55239fb5,1,1,assistant,javascript,80
571e33b65eb1a361d9c4071a55239fb5,2,1,assistant,javascript,90
571e33b65eb1a361d9c4071a55239fb5,3,1,assistant,javascript,70
80148ba02a0d5a60a0b3b9e467074a39,1,1,assistant,javascript,90
80148ba02a0d5a60a0b3b9e467074a39,2,1,assistant,javascript,90
789bd50d552f8c42d594b85aa3f800fc,1,1,assistant,javascript,60
789bd50d552f8c42d594b85aa3f800fc,2,1,assistant,javascript,20
789bd50d552f8c42d594b85aa3f800fc,3,1,assistant,javascript,90
789bd50d552f8c42d594b85aa3f800fc,4,1,assistant,javascript,90
789bd50d552f8c42d594b85aa3f800fc,5,1,assistant,javascript,90
e91e50340ff350734a46af1c83b83c85,1,1,assistant,javascript,100
e91e50340ff350734a46af1c83b83c85,2,1,assistant,javascript,90
e91e50340ff350734a46af1c83b83c85,3,1,assistant,javascript,100
93c9bbd88a444dafcc834f5f6fe43668,1,1,assistant,javascript,80
eeabcc9983af874a4cdbb813bb0a08ab,1,1,assistant,javascript,90
eeabcc9983af874a4cdbb813bb0a08ab,2,1,assistant,javascript,80
084573e2a14df35a2cbe58bb8aa8c55e,1,1,assistant,javascript,80
084573e2a14df35a2cbe58bb8aa8c55e,2,1,assistant,javascript,80
084573e2a14df35a2cbe58bb8aa8c55e,3,1,assistant,javascript,80
084573e2a14df35a2cbe58bb8aa8c55e,4,1,assistant,javascript,90
084573e2a14df35a2cbe58bb8aa8c55e,5,1,assistant,javascript,80
c03e172d61c700fd1ae43e4ce0669385,1,1,assistant,javascript,100
c03e172d61c700fd1ae43e4ce0669385,2,1,assistant,javascript,100
c3a118c4a2ee34f1ae4ead49901f35ba,1,1,assistant,javascript,80
c3a118c4a2ee34f1ae4ead49901f35ba,2,1,assistant,javascript,70
1b17eebe0fb9056907cf7fe7262a6edd,1,1,assistant,javascript,60
1b17eebe0fb9056907cf7fe7262a6edd,2,1,assistant,javascript,70
3abbeac7602b51e0bc6c9f7407a76c30,1,1,assistant,javascript,60
3abbeac7602b51e0bc6c9f7407a76c30,2,1,assistant,javascript,0
2cb3dafb5aad75270706395d201d26d8,1,1,assistant,javascript,80
2cb3dafb5aad75270706395d201d26d8,2,1,assistant,javascript,60
2cb3dafb5aad75270706395d201d26d8,3,1,assistant,javascript,80
2cb3dafb5aad75270706395d201d26d8,4,1,assistant,javascript,80
2cb3dafb5aad75270706395d201d26d8,5,1,assistant,javascript,70
2cb3dafb5aad75270706395d201d26d8,6,1,assistant,javascript,70
6a54eeba95a085b0342ad2abd4763e5d,1,1,assistant,javascript,90
6a54eeba95a085b0342ad2abd4763e5d,2,1,assistant,javascript,70
2fa2d775a083c4f35cf0aeeb3c7015af,1,1,assistant,javascript,0
2fa2d775a083c4f35cf0aeeb3c7015af,2,1,assistant,javascript,0
8dd22452dbaf0e21c131123bdaba8373,1,1,assistant,javascript,100
8dd22452dbaf0e21c131123bdaba8373,2,1,assistant,javascript,90
61c349115965ce969844792b82ad0eac,1,1,assistant,javascript,100
61c349115965ce969844792b82ad0eac,2,1,assistant,javascript,100
65e906ec441847592eb03146eea28ce0,1,1,assistant,javascript,80
683e0342a8eb884ab9a9a852229c458b,1,1,assistant,javascript,100
683e0342a8eb884ab9a9a852229c458b,2,1,assistant,javascript,100
ec9079bb69ce9b9d705fd3408bce8678,1,1,assistant,javascript,80
ec9079bb69ce9b9d705fd3408bce8678,2,1,assistant,javascript,70
ec9079bb69ce9b9d705fd3408bce8678,3,1,assistant,javascript,100
ec9079bb69ce9b9d705fd3408bce8678,4,1,assistant,javascript,100
ec9079bb69ce9b9d705fd3408bce8678,5,1,assistant,javascript,100
ec9079bb69ce9b9d705fd3408bce8678,6,1,assistant,javascript,100
54c89e92e4ccd7a06231bc7a59098577,1,1,assistant,javascript,90
54c89e92e4ccd7a06231bc7a59098577,2,1,assistant,javascript,90
54c89e92e4ccd7a06231bc7a59098577,3,1,assistant,javascript,80
54c89e92e4ccd7a06231bc7a59098577,4,1,assistant,javascript,90
54c89e92e4ccd7a06231bc7a59098577,5,1,assistant,javascript,90
0e9c3e2bd707e9a422271b269206648f,1,1,assistant,javascript,60
0e9c3e2bd707e9a422271b269206648f,2,1,assistant,javascript,70
0e9c3e2bd707e9a422271b269206648f,3,1,assistant,javascript,70
0e9c3e2bd707e9a422271b269206648f,4,1,assistant,javascript,60
fb6620aa36b3e80d8fa44f34cafa4e96,1,1,assistant,javascript,80
fb6620aa36b3e80d8fa44f34cafa4e96,2,1,assistant,javascript,80
6c4f506e15b8901bc11eb0bc6b70493f,1,1,assistant,javascript,90
6c4f506e15b8901bc11eb0bc6b70493f,2,1,assistant,javascript,90
136aecfde1427cd74a03e0c0422fcc32,1,1,assistant,javascript,90
136aecfde1427cd74a03e0c0422fcc32,2,1,assistant,javascript,90
7cd86d182f5ec48843608a689c6ed61c,1,1,assistant,javascript,100
7cd86d182f5ec48843608a689c6ed61c,2,1,assistant,javascript,100
dab6824e8e9b4b90d2d80a6c69bc4ae1,1,1,assistant,javascript,100
81540d6ca12c093e060394072849e738,1,1,assistant,javascript,90
976f3d691744a962ea6fa420d7d74934,1,1,assistant,javascript,70
976f3d691744a962ea6fa420d7d74934,2,1,assistant,javascript,60
976f3d691744a962ea6fa420d7d74934,3,1,assistant,javascript,60
976f3d691744a962ea6fa420d7d74934,4,1,assistant,javascript,60
6bd83ce7924e6455e3f98682d5963096,1,1,assistant,javascript,90
6bd83ce7924e6455e3f98682d5963096,2,1,assistant,javascript,90
6bd83ce7924e6455e3f98682d5963096,3,1,assistant,javascript,90
6bd83ce7924e6455e3f98682d5963096,4,1,assistant,javascript,90
6bd83ce7924e6455e3f98682d5963096,5,1,assistant,javascript,90
6bd83ce7924e6455e3f98682d5963096,6,1,assistant,javascript,90
df2e3616ad05bf3de1223edb0cbf5f9d,1,1,assistant,javascript,80
df2e3616ad05bf3de1223edb0cbf5f9d,2,1,assistant,javascript,60
df2e3616ad05bf3de1223edb0cbf5f9d,3,1,assistant,javascript,70
df2e3616ad05bf3de1223edb0cbf5f9d,4,1,assistant,javascript,70
6add08fdb77d5be41253a252715ddcc2,1,1,assistant,javascript,100
6add08fdb77d5be41253a252715ddcc2,2,1,assistant,javascript,90
6add08fdb77d5be41253a252715ddcc2,3,1,assistant,javascript,90
6add08fdb77d5be41253a252715ddcc2,4,1,assistant,javascript,90
6add08fdb77d5be41253a252715ddcc2,5,1,assistant,javascript,90
c0ea7b9587b57ed856801f23faa7648c,1,1,assistant,javascript,80
c0ea7b9587b57ed856801f23faa7648c,2,1,assistant,javascript,80
f552984b346ceb5985868fcb8efc0d1c,1,1,assistant,javascript,90
c2e5a471bf5c3333739b0ae0076b42ac,1,1,assistant,javascript,40
c2e5a471bf5c3333739b0ae0076b42ac,2,1,assistant,javascript,40
b65acc26b4f43ba2104ebb6e7c98f42f,1,1,assistant,javascript,20
b65acc26b4f43ba2104ebb6e7c98f42f,2,1,assistant,javascript,80
de0e09fc78b6ab9d315cd796edb97f17,1,1,assistant,javascript,50
de0e09fc78b6ab9d315cd796edb97f17,2,1,assistant,javascript,80
de0e09fc78b6ab9d315cd796edb97f17,3,1,assistant,javascript,90
de0e09fc78b6ab9d315cd796edb97f17,4,1,assistant,javascript,90
de0e09fc78b6ab9d315cd796edb97f17,5,1,assistant,javascript,90
b29088d766deb650317a9faa4a184cb9,1,1,assistant,javascript,100
b29088d766deb650317a9faa4a184cb9,2,1,assistant,javascript,100
49619f4e17483ae3f07083ccb24d0601,1,1,assistant,javascript,90
49619f4e17483ae3f07083ccb24d0601,2,1,assistant,javascript,90
33ce52e2c37e01f37cf09f78b5e82e16,1,1,assistant,javascript,90
33ce52e2c37e01f37cf09f78b5e82e16,2,1,assistant,javascript,50
9eb06257baeaaf29567745896cb23746,1,1,assistant,javascript,70
9eb06257baeaaf29567745896cb23746,2,1,assistant,javascript,90
9eb06257baeaaf29567745896cb23746,3,1,assistant,javascript,60
9eb06257baeaaf29567745896cb23746,4,1,assistant,javascript,90
9eb06257baeaaf29567745896cb23746,5,1,assistant,javascript,80
3f72f4aa86f42bb04f28be2fc77582fc,1,1,assistant,javascript,90
4dcb4ece9da6dd283a310dfda5ec444a,1,1,assistant,javascript,80
c0e71339e919f199b7556076dc5fc15b,1,1,assistant,javascript,100
5d6fa3fac7133d78d9027c6ada9663d7,1,1,assistant,javascript,90
5d6fa3fac7133d78d9027c6ada9663d7,2,1,assistant,javascript,90
80f1cd37c0c684c881490f9676a157ce,1,1,assistant,javascript,0
c441802c39d2c411a33f04b6b86cd3aa,1,1,assistant,javascript,90
c441802c39d2c411a33f04b6b86cd3aa,2,1,assistant,javascript,100
c441802c39d2c411a33f04b6b86cd3aa,3,1,assistant,javascript,100
b2b13bcc6df32cd1615643fd8cd12e42,1,1,assistant,javascript,80
787d55a7d0ae8c62ed9d3d126338adc1,1,1,assistant,javascript,50
787d55a7d0ae8c62ed9d3d126338adc1,2,1,assistant,javascript,50
55f479c39c53e5049a354382db11547a,1,1,assistant,javascript,40
55f479c39c53e5049a354382db11547a,2,1,assistant,javascript,80
7fe615d82a7adbaa22bf55ed775d93e1,1,1,assistant,javascript,90
7fe615d82a7adbaa22bf55ed775d93e1,2,1,assistant,javascript,90
7fe615d82a7adbaa22bf55ed775d93e1,3,1,assistant,javascript,90
793ede0a39aa04f1f783bcbbdfa08d52,1,1,assistant,javascript,100
793ede0a39aa04f1f783bcbbdfa08d52,2,1,assistant,javascript,100
bb2edf390d7c95cd93d5cccc223b6a06,1,1,assistant,javascript,0
544404e491a27bd6d92ce745245d41a8,1,1,assistant,javascript,100
544404e491a27bd6d92ce745245d41a8,2,1,assistant,javascript,100
544404e491a27bd6d92ce745245d41a8,3,1,assistant,javascript,100
49dcd1dd82c58037d72427533a84d492,1,1,assistant,javascript,80
49dcd1dd82c58037d72427533a84d492,2,1,assistant,javascript,100
8b83ffaeed9eec40f9cfa12518435379,1,1,assistant,javascript,80
8b83ffaeed9eec40f9cfa12518435379,2,1,assistant,javascript,100
9eaa42d30356300b90d1e64332e1180c,1,1,assistant,javascript,0
9eaa42d30356300b90d1e64332e1180c,2,1,assistant,javascript,90
9eaa42d30356300b90d1e64332e1180c,3,1,assistant,javascript,90
9eaa42d30356300b90d1e64332e1180c,4,1,assistant,javascript,90
ff13e40d262a0af81c8a588622d8e705,1,1,assistant,javascript,70
ff13e40d262a0af81c8a588622d8e705,2,1,assistant,javascript,70
d2564633b66b956524e773c4927ffd6a,1,1,assistant,javascript,90
d2564633b66b956524e773c4927ffd6a,2,1,assistant,javascript,60
d2564633b66b956524e773c4927ffd6a,3,1,assistant,javascript,60
f2aaffea58b70445ba519ccf2372e605,1,1,assistant,javascript,100
14a402be71667a6ddd9ee6a0cd13dc1d,1,1,assistant,javascript,0
14a402be71667a6ddd9ee6a0cd13dc1d,2,1,assistant,javascript,10
14a402be71667a6ddd9ee6a0cd13dc1d,3,1,assistant,javascript,10
2b013050fe2defcc25ca0fbbc6a923e0,1,1,assistant,javascript,100
2b013050fe2defcc25ca0fbbc6a923e0,2,1,assistant,javascript,90
2b013050fe2defcc25ca0fbbc6a923e0,3,1,assistant,javascript,100
2b013050fe2defcc25ca0fbbc6a923e0,4,1,assistant,javascript,100
c495ea086ff749a70c3944da3395b3f7,1,1,assistant,javascript,100
c495ea086ff749a70c3944da3395b3f7,2,1,assistant,javascript,100
c495ea086ff749a70c3944da3395b3f7,3,1,assistant,javascript,100
c495ea086ff749a70c3944da3395b3f7,4,1,assistant,javascript,100
20612598d937286eb72bd5976ad9ef97,1,1,assistant,javascript,80
20612598d937286eb72bd5976ad9ef97,2,1,assistant,javascript,80
20612598d937286eb72bd5976ad9ef97,3,1,assistant,javascript,100
20612598d937286eb72bd5976ad9ef97,4,1,assistant,javascript,100
20612598d937286eb72bd5976ad9ef97,5,1,assistant,javascript,100
20612598d937286eb72bd5976ad9ef97,6,1,assistant,javascript,100
8968b342a914aaf449cecaed674ddda5,1,1,assistant,javascript,100
8968b342a914aaf449cecaed674ddda5,2,1,assistant,javascript,100
8968b342a914aaf449cecaed674ddda5,3,1,assistant,javascript,100
8968b342a914aaf449cecaed674ddda5,4,1,assistant,javascript,80
8968b342a914aaf449cecaed674ddda5,5,1,assistant,javascript,80
f42ab236d130fc1465fab1971e5d1233,1,1,assistant,javascript,80
f42ab236d130fc1465fab1971e5d1233,2,1,assistant,javascript,60
f42ab236d130fc1465fab1971e5d1233,3,1,assistant,javascript,40
f42ab236d130fc1465fab1971e5d1233,4,1,assistant,javascript,60
f42ab236d130fc1465fab1971e5d1233,5,1,assistant,javascript,50
249256fadd45a7efcc2c970c375796af,1,1,assistant,javascript,100
249256fadd45a7efcc2c970c375796af,2,1,assistant,javascript,100
249256fadd45a7efcc2c970c375796af,3,1,assistant,javascript,100
249256fadd45a7efcc2c970c375796af,4,1,assistant,javascript,100
249256fadd45a7efcc2c970c375796af,5,1,assistant,javascript,100
249256fadd45a7efcc2c970c375796af,6,1,assistant,javascript,80
1b0eb30e665f90c1136543225ee1ca49,1,1,assistant,javascript,100
1b0eb30e665f90c1136543225ee1ca49,2,1,assistant,javascript,100
07a49365b1db110205020acc5fae84ac,1,1,assistant,javascript,100
07a49365b1db110205020acc5fae84ac,2,1,assistant,javascript,100
07a49365b1db110205020acc5fae84ac,3,1,assistant,javascript,100
07a49365b1db110205020acc5fae84ac,4,1,assistant,javascript,100
018c471eaf1349b4c059563a26c8bcb6,1,1,assistant,javascript,100
018c471eaf1349b4c059563a26c8bcb6,2,1,assistant,javascript,100
018c471eaf1349b4c059563a26c8bcb6,3,1,assistant,javascript,100
4ad1260ca82c1685b02c539be77a8a83,1,1,assistant,javascript,100
4ad1260ca82c1685b02c539be77a8a83,2,1,assistant,javascript,70
ca6d87d6e4196ff7452ecd85c26e9f4b,1,1,assistant,javascript,70
ca6d87d6e4196ff7452ecd85c26e9f4b,2,1,assistant,javascript,30
ca6d87d6e4196ff7452ecd85c26e9f4b,3,1,assistant,javascript,80
327175ee3c4cea5dfc6ea6d73cbfeefc,1,1,assistant,javascript,60
327175ee3c4cea5dfc6ea6d73cbfeefc,2,1,assistant,javascript,50
71371f44c9cea4af8f67fe090f9fcbfd,1,1,assistant,javascript,10
71371f44c9cea4af8f67fe090f9fcbfd,2,1,assistant,javascript,90
78250e773fe4670e0d16897c5fb9f76a,1,1,assistant,javascript,80
78250e773fe4670e0d16897c5fb9f76a,2,1,assistant,javascript,80
78250e773fe4670e0d16897c5fb9f76a,3,1,assistant,javascript,80
78250e773fe4670e0d16897c5fb9f76a,4,1,assistant,javascript,100
78250e773fe4670e0d16897c5fb9f76a,5,1,assistant,javascript,100
2378680edb1102698013c92d2c450b66,1,1,assistant,javascript,90
157e30a7d0af446df1355fd36c7be620,1,1,assistant,javascript,100
157e30a7d0af446df1355fd36c7be620,2,1,assistant,javascript,100
157e30a7d0af446df1355fd36c7be620,3,1,assistant,javascript,100
157e30a7d0af446df1355fd36c7be620,4,1,assistant,javascript,80
157e30a7d0af446df1355fd36c7be620,5,1,assistant,javascript,100
42e9ad557bdcf6734c821e0b55955c5d,1,1,assistant,javascript,90
42e9ad557bdcf6734c821e0b55955c5d,2,1,assistant,javascript,90
21748e1019fe7f34d59d3541c8a6ae33,1,1,assistant,javascript,0
f19166de7120b1f74b1f9076aa433ab9,1,1,assistant,javascript,90
f19166de7120b1f74b1f9076aa433ab9,2,1,assistant,javascript,100
f19166de7120b1f74b1f9076aa433ab9,3,1,assistant,javascript,80
69d71441eafbc2c27dde15caf155f43b,1,1,assistant,javascript,90
69d71441eafbc2c27dde15caf155f43b,2,1,assistant,javascript,60
812175dc8068eb0401ffde2886d38e1f,1,1,assistant,javascript,50
812175dc8068eb0401ffde2886d38e1f,2,1,assistant,javascript,80
812175dc8068eb0401ffde2886d38e1f,3,1,assistant,javascript,50
812175dc8068eb0401ffde2886d38e1f,4,1,assistant,javascript,50
8fc77d439e0ef4b132608bdafb351bb3,1,1,assistant,javascript,100
8fc77d439e0ef4b132608bdafb351bb3,2,1,assistant,javascript,100
8fc77d439e0ef4b132608bdafb351bb3,3,1,assistant,javascript,100
8fc77d439e0ef4b132608bdafb351bb3,4,1,assistant,javascript,100
8fc77d439e0ef4b132608bdafb351bb3,5,1,assistant,javascript,100
8fc77d439e0ef4b132608bdafb351bb3,6,1,assistant,javascript,90
6d9c41aca2e2fe0f2c7de6dfdcf516e4,1,1,assistant,javascript,20
6d9c41aca2e2fe0f2c7de6dfdcf516e4,2,1,assistant,javascript,0
e72d911d58a3d8419661ae94ac9f54ba,1,1,assistant,javascript,80
d098ffb62c06e5a70244c2bc4a76a921,1,1,assistant,javascript,80
d098ffb62c06e5a70244c2bc4a76a921,2,1,assistant,javascript,80
d098ffb62c06e5a70244c2bc4a76a921,3,1,assistant,javascript,80
c49a8d724b8ebd3f5ad33930351184a1,1,1,assistant,javascript,20
c49a8d724b8ebd3f5ad33930351184a1,2,1,assistant,javascript,0
c40a662c1645c0910adf55a0aaa08c38,1,1,assistant,javascript,60
c40a662c1645c0910adf55a0aaa08c38,2,1,assistant,javascript,0
c0f8653ccbde5d4635d9f4739ad6e5b3,1,1,assistant,javascript,30
c0f8653ccbde5d4635d9f4739ad6e5b3,2,1,assistant,javascript,30
c0f8653ccbde5d4635d9f4739ad6e5b3,3,1,assistant,javascript,30
7d7ef6419a340503681474ed705a69fe,1,1,assistant,javascript,30
7d7ef6419a340503681474ed705a69fe,2,1,assistant,javascript,30
65665be62d4b43c29ad6f7819a4f712c,1,1,assistant,javascript,80
65665be62d4b43c29ad6f7819a4f712c,2,1,assistant,javascript,80
b9f4e72b42e1700a980d3ed9bb568df0,1,1,assistant,javascript,70
b9f4e72b42e1700a980d3ed9bb568df0,2,1,assistant,javascript,70
62f8b60ee1c0955e90205b6846b73102,1,1,assistant,javascript,90
62f8b60ee1c0955e90205b6846b73102,2,1,assistant,javascript,90
62f8b60ee1c0955e90205b6846b73102,3,1,assistant,javascript,90
62f8b60ee1c0955e90205b6846b73102,4,1,assistant,javascript,90
7e04d513ba3b52d0069540d2094aec5f,1,1,assistant,javascript,90
7e04d513ba3b52d0069540d2094aec5f,2,1,assistant,javascript,0
7e04d513ba3b52d0069540d2094aec5f,3,1,assistant,javascript,100
7e04d513ba3b52d0069540d2094aec5f,4,1,assistant,javascript,0
6e25c03e0322786b1094e57b975d8d41,1,1,assistant,javascript,80
6e25c03e0322786b1094e57b975d8d41,2,1,assistant,javascript,30
6e25c03e0322786b1094e57b975d8d41,3,1,assistant,javascript,80
6e25c03e0322786b1094e57b975d8d41,4,1,assistant,javascript,50
3a0cdd1b2fe4ba7d9e5131b1ab5e9a1a,1,1,assistant,javascript,100
3a0cdd1b2fe4ba7d9e5131b1ab5e9a1a,2,1,assistant,javascript,100
8cd0ffdaee97d6e41138012c17703804,1,1,assistant,javascript,90
8cd0ffdaee97d6e41138012c17703804,2,1,assistant,javascript,90
f29f75c11f2ee74fad784894e2e2647e,1,1,assistant,javascript,60
f29f75c11f2ee74fad784894e2e2647e,2,1,assistant,javascript,90
f29f75c11f2ee74fad784894e2e2647e,3,1,assistant,javascript,80
f29f75c11f2ee74fad784894e2e2647e,4,1,assistant,javascript,90
f29f75c11f2ee74fad784894e2e2647e,5,1,assistant,javascript,100
fa38014e816c57cf104e7d82d1a3b7cc,1,1,assistant,javascript,80
fa38014e816c57cf104e7d82d1a3b7cc,2,1,assistant,javascript,100
e6bf40334c53280910764ae7d5f667df,1,1,assistant,javascript,30
e6bf40334c53280910764ae7d5f667df,2,1,assistant,javascript,0
e6bf40334c53280910764ae7d5f667df,3,1,assistant,javascript,40
5aba826f7bbdae4638e67ed6635a859b,1,1,assistant,javascript,70
65c467e39b5eddf7df5c026560ba6dcf,1,1,assistant,javascript,90
65c467e39b5eddf7df5c026560ba6dcf,2,1,assistant,javascript,90
a13179eb5d1616cdef169657512a108f,1,1,assistant,javascript,60
a13179eb5d1616cdef169657512a108f,2,1,assistant,javascript,90
a13179eb5d1616cdef169657512a108f,3,1,assistant,javascript,90
a13179eb5d1616cdef169657512a108f,4,1,assistant,javascript,90
a13179eb5d1616cdef169657512a108f,5,1,assistant,javascript,90
a13179eb5d1616cdef169657512a108f,6,1,assistant,javascript,80
a2fb06bfe76c30e60bcd2026b11df8af,1,1,assistant,javascript,70
a2fb06bfe76c30e60bcd2026b11df8af,2,1,assistant,javascript,80
a2fb06bfe76c30e60bcd2026b11df8af,3,1,assistant,javascript,90
a2fb06bfe76c30e60bcd2026b11df8af,4,1,assistant,javascript,70
124821dd74aa872422dff931f757908a,1,1,assistant,javascript,90
124821dd74aa872422dff931f757908a,2,1,assistant,javascript,100
528805e5fadbd43d5f12206bf6e2d452,1,1,assistant,javascript,60
528805e5fadbd43d5f12206bf6e2d452,2,1,assistant,javascript,50
528805e5fadbd43d5f12206bf6e2d452,3,1,assistant,javascript,50
528805e5fadbd43d5f12206bf6e2d452,4,1,assistant,javascript,20
ea864896aa1900684608a6ecd1101dfa,1,1,assistant,javascript,100
ea864896aa1900684608a6ecd1101dfa,2,1,assistant,javascript,80
ea864896aa1900684608a6ecd1101dfa,3,1,assistant,javascript,90
ea864896aa1900684608a6ecd1101dfa,4,1,assistant,javascript,40
db0f1b919d40c4b0bee6c7d9e5addf46,1,1,assistant,javascript,90
db0f1b919d40c4b0bee6c7d9e5addf46,2,1,assistant,javascript,90
f30b0d2e06948c38008da72c7aedc6b7,1,1,assistant,javascript,0
f30b0d2e06948c38008da72c7aedc6b7,2,1,assistant,javascript,0
3fc98fb6bd7d4f4b815afd16d0949fa1,1,1,assistant,javascript,100
3fc98fb6bd7d4f4b815afd16d0949fa1,2,1,assistant,javascript,40
3fc98fb6bd7d4f4b815afd16d0949fa1,3,1,assistant,javascript,50
cb58cb3ebe98013b5425c22d1abbc3a2,1,1,assistant,javascript,80
cb58cb3ebe98013b5425c22d1abbc3a2,2,1,assistant,javascript,80
f6d0b917cf4676437dd7bd226ca7a40f,1,1,assistant,javascript,80
f6d0b917cf4676437dd7bd226ca7a40f,2,1,assistant,javascript,90
f6d0b917cf4676437dd7bd226ca7a40f,3,1,assistant,javascript,90
f6d0b917cf4676437dd7bd226ca7a40f,4,1,assistant,javascript,80
ab04012479a755398ea5cf80bd110c74,1,1,assistant,javascript,90
ab04012479a755398ea5cf80bd110c74,2,1,assistant,javascript,40
d28f7eaab93bdbfb8e4ecf8d3ccf0e77,1,1,assistant,javascript,80
d28f7eaab93bdbfb8e4ecf8d3ccf0e77,2,1,assistant,javascript,70
2330cee2b5615a3f3f0283f895f814dd,1,1,assistant,javascript,60
2330cee2b5615a3f3f0283f895f814dd,2,1,assistant,javascript,40
2330cee2b5615a3f3f0283f895f814dd,3,1,assistant,javascript,100
4ec6517a790708d2e3cca6230cd9a3fd,1,1,assistant,javascript,90
4ec6517a790708d2e3cca6230cd9a3fd,2,1,assistant,javascript,90
72b8afda83580a141449de8fc1abcc87,1,1,assistant,javascript,90
72b8afda83580a141449de8fc1abcc87,2,1,assistant,javascript,80
72b8afda83580a141449de8fc1abcc87,3,1,assistant,javascript,80
72b8afda83580a141449de8fc1abcc87,4,1,assistant,javascript,90
72b8afda83580a141449de8fc1abcc87,5,1,assistant,javascript,90
72b8afda83580a141449de8fc1abcc87,6,1,assistant,javascript,100
c19290f88f219e4bc2928620b18c079a,1,1,assistant,javascript,80
c19290f88f219e4bc2928620b18c079a,2,1,assistant,javascript,80
8ec7686337ff4f604ed3bf5443e9ac3e,1,1,assistant,javascript,100
8ec7686337ff4f604ed3bf5443e9ac3e,2,1,assistant,javascript,100
e9f2e5adc6465c01b64cacf9a49fd310,1,1,assistant,javascript,90
e9f2e5adc6465c01b64cacf9a49fd310,2,1,assistant,javascript,90
e9f2e5adc6465c01b64cacf9a49fd310,3,1,assistant,javascript,80
e9f2e5adc6465c01b64cacf9a49fd310,4,1,assistant,javascript,80
4a0371c2b96ff64a288c5f3bd71ae4d5,1,1,assistant,javascript,60
4a0371c2b96ff64a288c5f3bd71ae4d5,2,1,assistant,javascript,50
