conversation_id,turn_number,snippet_number,role,language,severity,issue_id,message,line,column
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'ctx' is not defined.,2,5
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'canvas' is not defined.,2,25
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'canvas' is not defined.,2,39
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'canvas' is not defined.,3,21
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'canvas' is not defined.,4,21
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'orbits' is not defined.,6,5
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'drawOrbit' is not defined.,7,9
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'updateOrbit' is not defined.,8,9
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'swapOrbits' is not defined.,11,5
5264a235d0704c00624a0d35cb6dbb60,2,1,assistant,javascript,error,no-undef,'dotInterchange' is not defined.,12,5
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-unused-vars,'dotInterchange' is defined but never used.,1,10
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'orbits' is not defined.,2,5
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'dotInterchangeProbability' is not defined.,5,33
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'dotExchangeDirection' is not defined.,7,21
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'dotsPerOrbit' is not defined.,10,52
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'dotExchangeDirection' is not defined.,11,28
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'numOrbits' is not defined.,13,67
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'dotsPerOrbit' is not defined.,14,65
5264a235d0704c00624a0d35cb6dbb60,3,1,assistant,javascript,error,no-undef,'orbits' is not defined.,17,33
5264a235d0704c00624a0d35cb6dbb60,4,1,assistant,javascript,error,no-unused-vars,'orbitIndex' is defined but never used.,81,28
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'dotsPerOrbit' is not defined.,1,21
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'dotsPerOrbit' is not defined.,2,22
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'dots' is not defined.,3,5
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'distance' is not defined.,6,24
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'distance' is not defined.,7,23
5264a235d0704c00624a0d35cb6dbb60,5,1,assistant,javascript,error,no-undef,'dotColors' is not defined.,8,16
594fda08d1756cd21892219605bddef0,1,1,assistant,javascript,error,no-unused-vars,'orderId' is assigned a value but never used.,1,9
594fda08d1756cd21892219605bddef0,1,1,assistant,javascript,error,no-unused-vars,'LabID' is assigned a value but never used.,1,18
594fda08d1756cd21892219605bddef0,1,1,assistant,javascript,error,no-unused-vars,'reportStatus' is assigned a value but never used.,1,25
594fda08d1756cd21892219605bddef0,1,1,assistant,javascript,error,no-undef,'req' is not defined.,1,42
594fda08d1756cd21892219605bddef0,2,1,assistant,javascript,error,no-undef,'require' is not defined.,1,12
594fda08d1756cd21892219605bddef0,2,1,assistant,javascript,error,no-undef,'module' is not defined.,23,1
594fda08d1756cd21892219605bddef0,3,1,assistant,javascript,error,no-unused-vars,'convertBufferToBase64' is assigned a value but never used.,2,7
594fda08d1756cd21892219605bddef0,4,1,assistant,javascript,error,no-unused-vars,'handleError' is defined but never used.,1,10
594fda08d1756cd21892219605bddef0,4,1,assistant,javascript,error,no-undef,'process' is not defined.,7,18
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-undef,'require' is not defined.,1,17
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-undef,'require' is not defined.,2,14
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-undef,'createLogger' is not defined.,4,16
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,7,60
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-unused-vars,'next' is defined but never used.,10,60
594fda08d1756cd21892219605bddef0,5,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,11,40
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,1,17
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,2,18
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,3,20
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,4,24
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-unused-vars,'_' is assigned a value but never used.,5,7
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,5,11
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,6,14
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,7,18
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,8,21
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'require' is not defined.,9,22
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,12,14
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'global' is not defined.,19,24
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,27,22
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,29,9
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,51,13
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,54,5
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,55,5
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-unused-vars,'next' is defined but never used.,83,29
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'process' is not defined.,103,5
594fda08d1756cd21892219605bddef0,6,1,assistant,javascript,error,no-undef,'module' is not defined.,113,1
bea85e7740763ebbc297f4301a7883e8,3,1,assistant,javascript,error,no-undef,'calcularDesviacionDeRecursos' is not defined.,42,20
3e203d642c9cf39949db8a8903d8c885,1,1,assistant,javascript,error,no-unused-vars,'contarPrimosAproximadamente' is defined but never used.,1,10
875e8209b511f34ebcdd533be074a300,1,1,assistant,javascript,error,no-unused-vars,'pollardRho' is defined but never used.,18,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Switch' is not defined.,17,6
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Route' is not defined.,18,8
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Signin' is not defined.,19,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Route' is not defined.,25,12
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Device' is not defined.,26,14
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Route' is not defined.,29,12
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Device' is not defined.,30,14
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Menu' is not defined.,31,14
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Route' is not defined.,39,8
9a3cd941b5fb4e9c0a30abeb1a2938d3,1,1,assistant,javascript,error,react/jsx-no-undef,'Render' is not defined.,40,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,2,1,assistant,javascript,error,no-unused-vars,'Link' is defined but never used.,1,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,2,1,assistant,javascript,error,no-unused-vars,'useHistory' is defined but never used.,1,16
9a3cd941b5fb4e9c0a30abeb1a2938d3,3,1,assistant,javascript,error,,Parsing error: Unexpected token ),16,3
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,no-unused-vars,'App' is defined but never used.,1,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,no-unused-vars,'isLoggedIn' is assigned a value but never used.,2,10
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,no-undef,'useState' is not defined.,2,39
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,17,5
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,react/jsx-no-undef,'Route' is not defined.,17,6
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,18,7
9a3cd941b5fb4e9c0a30abeb1a2938d3,4,1,assistant,javascript,error,react/jsx-no-undef,'Signin' is not defined.,18,8
0a914f4c224a0ec480d57875948e91ed,1,1,assistant,javascript,error,no-unused-vars,'drawSectors' is defined but never used.,1,10
0a914f4c224a0ec480d57875948e91ed,1,1,assistant,javascript,error,no-undef,'calculateSectorAngle' is not defined.,3,25
0a914f4c224a0ec480d57875948e91ed,1,1,assistant,javascript,error,no-undef,'getRandomColor' is not defined.,7,40
0a914f4c224a0ec480d57875948e91ed,2,1,assistant,javascript,error,no-unused-vars,'drawSectors' is defined but never used.,1,10
0a914f4c224a0ec480d57875948e91ed,2,1,assistant,javascript,error,no-undef,'calculateSectorAngle' is not defined.,4,25
0a914f4c224a0ec480d57875948e91ed,2,1,assistant,javascript,error,no-undef,'getRandomColor' is not defined.,8,40
b1ab1464b85b47ab05f2da9f0b688c44,1,1,assistant,javascript,error,no-undef,'sendRequest' is not defined.,1,5
b1ab1464b85b47ab05f2da9f0b688c44,1,1,assistant,javascript,error,no-undef,'url' is not defined.,1,17
b1ab1464b85b47ab05f2da9f0b688c44,1,1,assistant,javascript,error,no-undef,'requestData' is not defined.,1,22
213abebc334e9fe75e77c4ca5f7cc51e,1,1,assistant,javascript,error,no-unused-vars,'swiper' is assigned a value but never used.,1,5
213abebc334e9fe75e77c4ca5f7cc51e,1,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,18
213abebc334e9fe75e77c4ca5f7cc51e,2,1,assistant,javascript,error,no-unused-vars,'swiper' is assigned a value but never used.,1,5
213abebc334e9fe75e77c4ca5f7cc51e,2,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,18
213abebc334e9fe75e77c4ca5f7cc51e,3,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,20
213abebc334e9fe75e77c4ca5f7cc51e,5,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,18
213abebc334e9fe75e77c4ca5f7cc51e,6,1,assistant,javascript,error,no-unused-vars,'swiper' is assigned a value but never used.,1,5
213abebc334e9fe75e77c4ca5f7cc51e,6,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,18
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/prop-types,'x' is missing in props validation,9,29
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/prop-types,'y' is missing in props validation,9,32
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/prop-types,'payload' is missing in props validation,9,35
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,10,3
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/prop-types,'payload.value' is missing in props validation,11,14
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,no-unused-vars,'ExampleChart' is assigned a value but never used.,15,7
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,16,3
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,17,5
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,18,5
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,18,34
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,19,5
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,20,5
1accf9a89f6ed962b6eafcd733bb3d39,1,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,21,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/prop-types,'x' is missing in props validation,9,32
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/prop-types,'y' is missing in props validation,9,35
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/prop-types,'payload' is missing in props validation,9,38
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,10,3
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,11,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,12,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/prop-types,'payload.value' is missing in props validation,12,68
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,no-unused-vars,'ExampleChart' is assigned a value but never used.,16,7
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,17,3
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,18,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,19,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,20,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,21,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,22,5
1accf9a89f6ed962b6eafcd733bb3d39,2,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,23,5
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,no-unused-vars,'ExampleChart' is assigned a value but never used.,10,7
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,11,3
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,12,5
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,13,5
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,14,5
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,15,5
1accf9a89f6ed962b6eafcd733bb3d39,3,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,16,5
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,22,5
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,23,7
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,24,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,25,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,26,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,27,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,32,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,33,9
1accf9a89f6ed962b6eafcd733bb3d39,4,1,assistant,javascript,error,react/react-in-jsx-scope,'React' must be in scope when using JSX,34,11
c259508b5934b71fb79fb8053629284d,1,1,assistant,javascript,error,no-unused-vars,'sourceId' is assigned a value but never used.,1,7
c259508b5934b71fb79fb8053629284d,1,1,assistant,javascript,error,no-undef,'computed' is not defined.,1,18
c259508b5934b71fb79fb8053629284d,1,1,assistant,javascript,error,no-undef,'props' is not defined.,2,10
c259508b5934b71fb79fb8053629284d,2,1,assistant,javascript,error,no-unused-vars,'sourceId' is assigned a value but never used.,1,7
c259508b5934b71fb79fb8053629284d,2,1,assistant,javascript,error,no-undef,'computed' is not defined.,1,18
c259508b5934b71fb79fb8053629284d,2,1,assistant,javascript,error,no-undef,'props' is not defined.,2,10
c259508b5934b71fb79fb8053629284d,3,1,assistant,javascript,error,no-unused-vars,'sourceId' is assigned a value but never used.,1,7
c259508b5934b71fb79fb8053629284d,3,1,assistant,javascript,error,no-undef,'computed' is not defined.,1,18
c259508b5934b71fb79fb8053629284d,3,1,assistant,javascript,error,no-undef,'props' is not defined.,2,10
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'market_list' is assigned a value but never used.,1,9
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-undef,'require' is not defined.,1,25
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-undef,'require' is not defined.,2,20
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-undef,'require' is not defined.,3,9
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'turrets' is assigned a value but never used.,4,4
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'hulls' is assigned a value but never used.,4,13
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'paints' is assigned a value but never used.,4,20
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'getType' is assigned a value but never used.,4,28
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-undef,'require' is not defined.,4,40
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'InventoryItem' is assigned a value but never used.,5,2
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-undef,'require' is not defined.,5,18
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'Garage' is defined but never used.,7,7
8642693caeebaf45eb0f837f052e895a,1,1,assistant,javascript,error,no-unused-vars,'tank' is defined but never used.,10,14
8642693caeebaf45eb0f837f052e895a,2,1,assistant,javascript,error,no-undef,'Area' is not defined.,3,22
8642693caeebaf45eb0f837f052e895a,2,1,assistant,javascript,error,no-unused-vars,'tank' is defined but never used.,6,14
8642693caeebaf45eb0f837f052e895a,2,1,assistant,javascript,error,no-undef,'socket' is not defined.,39,27
8642693caeebaf45eb0f837f052e895a,2,1,assistant,javascript,error,no-undef,'module' is not defined.,49,1
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'market_list' is assigned a value but never used.,1,9
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'require' is not defined.,1,25
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'require' is not defined.,2,20
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'require' is not defined.,3,9
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'turrets' is assigned a value but never used.,4,4
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'hulls' is assigned a value but never used.,4,13
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'paints' is assigned a value but never used.,4,20
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'getType' is assigned a value but never used.,4,28
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'require' is not defined.,4,40
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'InventoryItem' is assigned a value but never used.,5,2
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'require' is not defined.,5,18
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-unused-vars,'tank' is defined but never used.,10,14
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'socket' is not defined.,43,27
8642693caeebaf45eb0f837f052e895a,3,1,assistant,javascript,error,no-undef,'module' is not defined.,88,1
bc96c4491c1fff9ccd246abceda1357e,1,1,assistant,javascript,error,no-unused-vars,'ctx' is assigned a value but never used.,2,7
89bbe63727ab2093eabc5ee60a3d1eef,1,1,assistant,javascript,error,no-constant-condition,Unexpected constant condition.,5,23
2c29556322a8f3f2a11dcc855e9b37a4,1,1,assistant,javascript,error,no-unused-vars,'_' is assigned a value but never used.,13,16
8e07f4da3c44db97e7447d0ba7741c36,2,1,assistant,javascript,error,no-unused-vars,'siguientePrimoDerecha' is defined but never used.,13,10
8e07f4da3c44db97e7447d0ba7741c36,2,1,assistant,javascript,error,no-unused-vars,'anteriorPrimoIzquierda' is defined but never used.,21,10
8e07f4da3c44db97e7447d0ba7741c36,3,1,assistant,javascript,error,,Parsing error: Identifier directly after number,42,55
11e3c4f2e9f59425d2742693052235cb,2,1,assistant,javascript,error,no-unused-vars,'gotoPage' is defined but never used.,1,10
a4ac915bdd05821a270cbd252cdccbd5,2,1,assistant,javascript,error,no-undef,'data' is not defined.,1,1
a4ac915bdd05821a270cbd252cdccbd5,2,1,assistant,javascript,error,no-undef,'listItems' is not defined.,3,3
a4ac915bdd05821a270cbd252cdccbd5,2,1,assistant,javascript,error,no-undef,'result' is not defined.,26,3
22d69f4f18f0212698806d6f3dd9602e,1,1,assistant,javascript,error,no-unused-vars,'sendMessages' is defined but never used.,1,16
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'require' is not defined.,1,20
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'require' is not defined.,3,16
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'owoId' is assigned a value but never used.,5,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'channelId' is assigned a value but never used.,6,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'authorId' is assigned a value but never used.,7,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'allowedUserIds' is assigned a value but never used.,8,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'logId' is assigned a value but never used.,10,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'reportId' is assigned a value but never used.,11,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'wait' is not defined.,25,9
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'send' is not defined.,26,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'send' is not defined.,27,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'send' is not defined.,28,3
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-undef,'getRandomTime' is not defined.,28,23
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'sendMessages' is defined but never used.,31,16
22d69f4f18f0212698806d6f3dd9602e,2,1,assistant,javascript,error,no-unused-vars,'send' is defined but never used.,47,18
856c816ae7b7a989e274ecd3a995c815,1,1,assistant,javascript,error,no-unused-vars,'sendData' is assigned a value but never used.,3,7
bd439338b14d34337070cbf9f97f530f,1,1,assistant,javascript,error,,Parsing error: Unexpected token if,13,3
bd439338b14d34337070cbf9f97f530f,2,1,assistant,javascript,error,,Parsing error: Unexpected token if,13,3
bd439338b14d34337070cbf9f97f530f,3,1,assistant,javascript,error,,Parsing error: Unexpected token if,5,5
8717bbc640812bfb7e88aa15b2f3bed7,1,1,assistant,javascript,error,no-undef,'process' is not defined.,20,29
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'route' is not defined.,1,16
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'process' is not defined.,2,25
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'createMemoryHistory' is not defined.,3,7
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'process' is not defined.,4,7
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'createWebHistory' is not defined.,5,7
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'createWebHashHistory' is not defined.,6,7
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'createRouter' is not defined.,8,18
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'routes' is not defined.,10,5
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'process' is not defined.,15,28
8717bbc640812bfb7e88aa15b2f3bed7,3,1,assistant,javascript,error,no-undef,'Cookies' is not defined.,19,21
0f85c6bf49a9b9ae2c627cd7e9e4d1c5,1,1,assistant,javascript,error,no-unused-vars,'Cookies' is defined but never used.,1,10
0f85c6bf49a9b9ae2c627cd7e9e4d1c5,1,1,assistant,javascript,error,no-unused-vars,'router' is defined but never used.,2,8
0f85c6bf49a9b9ae2c627cd7e9e4d1c5,2,1,assistant,javascript,error,no-unused-vars,'Cookies' is defined but never used.,1,10
0f85c6bf49a9b9ae2c627cd7e9e4d1c5,2,1,assistant,javascript,error,no-unused-vars,'router' is defined but never used.,2,8
0f85c6bf49a9b9ae2c627cd7e9e4d1c5,3,1,assistant,javascript,error,no-unused-vars,'Cookies' is defined but never used.,1,10
