conversation_id,turn_number,snippet_number,role,language,severity,issue_id,message
7e102c6042ffc5e5ef479cc0cbec8514,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
7e102c6042ffc5e5ef479cc0cbec8514,5,1,assistant,cpp,style,noConstructor,The class 'YourRenderer' does not declare a constructor although it has private member variables which likely require initialization.
7e102c6042ffc5e5ef479cc0cbec8514,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
7e102c6042ffc5e5ef479cc0cbec8514,7,1,assistant,cpp,style,noConstructor,The class 'Renderer' does not declare a constructor although it has private member variables which likely require initialization.
7e102c6042ffc5e5ef479cc0cbec8514,8,1,assistant,cpp,style,noConstructor,The class 'Renderer' does not declare a constructor although it has private member variables which likely require initialization.
7e102c6042ffc5e5ef479cc0cbec8514,8,1,assistant,cpp,style,unusedFunction,The function 'DrawRects' is never used.
7e102c6042ffc5e5ef479cc0cbec8514,8,1,assistant,cpp,style,unusedFunction,The function 'FillRects' is never used.
7e102c6042ffc5e5ef479cc0cbec8514,8,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
04c3b00d324663190aabf64739b8bf15,2,1,assistant,cpp,error,missingReturn,Found a exit path from function with non-void return type that has missing return statement
04c3b00d324663190aabf64739b8bf15,2,1,assistant,cpp,error,missingReturn,Found a exit path from function with non-void return type that has missing return statement
04c3b00d324663190aabf64739b8bf15,2,1,assistant,cpp,performance,functionStatic,Technically the member function 'Rect::containsPoints' can be static (but you may consider moving to unnamed namespace).
04c3b00d324663190aabf64739b8bf15,2,1,assistant,cpp,style,unusedFunction,The function 'containsPoints' is never used.
04c3b00d324663190aabf64739b8bf15,2,1,assistant,cpp,style,unusedFunction,The function 'findMinEnclosingRectangle' is never used.
04c3b00d324663190aabf64739b8bf15,3,1,assistant,cpp,style,unusedFunction,The function 'DrawLines' is never used.
04c3b00d324663190aabf64739b8bf15,4,1,assistant,cpp,style,noExplicitConstructor,Class 'Polyline' has a constructor with 1 argument that is not explicit.
04c3b00d324663190aabf64739b8bf15,4,1,assistant,cpp,style,unusedFunction,The function 'draw' is never used.
04c3b00d324663190aabf64739b8bf15,6,1,assistant,cpp,style,noExplicitConstructor,Class 'Line' has a constructor with 1 argument that is not explicit.
04c3b00d324663190aabf64739b8bf15,6,1,assistant,cpp,style,unusedFunction,The function 'draw' is never used.
04c3b00d324663190aabf64739b8bf15,7,1,assistant,cpp,style,noExplicitConstructor,Class 'Line' has a constructor with 1 argument that is not explicit.
04c3b00d324663190aabf64739b8bf15,7,1,assistant,cpp,style,unusedFunction,The function 'draw' is never used.
04c3b00d324663190aabf64739b8bf15,7,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
04c3b00d324663190aabf64739b8bf15,8,1,assistant,cpp,style,unusedFunction,The function 'Interpolate' is never used.
04c3b00d324663190aabf64739b8bf15,8,1,assistant,cpp,style,unusedFunction,The function 'Length' is never used.
04c3b00d324663190aabf64739b8bf15,8,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
04c3b00d324663190aabf64739b8bf15,10,1,assistant,cpp,error,syntaxError,syntax error: keyword 'return' is not allowed in global scope
04c3b00d324663190aabf64739b8bf15,11,1,assistant,cpp,style,unusedFunction,The function 'TotalLength' is never used.
04c3b00d324663190aabf64739b8bf15,12,1,assistant,cpp,error,missingReturn,Found a exit path from function with non-void return type that has missing return statement
04c3b00d324663190aabf64739b8bf15,12,1,assistant,cpp,performance,functionStatic,Technically the member function 'Line::TotalLength' can be static (but you may consider moving to unnamed namespace).
04c3b00d324663190aabf64739b8bf15,12,1,assistant,cpp,style,unusedFunction,The function 'Interpolate' is never used.
d52868e05952c3bc73a243b057c63b8d,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d52868e05952c3bc73a243b057c63b8d,2,1,assistant,cpp,style,unusedFunction,The function 'WinMain' is never used.
d52868e05952c3bc73a243b057c63b8d,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d52868e05952c3bc73a243b057c63b8d,3,1,assistant,cpp,style,unusedFunction,The function 'WinMain' is never used.
d52868e05952c3bc73a243b057c63b8d,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
dc61a2e86aef9e7f843763e5c4b81181,2,1,assistant,cpp,error,virtualDestructor,Class 'Base' which is inherited by class 'Derived' does not have a virtual destructor.
dc61a2e86aef9e7f843763e5c4b81181,2,1,assistant,cpp,style,missingOverride,The function 'operator+' overrides a function in a base class but is not marked with a 'override' specifier.
dc61a2e86aef9e7f843763e5c4b81181,3,1,assistant,cpp,error,virtualDestructor,Class 'B' which is inherited by class 'C' does not have a virtual destructor.
dc61a2e86aef9e7f843763e5c4b81181,3,1,assistant,cpp,warning,noCopyConstructor,Class 'A' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
dc61a2e86aef9e7f843763e5c4b81181,3,1,assistant,cpp,warning,noOperatorEq,Class 'A' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
846e8cb3595b797ce287e8cc1667057f,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
3ad08799290f4c9aab35e2ceb2c6775f,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
3ad08799290f4c9aab35e2ceb2c6775f,4,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,4,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
3ad08799290f4c9aab35e2ceb2c6775f,5,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,5,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
3ad08799290f4c9aab35e2ceb2c6775f,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
63d7fdfe7015bf6674cb61395867dd3b,3,1,assistant,cpp,style,unusedFunction,The function 'generate_token' is never used.
63d7fdfe7015bf6674cb61395867dd3b,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
63d7fdfe7015bf6674cb61395867dd3b,4,1,assistant,cpp,style,unusedFunction,The function 'generate_token' is never used.
63d7fdfe7015bf6674cb61395867dd3b,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
63d7fdfe7015bf6674cb61395867dd3b,5,1,assistant,cpp,style,unusedFunction,The function 'generate_token' is never used.
63d7fdfe7015bf6674cb61395867dd3b,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
63d7fdfe7015bf6674cb61395867dd3b,6,1,assistant,cpp,style,unusedFunction,The function 'generate_token' is never used.
63d7fdfe7015bf6674cb61395867dd3b,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
9ac73cfe913287c2fd9e94e4990aa6d2,1,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,1,1,assistant,cpp,style,unusedFunction,The function 'setPumpingParameters' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
9ac73cfe913287c2fd9e94e4990aa6d2,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,2,1,assistant,cpp,style,unusedFunction,The function 'setPumpingParameters' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
9ac73cfe913287c2fd9e94e4990aa6d2,3,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,3,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
9ac73cfe913287c2fd9e94e4990aa6d2,4,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,4,1,assistant,cpp,style,unusedFunction,The function 'setPumpingParameters' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,4,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
9ac73cfe913287c2fd9e94e4990aa6d2,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
52457f2c59bc9dbeb7ad5257c73095d6,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
52457f2c59bc9dbeb7ad5257c73095d6,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
52457f2c59bc9dbeb7ad5257c73095d6,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
52457f2c59bc9dbeb7ad5257c73095d6,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
668d5f5d32466e6d5acb15181205c411,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
cef76514fecc8c76a5bbb014ca78e0a2,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
cef76514fecc8c76a5bbb014ca78e0a2,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
cef76514fecc8c76a5bbb014ca78e0a2,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
cef76514fecc8c76a5bbb014ca78e0a2,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
cef76514fecc8c76a5bbb014ca78e0a2,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a5878e142954e2198a62ffab22367ce0,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a5878e142954e2198a62ffab22367ce0,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,error,missingReturn,Found a exit path from function with non-void return type that has missing return statement
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'InputBuffer::setup' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'InputBuffer::read' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'OutputBuffer::setup' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'OutputBuffer::write' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,style,unusedFunction,The function 'read' is never used.
a5878e142954e2198a62ffab22367ce0,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,error,missingReturn,Found a exit path from function with non-void return type that has missing return statement
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'InputBuffer::setup' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'InputBuffer::read' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'OutputBuffer::setup' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'OutputBuffer::write' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'M4ADashDemuxer::setup' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,performance,functionStatic,Technically the member function 'M4ADashDemuxer::process_segments' can be static (but you may consider moving to unnamed namespace).
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,style,unusedFunction,The function 'read' is never used.
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,style,unusedFunction,The function 'write' is never used.
a5878e142954e2198a62ffab22367ce0,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
e8b1ad52ad20929574865af411bac740,2,1,assistant,cpp,style,duplicateBranch,Found duplicate branches for 'if' and 'else'.
e8b1ad52ad20929574865af411bac740,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
e8b1ad52ad20929574865af411bac740,3,1,assistant,cpp,style,unusedFunction,The function 'cmp' is never used.
30b2058a93f80b3587076e84f0c334e6,1,1,assistant,cpp,style,unusedFunction,The function 'WinMain' is never used.
30b2058a93f80b3587076e84f0c334e6,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
30b2058a93f80b3587076e84f0c334e6,2,1,assistant,cpp,error,syntaxError,syntax error: keyword 'if' is not allowed in global scope
30b2058a93f80b3587076e84f0c334e6,3,1,assistant,cpp,error,syntaxError,syntax error: keyword 'if' is not allowed in global scope
7df8e41edf7d755cfca86641d8fee047,2,1,assistant,cpp,style,useStlAlgorithm,Consider using std::copy_if algorithm instead of a raw loop.
7df8e41edf7d755cfca86641d8fee047,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
963b1238b4d40125076478b8786ac730,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
963b1238b4d40125076478b8786ac730,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'SpectrumGenerator::randNormal' can be static (but you may consider moving to unnamed namespace).
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'SpectrumGenerator::dbmToWatt' can be static (but you may consider moving to unnamed namespace).
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'SpectrumGenerator::wattToDbm' can be static (but you may consider moving to unnamed namespace).
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,style,shadowVariable,Local variable 'freq' shadows outer variable
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,style,unusedFunction,The function 'generate' is never used.
9f2197759ca79eab5371e7e0603844fa,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
34bb4e443493d69d6c5725c098f5994a,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'WidebandSpectrumGenerator::addSpectrum' can be static (but you may consider moving to unnamed namespace).
34bb4e443493d69d6c5725c098f5994a,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'WidebandSpectrumGenerator::fft' can be static (but you may consider moving to unnamed namespace).
34bb4e443493d69d6c5725c098f5994a,1,1,assistant,cpp,performance,functionStatic,Technically the member function 'WidebandSpectrumGenerator::powerSpectrum' can be static (but you may consider moving to unnamed namespace).
34bb4e443493d69d6c5725c098f5994a,1,1,assistant,cpp,style,useStlAlgorithm,Consider using std::fill or std::generate algorithm instead of a raw loop.
34bb4e443493d69d6c5725c098f5994a,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
67d1c92278a8f3356350b55e9727521d,1,1,assistant,cpp,style,unusedFunction,The function 'wWinMain' is never used.
67d1c92278a8f3356350b55e9727521d,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
67d1c92278a8f3356350b55e9727521d,2,1,assistant,cpp,style,unusedFunction,The function 'wWinMain' is never used.
67d1c92278a8f3356350b55e9727521d,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
67d1c92278a8f3356350b55e9727521d,3,1,assistant,cpp,style,unusedFunction,The function 'wWinMain' is never used.
67d1c92278a8f3356350b55e9727521d,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
67d1c92278a8f3356350b55e9727521d,4,1,assistant,cpp,style,unusedFunction,The function 'wWinMain' is never used.
67d1c92278a8f3356350b55e9727521d,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
c2df7cb98f056f08c32a845a46a6ed25,2,1,assistant,cpp,style,unusedFunction,The function 'initializeGL' is never used.
c2df7cb98f056f08c32a845a46a6ed25,2,1,assistant,cpp,style,unusedFunction,The function 'paintGL' is never used.
c2df7cb98f056f08c32a845a46a6ed25,2,1,assistant,cpp,style,unusedFunction,The function 'resizeGL' is never used.
c2df7cb98f056f08c32a845a46a6ed25,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
899c6520b80d983ef40bda2898bbee6b,6,1,assistant,cpp,error,syntaxError,syntax error: keyword 'for' is not allowed in global scope
73384629e7deee13faa5e8655e04409c,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
73384629e7deee13faa5e8655e04409c,2,1,assistant,cpp,style,unusedFunction,The function 'WinMain' is never used.
73384629e7deee13faa5e8655e04409c,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
caa780538ffa38c198beead0ac73e82f,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
caa780538ffa38c198beead0ac73e82f,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
ca0efbf47861282a9c99acb24e386a92,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
ca0efbf47861282a9c99acb24e386a92,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
ca0efbf47861282a9c99acb24e386a92,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
c866ba9b696ac32c7bc429e6ed1dea53,1,1,assistant,cpp,style,unusedFunction,The function 'LoadScene' is never used.
c866ba9b696ac32c7bc429e6ed1dea53,1,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
c866ba9b696ac32c7bc429e6ed1dea53,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
c866ba9b696ac32c7bc429e6ed1dea53,3,1,assistant,cpp,style,unreadVariable,Variable 'componentLoaders' is assigned a value that is never used.
c866ba9b696ac32c7bc429e6ed1dea53,3,1,assistant,cpp,style,unusedFunction,The function 'LoadScene' is never used.
c866ba9b696ac32c7bc429e6ed1dea53,3,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
c866ba9b696ac32c7bc429e6ed1dea53,4,1,assistant,cpp,style,unusedFunction,The function 'CreateComponent' is never used.
c866ba9b696ac32c7bc429e6ed1dea53,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
c866ba9b696ac32c7bc429e6ed1dea53,5,1,assistant,cpp,style,unusedFunction,The function 'Deserialize' is never used.
c866ba9b696ac32c7bc429e6ed1dea53,5,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
7306d278447ef46ab7531c46a97a70e4,1,1,assistant,cpp,style,unusedFunction,The function 'createEntity' is never used.
7306d278447ef46ab7531c46a97a70e4,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
7306d278447ef46ab7531c46a97a70e4,4,1,assistant,cpp,style,unusedFunction,The function 'GetId' is never used.
7306d278447ef46ab7531c46a97a70e4,4,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
7968dc8fdac22b2af9dbcb6f93923bea,1,1,assistant,cpp,style,unreadVariable,Variable 'componentDataSize' is assigned a value that is never used.
7968dc8fdac22b2af9dbcb6f93923bea,1,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
7968dc8fdac22b2af9dbcb6f93923bea,2,1,assistant,cpp,style,unusedStructMember,struct member 'Record::archetype' is never used.
7968dc8fdac22b2af9dbcb6f93923bea,2,1,assistant,cpp,style,unusedStructMember,struct member 'Record::index' is never used.
7968dc8fdac22b2af9dbcb6f93923bea,2,1,assistant,cpp,style,unusedFunction,The function 'GetEventBus' is never used.
7968dc8fdac22b2af9dbcb6f93923bea,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
aa9f6a4ac1700549c0e3264dafea4c67,8,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
8ce1c660a1bfc9b905ecb9b9805fd4f2,2,1,assistant,cpp,style,unusedFunction,The function 'display_global_variable' is never used.
8ce1c660a1bfc9b905ecb9b9805fd4f2,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
8ce1c660a1bfc9b905ecb9b9805fd4f2,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'A::derived_function' can be static (but you may consider moving to unnamed namespace).
8ce1c660a1bfc9b905ecb9b9805fd4f2,3,1,assistant,cpp,performance,functionStatic,Technically the member function 'B::derived_function' can be static (but you may consider moving to unnamed namespace).
8ce1c660a1bfc9b905ecb9b9805fd4f2,5,1,assistant,cpp,performance,functionStatic,Technically the member function 'A::derived_function' can be static (but you may consider moving to unnamed namespace).
8ce1c660a1bfc9b905ecb9b9805fd4f2,5,1,assistant,cpp,performance,functionStatic,Technically the member function 'B::derived_function' can be static (but you may consider moving to unnamed namespace).
ee6ce29f22bfc79b66c7964427c5136b,1,1,assistant,cpp,error,syntaxError,syntax error: keyword 'for' is not allowed in global scope
7fffe83046069f343f6fa5962401aae3,2,1,assistant,cpp,style,constVariable,Variable 'data' can be declared with const
7fffe83046069f343f6fa5962401aae3,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
7fffe83046069f343f6fa5962401aae3,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
7fffe83046069f343f6fa5962401aae3,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
7fffe83046069f343f6fa5962401aae3,3,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
7fffe83046069f343f6fa5962401aae3,3,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
7fffe83046069f343f6fa5962401aae3,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a6ae1631b74c2534f38b744226028774,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d57cf84922c37cf8e7ad0ddbc682a269,1,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
d57cf84922c37cf8e7ad0ddbc682a269,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
d57cf84922c37cf8e7ad0ddbc682a269,1,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
d57cf84922c37cf8e7ad0ddbc682a269,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
d57cf84922c37cf8e7ad0ddbc682a269,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
d57cf84922c37cf8e7ad0ddbc682a269,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
faf5fdfe87f016cfc151099d43519fde,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
faf5fdfe87f016cfc151099d43519fde,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,2,1,assistant,cpp,style,unusedFunction,The function 'toggle' is never used.
810405d8ad8d86572b754ec0ef8e3d24,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
810405d8ad8d86572b754ec0ef8e3d24,7,1,assistant,cpp,style,unusedFunction,The function 'toggle' is never used.
810405d8ad8d86572b754ec0ef8e3d24,8,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
4dcc3d5c31224aaa782cdd5592302326,2,1,assistant,cpp,style,unusedFunction,The function 'toggle' is never used.
0118aa7fd8491ffe74b0b40ec5b21daa,1,1,assistant,cpp,style,unusedVariable,Unused variable: result
0118aa7fd8491ffe74b0b40ec5b21daa,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
0118aa7fd8491ffe74b0b40ec5b21daa,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
0118aa7fd8491ffe74b0b40ec5b21daa,3,1,assistant,cpp,style,unreadVariable,Variable 'n' is assigned a value that is never used.
0118aa7fd8491ffe74b0b40ec5b21daa,3,1,assistant,cpp,style,unusedFunction,The function 'decodeHamming' is never used.
0118aa7fd8491ffe74b0b40ec5b21daa,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
