conversation_id,turn_number,role,language,information_count,performance_count,style_count,error_count,loc,total_issues,issue_density_per_kloc
162b2350f8dd1cf742404c464b3c488f,4,assistant,cpp,0,1,1,0,20,2,100.0
162b2350f8dd1cf742404c464b3c488f,5,undefined,undefined,0,0,1,0,0,1,0
1631a782fbe2b70575735b79d2a15465,1,assistant,cpp,0,0,2,0,23,2,86.96
1631a782fbe2b70575735b79d2a15465,2,assistant,cpp,0,0,3,0,19,3,157.89
1631a782fbe2b70575735b79d2a15465,3,assistant,cpp,0,0,0,0,7,0,0.0
1631a782fbe2b70575735b79d2a15465,4,assistant,cpp,0,0,0,0,7,0,0.0
1631a782fbe2b70575735b79d2a15465,5,assistant,cpp,0,0,2,0,13,2,153.85
1631a782fbe2b70575735b79d2a15465,6,assistant,cpp,0,0,0,0,7,0,0.0
165d7c0826ca3ddf0674b7fdfa20fa40,1,assistant,cpp,1,0,0,0,15,1,66.67
165d7c0826ca3ddf0674b7fdfa20fa40,2,assistant,cpp,1,0,0,0,6,1,166.67
1663320db9a5534fab94ec5d67452038,1,assistant,cpp,1,0,0,0,30,1,33.33
1663320db9a5534fab94ec5d67452038,2,assistant,cpp,1,0,0,0,35,1,28.57
166c6b10fc58225de78634f09f11f25b,1,assistant,cpp,1,0,1,0,122,2,16.39
166c6b10fc58225de78634f09f11f25b,2,assistant,cpp,1,0,0,0,65,1,15.38
16a8a4588647078dabddc9276f64d835,1,assistant,cpp,1,0,0,0,17,1,58.82
16a8a4588647078dabddc9276f64d835,2,assistant,cpp,1,0,0,0,34,1,29.41
16a8a4588647078dabddc9276f64d835,3,assistant,cpp,1,0,0,0,48,1,20.83
16c743f96afba0bf858abf5aebb882a2,1,assistant,cpp,1,0,0,0,29,1,34.48
16c743f96afba0bf858abf5aebb882a2,2,assistant,cpp,1,0,0,0,17,1,58.82
16e54836ee6b603beee0d8ca839afc01,1,assistant,cpp,0,0,1,0,16,1,62.5
16e54836ee6b603beee0d8ca839afc01,2,assistant,cpp,0,0,1,0,10,1,100.0
16e54836ee6b603beee0d8ca839afc01,3,assistant,cpp,0,0,1,0,24,1,41.67
16e54836ee6b603beee0d8ca839afc01,4,assistant,cpp,0,0,1,0,24,1,41.67
16e54836ee6b603beee0d8ca839afc01,5,assistant,cpp,0,0,2,0,19,2,105.26
16edfc3e54638d93ae2e5c371c5574e0,1,assistant,cpp,0,0,0,0,59,0,0.0
16edfc3e54638d93ae2e5c371c5574e0,2,assistant,cpp,0,0,0,0,35,0,0.0
16edfc3e54638d93ae2e5c371c5574e0,3,assistant,cpp,0,0,1,0,8,1,125.0
16edfc3e54638d93ae2e5c371c5574e0,4,assistant,cpp,0,0,1,0,26,1,38.46
16edfc3e54638d93ae2e5c371c5574e0,5,assistant,cpp,0,0,0,0,30,0,0.0
16edfc3e54638d93ae2e5c371c5574e0,6,assistant,cpp,0,0,0,0,21,0,0.0
16edfc3e54638d93ae2e5c371c5574e0,7,assistant,cpp,0,0,0,0,30,0,0.0
16edfc3e54638d93ae2e5c371c5574e0,8,assistant,cpp,0,0,0,1,9,1,111.11
16edfc3e54638d93ae2e5c371c5574e0,9,assistant,cpp,0,0,1,0,21,1,47.62
16edfc3e54638d93ae2e5c371c5574e0,10,assistant,cpp,0,0,1,0,12,1,83.33
16edfc3e54638d93ae2e5c371c5574e0,11,assistant,cpp,0,0,1,0,16,1,62.5
16edfc3e54638d93ae2e5c371c5574e0,12,assistant,cpp,0,0,1,0,6,1,166.67
16edfc3e54638d93ae2e5c371c5574e0,13,assistant,cpp,0,0,0,0,14,0,0.0
170d89150c09172dbedd1d5ed5fdf3da,1,assistant,cpp,0,0,0,0,21,0,0.0
170d89150c09172dbedd1d5ed5fdf3da,2,undefined,undefined,1,0,0,0,0,1,0
17249e6861b899d8d31c220f30d801f1,1,assistant,cpp,0,0,0,0,4,0,0.0
17277190b6fd193193793efad5802b75,1,assistant,cpp,0,0,0,0,31,0,0.0
17277190b6fd193193793efad5802b75,2,assistant,cpp,0,0,0,0,29,0,0.0
17277190b6fd193193793efad5802b75,3,undefined,undefined,1,0,0,0,0,1,0
17277190b6fd193193793efad5802b75,4,undefined,undefined,1,0,0,0,0,1,0
1731a5bc37b64fcbf2cc8637fb190b29,1,assistant,cpp,0,0,0,0,2,0,0.0
1731a5bc37b64fcbf2cc8637fb190b29,2,assistant,cpp,0,0,0,0,9,0,0.0
174c8da316e0957e4023f76e3b1883bd,1,assistant,cpp,0,0,0,0,49,0,0.0
174c8da316e0957e4023f76e3b1883bd,2,assistant,cpp,0,0,0,0,49,0,0.0
174c8da316e0957e4023f76e3b1883bd,3,undefined,undefined,1,0,0,0,0,1,0
174c8da316e0957e4023f76e3b1883bd,4,undefined,undefined,1,0,0,0,0,1,0
17ae519e493122637fdddc5fc77dd579,1,assistant,cpp,1,0,0,0,36,1,27.78
17ae519e493122637fdddc5fc77dd579,2,assistant,cpp,1,0,1,0,54,2,37.04
17d9c177ec6834d5bfdaa187e174adb6,1,assistant,cpp,0,0,0,0,24,0,0.0
17d9c177ec6834d5bfdaa187e174adb6,2,assistant,cpp,1,0,0,0,29,1,34.48
17d9c177ec6834d5bfdaa187e174adb6,3,undefined,undefined,1,0,0,0,0,1,0
17dfaadbc77afdd2bab74e2b16b336ad,1,assistant,cpp,0,0,0,0,28,0,0.0
17dfaadbc77afdd2bab74e2b16b336ad,2,assistant,cpp,0,0,0,0,49,0,0.0
17dfaadbc77afdd2bab74e2b16b336ad,3,undefined,undefined,1,0,0,0,0,1,0
17dfaadbc77afdd2bab74e2b16b336ad,4,undefined,undefined,1,0,0,0,0,1,0
18394d14738395e31ab42bd8dda708a3,1,assistant,cpp,1,0,0,0,27,1,37.04
18394d14738395e31ab42bd8dda708a3,2,assistant,cpp,1,0,0,0,28,1,35.71
183985bd92a939c6947037becd7e66be,1,assistant,cpp,0,0,0,0,26,0,0.0
183985bd92a939c6947037becd7e66be,2,undefined,undefined,1,0,0,0,0,1,0
188435b4b3d5a8bb43b2676a07af5aa5,1,assistant,cpp,0,0,0,0,6,0,0.0
188435b4b3d5a8bb43b2676a07af5aa5,2,undefined,undefined,0,0,0,1,0,1,0
18a5f71969f83730ab17422814a3426b,1,assistant,cpp,1,0,1,0,27,2,74.07
18a5f71969f83730ab17422814a3426b,2,assistant,cpp,1,0,1,0,30,2,66.67
18a5f71969f83730ab17422814a3426b,3,assistant,cpp,1,0,1,0,34,2,58.82
18e4937fa0193679f8e514c871ef765b,1,assistant,cpp,0,0,0,0,39,0,0.0
18e4937fa0193679f8e514c871ef765b,2,undefined,undefined,1,0,0,0,0,1,0
1953848856aca61e5692c7bf4cc3a7de,1,assistant,cpp,1,0,0,0,2,1,500.0
1953848856aca61e5692c7bf4cc3a7de,2,assistant,cpp,0,1,2,0,25,3,120.0
1953848856aca61e5692c7bf4cc3a7de,3,assistant,cpp,0,0,2,0,36,2,55.56
1953848856aca61e5692c7bf4cc3a7de,4,assistant,cpp,0,0,2,0,46,2,43.48
1953848856aca61e5692c7bf4cc3a7de,5,assistant,cpp,0,0,1,0,24,1,41.67
1953848856aca61e5692c7bf4cc3a7de,6,assistant,cpp,1,0,1,0,26,2,76.92
1953848856aca61e5692c7bf4cc3a7de,7,assistant,cpp,1,0,1,0,35,2,57.14
1972c6d04102b880f10712fc961c8abf,1,assistant,cpp,1,0,0,0,26,1,38.46
19803f7a20136f7636d7416e85d33f4f,1,assistant,cpp,0,0,0,0,39,0,0.0
19803f7a20136f7636d7416e85d33f4f,4,undefined,undefined,1,0,0,0,0,1,0
198db66efd3b1c1cdd9e3d74a2d365b1,1,assistant,cpp,1,0,3,0,89,4,44.94
198db66efd3b1c1cdd9e3d74a2d365b1,2,assistant,cpp,1,0,3,0,99,4,40.4
198fc3fe6d1879cc7e09f55d3ad907b3,1,assistant,cpp,0,0,0,0,5,0,0.0
198fc3fe6d1879cc7e09f55d3ad907b3,2,assistant,cpp,0,0,0,1,7,1,142.86
1994ab4defb8a2244feff8201a36c2b3,1,assistant,cpp,1,0,0,0,22,1,45.45
1994ab4defb8a2244feff8201a36c2b3,2,assistant,cpp,0,0,0,0,34,0,0.0
1994ab4defb8a2244feff8201a36c2b3,3,undefined,undefined,1,0,0,0,0,1,0
19966f8429b8ea65c6c38ae273f8f1d4,1,assistant,cpp,0,0,0,0,5,0,0.0
19966f8429b8ea65c6c38ae273f8f1d4,2,assistant,cpp,0,0,0,0,9,0,0.0
19b7cd0a8e98e1c777965a9515900f63,1,assistant,cpp,1,1,0,1,64,3,46.88
19b7cd0a8e98e1c777965a9515900f63,2,assistant,cpp,0,0,1,0,4,1,250.0
19b7cd0a8e98e1c777965a9515900f63,3,assistant,cpp,0,0,1,0,13,1,76.92
19b7cd0a8e98e1c777965a9515900f63,4,assistant,cpp,0,0,0,0,22,0,0.0
19b7cd0a8e98e1c777965a9515900f63,5,assistant,cpp,0,0,0,1,5,1,200.0
19b7cd0a8e98e1c777965a9515900f63,6,assistant,cpp,0,0,1,0,13,1,76.92
19b7cd0a8e98e1c777965a9515900f63,7,assistant,cpp,0,0,0,0,12,0,0.0
19b7cd0a8e98e1c777965a9515900f63,8,assistant,cpp,0,0,0,0,5,0,0.0
19b7cd0a8e98e1c777965a9515900f63,9,assistant,cpp,0,0,0,0,24,0,0.0
19b7cd0a8e98e1c777965a9515900f63,10,assistant,cpp,0,0,0,0,13,0,0.0
19b7cd0a8e98e1c777965a9515900f63,11,assistant,cpp,0,0,1,0,6,1,166.67
19b7cd0a8e98e1c777965a9515900f63,12,assistant,cpp,0,0,0,0,2,0,0.0
19b7cd0a8e98e1c777965a9515900f63,13,assistant,cpp,0,0,0,0,6,0,0.0
19b7cd0a8e98e1c777965a9515900f63,14,assistant,cpp,0,0,0,0,6,0,0.0
19b7cd0a8e98e1c777965a9515900f63,15,assistant,cpp,0,0,1,0,4,1,250.0
19b7cd0a8e98e1c777965a9515900f63,16,user,cpp,0,0,0,0,4,0,0.0
19c122499705c362085eadfe88e75185,1,assistant,cpp,0,0,0,0,48,0,0.0
19c122499705c362085eadfe88e75185,2,assistant,cpp,0,0,0,0,2,0,0.0
19c122499705c362085eadfe88e75185,3,assistant,cpp,0,0,0,0,45,0,0.0
19c122499705c362085eadfe88e75185,4,assistant,cpp,0,0,0,0,24,0,0.0
19c122499705c362085eadfe88e75185,5,assistant,cpp,0,0,0,0,19,0,0.0
19c122499705c362085eadfe88e75185,6,assistant,cpp,0,0,0,0,18,0,0.0
19c122499705c362085eadfe88e75185,7,assistant,cpp,0,0,0,0,17,0,0.0
19c122499705c362085eadfe88e75185,8,undefined,undefined,1,0,0,0,0,1,0
19c122499705c362085eadfe88e75185,9,undefined,undefined,0,0,0,1,0,1,0
19c122499705c362085eadfe88e75185,10,undefined,undefined,1,0,0,0,0,1,0
19c372906b222f890e2ad116555e7c0c,1,assistant,cpp,1,0,0,0,15,1,66.67
19c372906b222f890e2ad116555e7c0c,2,assistant,cpp,0,0,0,0,14,0,0.0
19c372906b222f890e2ad116555e7c0c,3,assistant,cpp,1,0,0,0,18,1,55.56
19c372906b222f890e2ad116555e7c0c,4,assistant,cpp,1,1,1,0,27,3,111.11
19c372906b222f890e2ad116555e7c0c,5,assistant,cpp,1,1,1,0,20,3,150.0
19c372906b222f890e2ad116555e7c0c,6,assistant,cpp,1,0,0,0,40,1,25.0
19c372906b222f890e2ad116555e7c0c,8,undefined,undefined,1,0,2,0,0,3,0
19e91db171ffa019a3d47a9f5f1efc29,1,assistant,cpp,0,0,0,0,26,0,0.0
19e91db171ffa019a3d47a9f5f1efc29,3,undefined,undefined,1,0,0,0,0,1,0
1a04d18e3b56c7aee1ae5e3a13c1f52f,1,assistant,cpp,1,0,0,1,73,2,27.4
1a04d18e3b56c7aee1ae5e3a13c1f52f,2,assistant,cpp,1,0,1,1,103,3,29.13
1a04d18e3b56c7aee1ae5e3a13c1f52f,3,assistant,cpp,1,0,1,1,105,3,28.57
1a2d5c0057db6a29dcdb827aa02cad26,1,assistant,cpp,0,0,0,0,14,0,0.0
1a2d5c0057db6a29dcdb827aa02cad26,2,assistant,cpp,0,0,0,0,10,0,0.0
1a2d5c0057db6a29dcdb827aa02cad26,6,undefined,undefined,1,0,0,0,0,1,0
1a824e7c936380119a3eac1e548879cb,1,assistant,cpp,0,0,0,0,17,0,0.0
1a824e7c936380119a3eac1e548879cb,5,undefined,undefined,1,0,1,0,0,2,0
1a9382324a7de893682c4da5b60e0900,1,assistant,cpp,0,0,0,0,9,0,0.0
1a9382324a7de893682c4da5b60e0900,2,assistant,cpp,0,0,0,1,5,1,200.0
1ac9374b8bc9e478912c5cc6b01682a8,1,assistant,cpp,0,0,0,0,17,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,2,assistant,cpp,0,0,0,0,2,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,3,assistant,cpp,0,0,0,0,17,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,4,assistant,cpp,0,0,0,1,9,1,111.11
1ac9374b8bc9e478912c5cc6b01682a8,5,assistant,cpp,0,0,0,0,15,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,6,assistant,cpp,1,0,0,0,33,1,30.3
1ac9374b8bc9e478912c5cc6b01682a8,7,assistant,cpp,0,0,0,0,10,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,8,assistant,cpp,0,0,0,0,10,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,9,assistant,cpp,0,0,0,0,17,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,10,assistant,cpp,0,0,0,0,13,0,0.0
1ac9374b8bc9e478912c5cc6b01682a8,11,assistant,cpp,0,0,0,0,10,0,0.0
1af3b6e79d2ddd358914897ea82afc3c,1,assistant,cpp,0,0,0,0,13,0,0.0
1af3b6e79d2ddd358914897ea82afc3c,2,assistant,cpp,0,0,0,0,13,0,0.0
1af3b6e79d2ddd358914897ea82afc3c,3,assistant,cpp,0,0,0,0,10,0,0.0
1b29f6fba29a6293150e963fb9fba917,1,assistant,cpp,1,0,0,0,25,1,40.0
1b29f6fba29a6293150e963fb9fba917,2,assistant,cpp,0,0,0,0,3,0,0.0
1b29f6fba29a6293150e963fb9fba917,3,assistant,cpp,0,0,0,0,16,0,0.0
1b29f6fba29a6293150e963fb9fba917,4,assistant,cpp,0,0,0,0,2,0,0.0
1b29f6fba29a6293150e963fb9fba917,5,assistant,cpp,0,0,0,0,16,0,0.0
1b29f6fba29a6293150e963fb9fba917,6,undefined,undefined,1,0,0,0,0,1,0
1b29f6fba29a6293150e963fb9fba917,8,undefined,undefined,1,0,0,0,0,1,0
1b30aa9dcce5b0d27659f2c95e1554a3,1,assistant,cpp,0,0,0,0,72,0,0.0
1b30aa9dcce5b0d27659f2c95e1554a3,2,assistant,cpp,0,0,0,0,38,0,0.0
1b30aa9dcce5b0d27659f2c95e1554a3,3,assistant,cpp,1,0,1,0,18,2,111.11
1b30aa9dcce5b0d27659f2c95e1554a3,4,assistant,cpp,1,0,1,0,41,2,48.78
1b30aa9dcce5b0d27659f2c95e1554a3,5,assistant,cpp,0,0,0,0,6,0,0.0
1b30aa9dcce5b0d27659f2c95e1554a3,6,assistant,cpp,1,0,1,0,6,2,333.33
1b30aa9dcce5b0d27659f2c95e1554a3,7,assistant,cpp,1,0,0,0,5,1,200.0
1b30aa9dcce5b0d27659f2c95e1554a3,8,undefined,undefined,0,0,0,1,0,1,0
1b30aa9dcce5b0d27659f2c95e1554a3,9,undefined,undefined,0,0,0,1,0,1,0
1b43bf1b4049f8bb298b7ceee8cdbbdf,1,assistant,cpp,0,0,0,1,16,1,62.5
1b43bf1b4049f8bb298b7ceee8cdbbdf,2,assistant,cpp,0,0,0,1,8,1,125.0
1b43bf1b4049f8bb298b7ceee8cdbbdf,3,assistant,cpp,0,0,0,1,4,1,250.0
1b71a88b0ad9265b59b41c19e68ca380,1,assistant,cpp,1,0,0,1,158,2,12.66
1b71a88b0ad9265b59b41c19e68ca380,2,assistant,cpp,1,0,0,1,190,2,10.53
1b79dc9ba3e2c19a6816ec016e1fc781,1,assistant,cpp,0,0,0,0,8,0,0.0
1b79dc9ba3e2c19a6816ec016e1fc781,2,assistant,cpp,0,0,0,1,4,1,250.0
1b79dc9ba3e2c19a6816ec016e1fc781,3,undefined,undefined,0,0,0,1,0,1,0
1ba1d2c71c8e79587844c6c8d0e342d0,1,assistant,cpp,0,0,0,0,8,0,0.0
1ba1d2c71c8e79587844c6c8d0e342d0,2,undefined,undefined,1,0,0,0,0,1,0
1bb67357cbd2d6417439cf431ed23441,1,assistant,cpp,1,0,0,0,16,1,62.5
1bb67357cbd2d6417439cf431ed23441,2,assistant,cpp,1,0,0,0,20,1,50.0
1bb67357cbd2d6417439cf431ed23441,3,assistant,cpp,1,0,0,0,16,1,62.5
1bb67357cbd2d6417439cf431ed23441,4,assistant,cpp,1,0,0,0,16,1,62.5
1bb67357cbd2d6417439cf431ed23441,5,assistant,cpp,1,0,0,0,16,1,62.5
1bd4847b6424735998f35800d4b9cbec,1,assistant,cpp,0,0,0,0,70,0,0.0
1bd4847b6424735998f35800d4b9cbec,2,assistant,cpp,1,0,2,0,57,3,52.63
1bd4847b6424735998f35800d4b9cbec,3,assistant,cpp,1,1,0,0,13,2,153.85
1bd4847b6424735998f35800d4b9cbec,4,assistant,cpp,0,0,0,0,14,0,0.0
1bd4847b6424735998f35800d4b9cbec,5,assistant,cpp,1,0,1,0,22,2,90.91
1bd4847b6424735998f35800d4b9cbec,6,assistant,cpp,0,0,0,0,25,0,0.0
1bd4847b6424735998f35800d4b9cbec,7,assistant,cpp,1,0,0,0,26,1,38.46
1bd4847b6424735998f35800d4b9cbec,8,assistant,cpp,1,0,0,0,24,1,41.67
1bd4847b6424735998f35800d4b9cbec,9,assistant,cpp,1,0,0,0,26,1,38.46
1bd4847b6424735998f35800d4b9cbec,10,assistant,cpp,1,0,0,0,28,1,35.71
1bd4847b6424735998f35800d4b9cbec,11,assistant,cpp,1,0,0,0,2,1,500.0
1bd4847b6424735998f35800d4b9cbec,13,undefined,undefined,1,0,0,0,0,1,0
1bd7fa64510d5b048ffd34e62564c793,1,assistant,cpp,0,0,0,1,4,1,250.0
1bd7fa64510d5b048ffd34e62564c793,2,assistant,cpp,0,0,0,0,2,0,0.0
1bed4ce800de5b2182b608cdbc62249f,1,assistant,cpp,1,0,0,0,71,1,14.08
1bed4ce800de5b2182b608cdbc62249f,2,assistant,cpp,1,0,0,0,92,1,10.87
1bed4ce800de5b2182b608cdbc62249f,3,assistant,cpp,1,0,1,0,43,2,46.51
1bed4ce800de5b2182b608cdbc62249f,4,assistant,cpp,1,0,1,0,81,2,24.69
1bed4ce800de5b2182b608cdbc62249f,5,assistant,cpp,0,0,1,0,18,1,55.56
1bed4ce800de5b2182b608cdbc62249f,6,assistant,cpp,1,0,0,0,37,1,27.03
1bed4ce800de5b2182b608cdbc62249f,7,assistant,cpp,1,0,1,0,32,2,62.5
1bed4ce800de5b2182b608cdbc62249f,8,assistant,cpp,0,0,1,0,13,1,76.92
1bed4ce800de5b2182b608cdbc62249f,9,assistant,cpp,1,0,1,0,26,2,76.92
1bed4ce800de5b2182b608cdbc62249f,10,assistant,cpp,1,0,1,0,82,2,24.39
1bed4ce800de5b2182b608cdbc62249f,11,assistant,cpp,1,0,0,0,9,1,111.11
1bfa69849970c00ecc2fc2a14f2aa63e,1,assistant,cpp,1,0,0,0,3,1,333.33
1bfa69849970c00ecc2fc2a14f2aa63e,2,assistant,cpp,1,0,0,0,3,1,333.33
1bfda4e20810108e45573fc1e60781b5,1,assistant,cpp,0,0,0,0,68,0,0.0
1bfda4e20810108e45573fc1e60781b5,2,assistant,cpp,1,0,0,0,19,1,52.63
1bfda4e20810108e45573fc1e60781b5,3,undefined,undefined,0,0,1,2,0,3,0
1c12eb2e8009d3d5db362b438f85630a,1,assistant,cpp,1,0,0,0,20,1,50.0
1c12eb2e8009d3d5db362b438f85630a,2,assistant,cpp,1,0,0,0,18,1,55.56
1c12eb2e8009d3d5db362b438f85630a,3,assistant,cpp,1,0,0,0,18,1,55.56
1c2d67620e70541ec6cbf7cad82baaa8,1,assistant,cpp,1,0,0,0,2,1,500.0
1c2d67620e70541ec6cbf7cad82baaa8,2,assistant,cpp,0,0,2,0,83,2,24.1
1c2d67620e70541ec6cbf7cad82baaa8,3,assistant,cpp,0,0,0,0,15,0,0.0
1c3cc2308f75bac69089dd5ed76bdd6e,1,assistant,cpp,0,0,0,0,8,0,0.0
1c3cc2308f75bac69089dd5ed76bdd6e,2,assistant,cpp,0,0,0,0,17,0,0.0
1c3cc2308f75bac69089dd5ed76bdd6e,3,assistant,cpp,0,0,0,1,3,1,333.33
1c3cc2308f75bac69089dd5ed76bdd6e,4,assistant,cpp,0,0,0,0,3,0,0.0
1c5adc122e3654d534b4a7126535904c,1,assistant,cpp,1,0,2,0,51,3,58.82
1c5adc122e3654d534b4a7126535904c,2,assistant,cpp,1,1,2,0,67,4,59.7
1c5adc122e3654d534b4a7126535904c,3,assistant,cpp,1,1,2,0,67,4,59.7
1c5adc122e3654d534b4a7126535904c,4,assistant,cpp,1,1,2,0,67,4,59.7
1c5adc122e3654d534b4a7126535904c,5,assistant,cpp,1,1,2,0,67,4,59.7
1c5adc122e3654d534b4a7126535904c,6,assistant,cpp,1,1,2,0,68,4,58.82
1c87cb5b8abfd238f17399dee2669964,1,assistant,cpp,0,0,0,0,3,0,0.0
1c87cb5b8abfd238f17399dee2669964,2,assistant,cpp,0,0,0,0,3,0,0.0
1c8fadfc88a6b18e5ae82bc6d29aa2a3,1,assistant,cpp,0,0,0,0,3,0,0.0
1c8fadfc88a6b18e5ae82bc6d29aa2a3,2,assistant,cpp,0,0,0,0,15,0,0.0
1c8fadfc88a6b18e5ae82bc6d29aa2a3,3,assistant,cpp,0,0,0,0,18,0,0.0
1c91f1b41792c40204c7b3e294b81c21,1,assistant,cpp,0,0,0,0,37,0,0.0
1c91f1b41792c40204c7b3e294b81c21,2,assistant,cpp,1,0,0,0,42,1,23.81
1c91f1b41792c40204c7b3e294b81c21,3,assistant,cpp,1,0,0,0,51,1,19.61
1c91f1b41792c40204c7b3e294b81c21,4,assistant,cpp,1,0,0,0,64,1,15.62
1c91f1b41792c40204c7b3e294b81c21,5,undefined,undefined,1,1,1,0,0,3,0
1cddfba2f13f1ca99f02c647315dcb85,1,assistant,cpp,1,0,1,0,46,2,43.48
1cddfba2f13f1ca99f02c647315dcb85,2,assistant,cpp,1,0,1,0,37,2,54.05
1ce0cad23a9aaa7faceb723f307acd95,1,assistant,cpp,0,0,0,0,175,0,0.0
1ce0cad23a9aaa7faceb723f307acd95,2,assistant,cpp,1,1,2,0,115,4,34.78
1ce0cad23a9aaa7faceb723f307acd95,3,undefined,undefined,1,1,2,0,0,4,0
1cfd71d4bbd23304b31feb3755754990,1,assistant,cpp,0,0,0,0,44,0,0.0
1cfd71d4bbd23304b31feb3755754990,2,undefined,undefined,1,0,1,0,0,2,0
1d89ce7e62681251f97beee17de89dd6,1,assistant,cpp,1,0,0,0,25,1,40.0
1d89ce7e62681251f97beee17de89dd6,2,assistant,cpp,1,1,0,0,32,2,62.5
1d89ce7e62681251f97beee17de89dd6,3,assistant,cpp,1,0,1,0,30,2,66.67
1d91d899a6a534c35c61c5933e718050,1,assistant,cpp,0,0,0,0,7,0,0.0
1d91d899a6a534c35c61c5933e718050,2,assistant,cpp,0,0,1,0,9,1,111.11
1d91d899a6a534c35c61c5933e718050,3,assistant,cpp,0,0,1,0,6,1,166.67
1d91d899a6a534c35c61c5933e718050,4,assistant,cpp,0,0,1,0,6,1,166.67
1d92d1f843d76b2b4173066c8451cb51,1,assistant,cpp,0,0,0,0,2,0,0.0
1d92d1f843d76b2b4173066c8451cb51,2,assistant,cpp,0,0,0,0,3,0,0.0
1d92d1f843d76b2b4173066c8451cb51,3,assistant,cpp,0,0,0,0,2,0,0.0
1d92d1f843d76b2b4173066c8451cb51,4,assistant,cpp,0,0,0,0,4,0,0.0
1de898f3a21ecc4a9615b9ff5910066b,1,assistant,cpp,1,0,2,0,34,3,88.24
1de898f3a21ecc4a9615b9ff5910066b,2,assistant,cpp,1,2,1,0,36,4,111.11
1e311860e0cc05d0292ee394c451613e,1,assistant,cpp,0,0,0,0,26,0,0.0
1e311860e0cc05d0292ee394c451613e,4,undefined,undefined,1,0,0,0,0,1,0
1e3481c1144dbc2dd2302708db7759e5,1,assistant,cpp,1,0,1,0,24,2,83.33
1e3481c1144dbc2dd2302708db7759e5,2,assistant,cpp,1,0,1,0,47,2,42.55
1e3481c1144dbc2dd2302708db7759e5,3,assistant,cpp,1,0,1,0,49,2,40.82
1e3481c1144dbc2dd2302708db7759e5,4,assistant,cpp,1,0,1,0,45,2,44.44
1e3481c1144dbc2dd2302708db7759e5,5,assistant,cpp,0,0,0,0,4,0,0.0
1e3481c1144dbc2dd2302708db7759e5,6,assistant,cpp,1,0,1,0,51,2,39.22
1e3481c1144dbc2dd2302708db7759e5,7,assistant,cpp,1,0,1,0,40,2,50.0
1e51bfd5ef1cf7aed62535b0f0898285,1,assistant,cpp,1,0,1,0,24,2,83.33
1e51bfd5ef1cf7aed62535b0f0898285,2,assistant,cpp,1,0,0,0,14,1,71.43
1e51bfd5ef1cf7aed62535b0f0898285,3,assistant,cpp,1,0,0,0,16,1,62.5
1e51bfd5ef1cf7aed62535b0f0898285,4,assistant,cpp,1,0,0,0,11,1,90.91
1e51bfd5ef1cf7aed62535b0f0898285,5,assistant,cpp,1,0,1,0,14,2,142.86
1e51bfd5ef1cf7aed62535b0f0898285,6,assistant,cpp,0,0,1,0,8,1,125.0
1e5dd7e8b32a6d70f683e74260406c7d,1,assistant,cpp,0,0,0,0,35,0,0.0
1e5dd7e8b32a6d70f683e74260406c7d,2,undefined,undefined,1,0,1,0,0,2,0
1e6bec06c6fcc41c6a5ae540134d176a,1,assistant,cpp,0,0,0,0,7,0,0.0
1e6bec06c6fcc41c6a5ae540134d176a,2,assistant,cpp,0,0,0,0,9,0,0.0
1e6bec06c6fcc41c6a5ae540134d176a,3,assistant,cpp,0,0,0,0,18,0,0.0
1e6bec06c6fcc41c6a5ae540134d176a,4,undefined,undefined,0,0,1,0,0,1,0
1e6bec06c6fcc41c6a5ae540134d176a,5,undefined,undefined,1,0,1,0,0,2,0
1eafc3fbda818218277ca229fbcceafb,1,assistant,cpp,1,0,1,0,51,2,39.22
1eafc3fbda818218277ca229fbcceafb,2,assistant,cpp,0,0,0,0,16,0,0.0
1ec0e388404ef646965d94eae44f3a76,1,assistant,cpp,1,0,1,0,25,2,80.0
1ec0e388404ef646965d94eae44f3a76,2,assistant,cpp,1,0,1,0,26,2,76.92
1ec0e388404ef646965d94eae44f3a76,3,assistant,cpp,1,0,1,0,24,2,83.33
1ec0e388404ef646965d94eae44f3a76,4,assistant,cpp,1,0,0,0,23,1,43.48
1ec0e388404ef646965d94eae44f3a76,5,assistant,cpp,1,0,1,0,31,2,64.52
1ec64fd4184ea2d33dd027a89c8040e4,1,assistant,cpp,0,0,0,0,2,0,0.0
1ec64fd4184ea2d33dd027a89c8040e4,2,assistant,cpp,0,0,0,0,6,0,0.0
1f05ecd154cfeff43ecfd7ef7bb89580,1,assistant,cpp,1,0,0,0,27,1,37.04
1f05ecd154cfeff43ecfd7ef7bb89580,2,assistant,cpp,1,0,0,0,34,1,29.41
1f05ecd154cfeff43ecfd7ef7bb89580,3,assistant,cpp,0,0,0,1,6,1,166.67
1f05ecd154cfeff43ecfd7ef7bb89580,4,assistant,cpp,0,0,1,0,4,1,250.0
1f05ecd154cfeff43ecfd7ef7bb89580,5,assistant,cpp,0,0,1,0,14,1,71.43
