conversation_id,final_cluster_id,turns
35608a9f6ece3e22d7d52b2c2da318de,0,1
3561306442d55d7d02bd8842c15de840,12,2
3561ea63b412e489e7d0366a503230e6,15,1
3561ea63b412e489e7d0366a503230e6,18,2
3563c30905ba3eb127ecdd2b55c4d12a,32,1
3563fc474afce6b609408c070b7eb800,20,9
3563fc474afce6b609408c070b7eb800,3,1
3563fc474afce6b609408c070b7eb800,24,1
3564730f1da6bbdb31b0e3e40d188361,10,3
356a9fc08d35434ef6597a040bf0fcb2,42,1
356bd84dc2e89736bb14d57b82615cc4,1,1
356cd9be03e38ce471b235557a83ae7e,12,1
356cd9be03e38ce471b235557a83ae7e,20,1
356cd9be03e38ce471b235557a83ae7e,22,1
356d8a3a47c43c1ac3688fd9d7bc6beb,0,2
356ebcb5700dd776f3d1b21acb736e9d,1,2
35704aebb8d31a7f74af4195e3b02b2a,3,5
3570e3149808efc915ed54d2f969dc80,30,4
3570e3149808efc915ed54d2f969dc80,41,6
35724526e0c3afecdfe6f88308b60028,3,1
35724526e0c3afecdfe6f88308b60028,20,1
357291bc19ad191caeb79a5cded9da81,24,2
35770cac669eec3625526620f10d2eec,0,1
357991a75c89fec17635edcd99fbf3e8,3,2
357a3f67e9ab985d9072128588ae8c63,12,1
357a3f67e9ab985d9072128588ae8c63,20,1
357ac71aed83472631a31a658363d9ae,17,1
357cc836a71734430af0fee4967e62e4,3,4
357dee9ae5ef8ccd5e386c5f84066c58,33,19
357e5c0ad38f2b6ea4eb8393fe8593e7,7,1
357e5c0ad38f2b6ea4eb8393fe8593e7,28,1
357e5d40485df78ead6d6a4c7669d7ad,31,4
357f6a739f7d155177ceb793c85ab129,23,1
357fa8b0d5de07a5b9b34f37e57768b3,9,2
35804a1fbe85d4e8f3941fc03b07ca50,1,11
358399b337634c21e0046f418d011b88,21,1
358440be5e03ffd2508829ecc736a9ec,24,1
358556c05072bd34187facdd52a8f51b,3,2
35872e5bb38a064e45e41ef2d5e4132b,25,1
358999ab92e1e68898477720c5c1321b,21,1
3589d6981aa35bb5071c04dfc1b369c5,41,1
358aac2d5cab6a326eba2cd16742899e,22,4
358b36372c8035fa94baf21101588d61,7,1
358e35350098b5803babf8a06e6a37ff,8,1
358e35350098b5803babf8a06e6a37ff,3,1
358e35350098b5803babf8a06e6a37ff,8,1
358e35350098b5803babf8a06e6a37ff,32,7
358f69c83a66d915433456b708c39ad2,21,3
358f9d8dfc1d300cf8da2d1f84cecb19,5,5
35904c9948f94f6ade0eb195c31ae001,36,5
35907a6d98916bb05d89f742b4debe04,29,1
3591cb2d38166bad58a30cd71a273045,9,3
3591cc1d0f2e84f6bc633d8198425b46,1,1
359239096c45ad7776c72a5dc5fa8890,5,1
35927bf7b388614c3ee869b7dcc8d28d,0,1
3592c7c07aaea94aca1be18b76bf792d,8,1
3594389eff955132f0641e6dfdf049bc,0,1
35943cef237305f7b5a81e93809726e8,4,3
35948d4d66306fb5911f57656388f358,7,1
35948d4d66306fb5911f57656388f358,1,1
35948d4d66306fb5911f57656388f358,3,29
3594e9ded28bc854fe95ed6443cb77bb,12,1
359569a97afccbd55221bf52fb9dd133,28,1
359679dccc25393eb83e2089298ae418,18,1
359679dccc25393eb83e2089298ae418,31,1
3596d5e44b407eb3515c9155045fc317,28,1
359763ee33569135de4897f8a23e25b2,1,1
3598497601aac1e1ddd74ad324aafa8d,13,1
3599dcdb386022b031240b73b18068a3,31,1
359c0134c8e062ab2ed9bdbf94974b10,1,2
359e261563ad9e2278e58cebd9dad521,31,2
359e870c780586d47de1d1b0ba8cf446,24,1
359ebc520e2df70dd979b33c99ef680d,33,3
35a13e596522c136107ccf075895957c,5,1
35a2c8c18ad737df407d8e6713007fa8,34,1
35a70d7c081957f7e49c36548e8c5a27,14,2
35a8fe48f3edf3f17e8781d9509cf012,0,1
35aaa60b41ebf6c565357ed083d1e54b,12,1
35abdb50a60132c2815d6cb97b665243,1,7
35ac033409cfd4984bdd361416f6932b,0,1
35aee0d2b240397bd2a00a088e41aab1,22,3
35aee0d2b240397bd2a00a088e41aab1,28,2
35af7e27c964ffa1cf35925fe7108278,0,1
35afc92a1dbfa4953955d49706828c22,14,4
35b04b45843e3df87faab644d38d9d6e,7,2
35b1574d14f4be98abf71216ab0f15fe,7,4
35b1574d14f4be98abf71216ab0f15fe,11,1
35b1574d14f4be98abf71216ab0f15fe,1,1
35b1c9820ace84217db822a17189522f,0,1
35b42d76f04fdf6ba9dc96ee8c0fb9af,5,1
35b4e36822838c2f2d9cf0aeb06f0f3d,12,1
35ba102b1ed3f0a53d672a1cf93f36a6,9,4
35ba1075c66beb1044cdcb56517d0158,9,1
35bc43c2b5583d6c851f571c04f478ed,33,1
35bc6fda82945f9dbb95881a872f93e3,1,4
35bf111c980b91e95dc97003192d3de9,3,1
35c03f964a01772f5e3d7052391cb9b7,1,6
35c0f774af232a5ee1aa1303b0168bf3,31,2
35c4f5e9fbc6581f5c656f21fee49360,6,1
35c621976533ccb476aba71a018efe35,18,3
35c820b311ebbaaa00d46b7d9a0e1337,2,1
35c90ffa6a4b26ab64e84c2ae06a22f9,33,5
35c9927f48754e8ea7b6c13802c695ac,3,1
35c9c3a3d4c4fb13c58738bbda5f9503,43,1
35ca1914c51a87e1763d7a0ef847b803,3,1
35ca8d86c31ef627b15a191e4d3462d4,8,2
35cab490e027c92e3ca9951c4a9daec0,1,1
35cbe99ad9055257ca9d6e52865c9863,4,4
35cbe99ad9055257ca9d6e52865c9863,11,1
35cbe99ad9055257ca9d6e52865c9863,21,1
35d1c4b7407ee05a32bdaf6b85a25015,46,5
35d2398b93c28dfce3519a7a3fa88d11,3,2
35d2ccb1e22f5ac5f7047b8712ade538,21,4
35d71b509364cd83e1c7e1ddfc6f40cd,1,7
35d74819d28490ecc4dcd918d262c6d7,10,1
35d85098b65c4d4b3d4ba560c61f9bcb,12,3
35d8c05d9d3958f90296b103a895b677,6,4
35d9cc155c0cf83bbda1ea41245bffd9,45,1
35da4b63854fa07887a6c6e0bbc81b91,32,1
35daa0973ed88ba9deabb0a5ce6ea5d9,1,2
35dd2045f8428c0c7890412eb8d836b0,26,3
35e107a01b89bec96f0589a941963529,12,1
35e18d07a7e6a4997555fd9757516ee4,27,1
35e18d07a7e6a4997555fd9757516ee4,38,4
35e2166725025206b12f791030076a4b,30,1
35e39041d256ad6d1b83c369ee06acb0,7,1
35e39041d256ad6d1b83c369ee06acb0,0,7
35e47a7b95d1b4e0df97e4882f065121,27,1
35e47a7b95d1b4e0df97e4882f065121,37,1
35e771af32c98e9a619eb82019854ad4,1,1
35e842b06fcc2aec6a81df1ed6de781e,0,1
35ea581a2b2a4c11f94afd8fdd55ef19,37,1
35ec147f910957078ace653ac76b6f3f,14,1
35ecc1da414033431c80bbf0c69ed3a4,7,1
35eeb9a888a04db8c2115ae1169594e3,42,3
35f07c8b03c6c1538da8acf0854fb644,13,3
35f07c8b03c6c1538da8acf0854fb644,9,1
35f086e1d6d97203acbabe113f5e24a0,0,1
35f33290f1d050f6a1e09ccdb0469ef7,4,4
35f33290f1d050f6a1e09ccdb0469ef7,19,2
35f34bec528705a47f63d4820e111f29,5,1
35f4bc6d81b143c28201bf734a83a20a,10,2
35f7b7d13bb98db122f5bb82d5bfba26,14,1
35f7ce9e098386698e31e283f7ba4209,6,1
35f906e02becf4db09818092f6002672,41,1
35fa73448b9850c3c4ef706ae9a9b064,0,1
35fa73448b9850c3c4ef706ae9a9b064,21,1
35fb1e16eff0001bc15bc8786012d6f3,19,1
35fc981e17595ad60770ac40126d7845,0,1
35fc981e17595ad60770ac40126d7845,11,1
35fc981e17595ad60770ac40126d7845,34,1
35fd0f802f6b041dcf5c895c8358d700,30,1
35fd245eda133899541cf995bb0b11e0,2,3
35fd245eda133899541cf995bb0b11e0,28,1
360088f6cfd216d1397e0647027b736d,10,5
3601113c6074110c673d0667e7cd067b,21,1
3601191fdf4105718b06d938214f44f1,23,1
360825f19d8b81576820863a36a04484,4,2
360825f19d8b81576820863a36a04484,21,2
360994bca65af632d96226ca80ffacc6,29,1
360b9fcea52596244615fd09f2e69071,1,2
360bca584c8fdb42b9e7ed4ba90e9730,5,3
360bca584c8fdb42b9e7ed4ba90e9730,19,1
3610a503018a063c5c923ed41bdf4796,31,8
36127a9390f6cd407d25a1330eee21b3,9,1
36127a9390f6cd407d25a1330eee21b3,24,1
36139e44737a4828ebd06a7eb2e134c2,26,1
361419a977b6801751f3da965232ab1d,3,3
361786f4f92374399b143362963cbad2,0,1
3619cc052d7e481d767f57eba9b51666,4,1
361a0b04424c531fe0555bca668301ed,9,6
361a688f5a7e2c86ebe39b66e4de88bd,1,11
361b1fae7a0778b82c7a8de9e768e2eb,11,1
361bb4ff80ac24eabddf4817ded353b5,23,7
361ddb812b7c25650070f70964b89bce,0,3
361ef00dd5e97a0093c61a30884560b8,10,1
3622914579f2b9bd9dff4aa868b48297,2,2
3622eb7ce6f369ce628a52252b3d6702,13,1
3622eb7ce6f369ce628a52252b3d6702,11,2
3622eb7ce6f369ce628a52252b3d6702,43,2
3623e0a79d9da29a0712832eae796d12,4,1
3623f9e5c8b74fb34e4ff3ad11a5e494,17,2
3625e77c03980a7a1b5f6c33653439d8,3,4
3625e77c03980a7a1b5f6c33653439d8,26,5
36260e55e69b0d9a869ec9ee05b4ec16,10,1
3626ed5b59fa4378664e0b3b3923505e,20,1
362778faaa92e3075a55fdf50fb68426,17,3
3627845e21ca8bfa8e93fa2f54849fe4,4,1
3628ba0bc95b8786c3974e1a25308968,4,5
3628ba0bc95b8786c3974e1a25308968,11,1
3628ded635a9e776b6bbf811b321d94d,9,1
3629cb868a434623a1554c0364a1e61b,13,4
362ae933d3f8abc33de6567901bcd124,4,1
362ae933d3f8abc33de6567901bcd124,11,9
36339c7bf1cc36ae7b52d4b8a7f5d762,16,1
36364bae3532b06646b2aa02dfaa232c,8,3
36365284f52ddf97cf708642757acaec,4,3
36376ed700f745207dfc2b6cdac46a72,11,1
3637b99fd4646e47cfa050bccac2eb22,2,2
363852c14c95f24789544f87fe3468a4,1,1
363860ee7a7c8768d8a7193c52bf219d,42,1
3638943920e077dde4268df89be7898b,5,1
36392051647dc1ef9b2728e1682a4875,5,1
36399725f51adc2379e1b615c0ef93a2,17,2
363ad7d36332c36a07f809e1cc76367c,3,1
363ba58a400492a9f5ea597ac388278e,22,1
363be96d74a353f77d907919e778ce21,19,2
363d2564aebaae19ab75d773a64b959a,5,3
363d8158238a6474cd4c8896cb90a4c1,0,2
363e4a0cdc1f6fb524c9918fa9fe0aaf,17,1
3640a4877f768ea917c8d237baa6ab45,7,1
3640a4877f768ea917c8d237baa6ab45,28,4
364398fc7be701b3e18ee971094ac9be,7,5
364398fc7be701b3e18ee971094ac9be,11,3
364398fc7be701b3e18ee971094ac9be,20,1
364559aa33b51771733940d89f12615d,9,16
3645f4f3f4892c5b802c72040da26396,4,1
3648c3c69bbd6aacf35756ee5c32aa72,9,1
364923af2922a82a72575e5c32cd7b5e,1,3
364923af2922a82a72575e5c32cd7b5e,26,4
364ac151c1ba7ede689e58d5435245b9,3,1
364ac1ff7c01b4901e387ca007a05707,4,1
364e92bbb5729c42e7551407f1a7ee37,16,2
36500f3eb187e49facf7134ad571f4bb,31,3
36500f3eb187e49facf7134ad571f4bb,8,1
365016f0ded56119b88f2730ee1dac8d,21,1
365267330c3888fe8eafa49eecf14dd6,0,3
3652b48337a3d60937e2a64c0aa32ad4,17,1
3653192295fcd9a82e25ee54ad226ecc,33,1
3653192295fcd9a82e25ee54ad226ecc,32,1
365414594430d2460343b567c82bcff5,2,1
3654c5f640a1f8e91e3a1861e873e50a,27,1
36575adf99aed40bce1dc44af339aff0,17,2
3657b48d225d016f2abdfb92b694e8e6,26,2
3658b109469232cec386edac5aba1452,41,1
365a52d8595738f9354a782ac6a52474,0,1
365bda6f6b522f09c9a9f3b5c73f3846,6,1
365bfdf3d0f4d6173b25941f909002d3,28,2
365d0166d0d94ebee110592718f3f519,5,3
365dcb9080e5b78a01f1e81b22f611eb,25,1
365e72c334f8338f708c01a6c315d35e,2,1
365ea7ef061dc0fb307d92b56e50084a,0,1
365ea7ef061dc0fb307d92b56e50084a,10,1
365f0af0a3d1be75296c773617dd24d1,3,3
365fc7f4d65e2445a15832ed5f80e057,5,3
3662eeab593192ddf1234ea2eb1ef26c,2,1
3664418929af7261c8fbcb033f8c9acf,7,1
3664418929af7261c8fbcb033f8c9acf,20,1
3664418929af7261c8fbcb033f8c9acf,28,7
3666b23f979c7f369fb9c57ba0ccd090,6,1
3669460dfa11078f918dbf94c2ebd596,13,1
36696156070c20662aa526eef490dcba,37,7
366b2b81eca5b32ba731167418ca0e97,24,1
366b488226ab0a0ebf5dc895334600a9,39,3
366e5cdac25f165b0eb3986d7ba6b6af,1,1
366eee8fc69a86f7dcd8664e01b582fe,9,1
36700d9cff0e4ca07d931130c1812451,15,1
36700d9cff0e4ca07d931130c1812451,6,1
36708c4d2e18652152321171cd3ab1e8,1,2
3671a7a83b86b3246df8a3d6094fc518,40,5
3672f14fa9931aeeab0006afdde07f9d,1,1
3673083b3f477a84a556501f0a02ea8b,19,3
36744df7e841ed7cf3fec5e6cf0904b3,10,1
36745b5857941bc59394c46ce2e0af16,3,2
3674c424ea32d9427d971c05ca642357,12,2
3674e2bb7950305f8a711ac1a29fead6,0,2
3674e2bb7950305f8a711ac1a29fead6,27,1
3674e2bb7950305f8a711ac1a29fead6,32,7
367696ea5b7fcff8fa6975a28529647f,2,1
367696ea5b7fcff8fa6975a28529647f,7,1
367696ea5b7fcff8fa6975a28529647f,11,1
367696ea5b7fcff8fa6975a28529647f,30,1
367b2873a20a4fc49d499910c3b1fa72,10,2
367b4b39e8a46b8a514772f0d178e07a,1,1
367b89b3a41a059aab12f81abc6b520a,2,2
367c2abebe105cd291bf1afc4815de69,46,1
367d522589d5e46ff17514d712298e7c,0,1
367d53a18839f6457c4717257d7a7f62,1,1
367d94fcf3f45db1a978893380c99f12,26,5
367f352f57de5ebc5ca204dac6656cab,16,5
36812f61fff1bf512e07775bddcfadda,13,2
3683634d879688239e83745cfe765796,4,17
3683745fc5c8b174e94a918e6b8539ac,29,1
3685e3b19bacf3999cb003855d8cc3f9,13,1
36885e534dd64627fa79dffe378197be,1,1
3688b43f1545b8ed99b5c547763d718f,0,3
368b4d23efd7ceeb3a1b7afc0ca4a3a9,2,1
368bdf349112fa01f8756dbc617a277a,1,1
368c8cd2c14c2f4caeff7e7408741eb7,10,1
368d3f337ee5ffa00e343d42c6a096cf,41,1
368eb9c9ec0d7fcf8d4d9dbd73743761,24,1
368eca4f942ca311013b65c77b3bb054,0,4
368fd2bc6bd2b0845412324c8981005a,0,1
36938c9dd19c6a4ee9066120d4c308c7,29,1
36938c9dd19c6a4ee9066120d4c308c7,20,1
3694bfe8a52be05f22ffae9c5782e702,10,1
36966c57aca7f05c98806e2b90bdb35b,2,1
3696fa84f93b143bd989a52afd416e73,18,2
3696fa84f93b143bd989a52afd416e73,32,1
36987e86359173f2e25a9abf332af3e3,24,1
36988b9b34dfe9264b8948bbc8cd9617,3,3
36988b9b34dfe9264b8948bbc8cd9617,3,1
369a3c79265dade6e6bba84a206a2684,1,1
369b2be825560fc6356cd1ba6bfbd4f6,0,2
369c6f1688d6846a078a256cb6699c4f,5,1
369d4df8f9d8a8fc5cedcf34ea21fc8c,21,5
369f35cefee72fb8ba5e15bace206c76,9,10
369f6f43c201e4f25b8d3954c704c85b,29,1
36a06f18828a0153482bcf61c5f7c4f1,9,1
36a6b56a9eefccb2787217a527f5c340,7,4
36aadb18104eafbd13f5ec9abf962d82,6,1
36ace0c7dbbf4b66822cb3a135fe15ce,7,1
36ace0c7dbbf4b66822cb3a135fe15ce,11,2
36af407d5808e0a135815a9b4d2adcec,0,1
36b1aef12c7c2dabe451ce26fb675383,12,1
36b1aef12c7c2dabe451ce26fb675383,11,3
36b1aef12c7c2dabe451ce26fb675383,8,1
36b1aef12c7c2dabe451ce26fb675383,46,2
36b338a2712799a490e55ba7c8cd11e6,20,5
36b3ed095b44a76dee3d9b1c3959704c,8,1
36b3ef983f759141249bc8d4de1ba728,29,1
36b42edc6a702349f353255273338e74,0,1
36b5e45d3c83accf783d056df1aab0db,0,1
36b6d4edd74340cf9328fdcb2c2be860,4,2
36b7d68685fb6f741e96f81dac27c306,35,1
36badfac0481927bab324a563c02bc44,41,1
36bb9eee04ebaa23690027191ea3671d,12,1
36bb9eee04ebaa23690027191ea3671d,11,4
36bcb63ee2c176336d03c60b4666b7c4,12,2
36bdd7e991a55026664f3ade14ec3d14,8,2
36be166a8fb4aa2c511fa873fd69cd3d,1,1
36be7165319114a297b38cb701413aa3,32,1
36c10b55f6422d7548836f49e0df48ba,18,6
36c10b55f6422d7548836f49e0df48ba,27,1
36c16c30889b518058e36e7f97274259,11,1
36c17e51a0f8525b7a5e0601bffb2b83,5,1
36c20ec4af0ba91dd454118749037aa6,16,1
36c323e29b662641f968fca10fab8b6d,5,1
36c3ac6f22dca0a1c5456775128d20a7,31,1
36c4b6c07fcc882e22bac2c2f4c1853d,4,4
36c794c570b7aca9e6fc575b04197904,24,2
36c908572f49893624260038c12d5e78,35,1
36cb3c87ff765ef4159f7ef7d98bcdc4,7,2
36cb3c87ff765ef4159f7ef7d98bcdc4,22,8
36cd5c67c5bbf066b1a4625e3c3f5fbd,2,1
36ce6058180dc19b6546bcd2568cb85c,40,2
36cec0882a4c3073c237dad84751b551,6,2
36cec96ef2aac35038b615a58e213f2d,20,1
36d0fa66531d54ff1adc206600dbed67,32,1
36d16426ad2590be4afd6da0369a6654,5,2
36d3f914330437480cab2ee36df9735c,0,1
36d52377d2ebcf9e9ca03d40f00b1209,5,5
36d5a58a1d8986ff3d80931ad2558f87,25,3
36d62742195db502327a66abb540ebe9,10,1
36d67fd328074a9a1127d6053ac69edc,7,6
36d7046a915ad7663064c0911eb0a998,0,1
36d7046a915ad7663064c0911eb0a998,15,1
36d7046a915ad7663064c0911eb0a998,6,1
36d7586123731f630958e6ea445121f3,2,1
36d7586123731f630958e6ea445121f3,12,1
36d7cc05611a3063a9afb4a9e76bee7b,1,1
36d8319db930e2739e386b6c36ae8361,26,1
36d99ce70d43e2b525379911c031e8ee,26,1
36da39b1eca7e73b596c451150a473d5,36,2
36dc2a4d81a864cf9bdee9431833a59c,18,1
36dd1f242840f948cf2d0289ee8caec0,18,12
36ddfb9a994e630d57592a5c2cd73688,16,9
36ddfb9a994e630d57592a5c2cd73688,35,1
36e181a27de2cec4d03c4ff2c0675d27,7,3
36e181a27de2cec4d03c4ff2c0675d27,25,1
36e181a27de2cec4d03c4ff2c0675d27,42,6
36e226da169adeb7ab5e164466f2bb77,10,4
36e28a5e1605c5f94269aad99417b6d1,22,1
36e28a5e1605c5f94269aad99417b6d1,28,1
36e54e8358c586fce303fb32ea65f942,1,1
36e56e3668be99788cde03a1972ec924,19,3
36e6424e89d61c7c83346815b7f5f833,24,2
36e9f00f3cf43abd315d8817d14f1b01,29,1
36ea1d176151a2a95186b3b02fe9fd69,13,1
36ead25b7f73bc9690ba52cee5f66001,4,3
36eb34c20cbe046d8004ffbbacf04a52,15,1
36eb34c20cbe046d8004ffbbacf04a52,6,1
36eff2093a75e36e7e8bda5f77482c4a,0,1
36f0e92db90fde54e2255b6314db173d,9,4
36f43c98974d88b84c44c691849d65df,27,1
36f5dd06dc0c80f08be54360564d2481,2,6
36f6141ec75d0c65329174143bc32ef9,0,4
36f6495f703e48e6c49d4b0eba2e5041,20,7
36f67884af09d191312ff678d7b83979,5,1
36f93b8543be82987f4338cb2db27f75,1,1
36fa68ea425b482755d910fe00c33fea,1,5
36fc77896779cc984e4fcc0917a2b18e,7,1
36fe7902f7f9c71b72fbef1d332ab792,5,6
36fea84b73207d6d8a719b56b90e0e5e,14,3
36ff9f345de9df5da3596234a5ffe6d2,25,1
37005f248bf70209a79fef1c07cf3876,24,1
370133dbcf310a72c827bf665bfefda7,7,2
370164fc595ed527b8ed9e059ef7de7e,43,1
3701afddaf61348d53d7d89d93aa186b,2,1
3702175dcd58839b595ff89259c1cbd1,15,4
3702175dcd58839b595ff89259c1cbd1,29,1
37035112e8abc2daa3e114bd5e6df180,4,1
37059187ac4a9f9f4df0c47b8a595863,0,3
3705a71f97136f66bb621cd334f1c6c1,10,3
3707bd1454c7756d70495ad8c03a9545,22,1
37082077656d7b3cc90f037fc080278d,18,1
370a30d57cd7f5820acbec7711d8cf64,14,2
370b62b361a6a4246b718897b8d7c3cc,23,9
370c53a6cff238f5fb095201c323a6ee,11,5
370c53a6cff238f5fb095201c323a6ee,28,8
370ca95c0710790df8771c6b88b8591f,39,2
3714e100d88c6ecdd111667be3eea7de,24,2
3716b279be67cbcecb32edf7235db7dc,0,3
3719a5e365f046aa7d4e4c277dfb8835,12,1
371aca1f52bfb8a36efa621a468291d9,16,1
371bbc270608c817a081210578bb01cb,17,1
371bf8da48d49efd8f37c26313a84e41,8,2
371e8df36c42093957c300982215a6fd,0,3
371e8df36c42093957c300982215a6fd,23,5
371ff7feef81b0b761bfa0db93a69bc4,5,1
371ff904f978b90f77539486348dd9d0,7,1
371ff904f978b90f77539486348dd9d0,20,2
3720879cd0f663be7208597fe8a2d273,27,2
3720a0126e7a983aa667d2ece1dd8718,45,1
3720f0396f3fd6842074c4d27d2f642d,4,1
37213ca6dfee7aca231d46f837555ec6,2,1
37213ca6dfee7aca231d46f837555ec6,11,1
37213ca6dfee7aca231d46f837555ec6,22,4
372261d33e6abfda56b3810e4ac536f6,5,1
37239d31e55cf5f6b196f8a76e9db89f,3,1
372675c2909e1e135e90733e44046d8f,5,1
372901e3dd96e420f477f62838d49041,10,1
3729af6812486023757e383eaf5f1bdd,0,1
372b870b59b2560b8962ec6a0457f074,1,1
372b9983ac113c64f43bddf78b3ea2e1,16,2
372ca186982b64d143ede669d18f196a,35,5
372ccf805f1d66d7ba7bea29e587c540,0,1
372cf1ba451341b65475938315ce0b85,13,1
372d2f7245caa9d66c09e684b8887248,11,1
372d2f7245caa9d66c09e684b8887248,40,1
372e1008bc7455eb0f644a8c46efed0d,1,1
372e1008bc7455eb0f644a8c46efed0d,27,1
372f34fabfea8704484a690521db468b,16,2
372f34fabfea8704484a690521db468b,10,10
372f3c6763d3f5c1d8cba5d710a8cb60,35,1
372f8f2d26bdf445e5dcb2c87e5538a3,1,1
372ffa77d94d5c20489416ceabd587aa,3,1
3730379451d266fa3da8529148d359ea,14,1
3730379451d266fa3da8529148d359ea,16,2
3730379451d266fa3da8529148d359ea,35,1
3737bd76e191931f088f45ca2b36610d,31,2
3737bd76e191931f088f45ca2b36610d,22,2
373959bf01b19fb33db646ae061d4c63,4,4
373a4f9a9473126b81ef536617c73d38,33,1
373b13490561fe8871072e502a8faa13,27,1
373b7040e05cd4991a82e37918d3deaa,24,1
373b7040e05cd4991a82e37918d3deaa,10,1
373ba36668a397044e86aeaee46813cb,22,1
373d980cc2aebe4c1b11e1dcb8e68756,14,1
373e1e9efc07de38b8fd92fd6d1eaa26,1,2
373f74350cf276b2eebc880c139a8d04,0,1
373f74350cf276b2eebc880c139a8d04,0,1
373f74350cf276b2eebc880c139a8d04,22,1
3740c539b24ea7ff839abc32b0505f15,31,3
374534000c58b9bb0fda271ce253f066,11,1
37457dfea4ca3c5c53f21d368b0da903,3,4
37457dfea4ca3c5c53f21d368b0da903,30,1
3748fbee5d58de18c468f8dc186a5704,4,2
3748fbee5d58de18c468f8dc186a5704,24,1
3749c4643bc3dd6a988e1fe4737c55aa,2,17
374bca51a5327aa56c7b8cab9c941691,27,1
374fcfee0837cfdb986e0de915dafab7,0,1
375006862bd30c7072d43f7f4f8d37e6,0,1
3750dac65616b00d9da2057342cd9f32,15,1
375136522d8f487175b3dac129003978,11,2
37535477f17013b033ac565a817f89f8,43,1
375a25ca5d9480398e141434cf4bca9a,0,1
375a2b0869bc0fcbf268545d1c712894,38,1
375b7db3b830ded4346444984aa2a05a,43,2
375bc6b90a7961f360d084bc39096eae,29,4
3761e6b33dd9df0a7aaca778bc56fb87,7,2
3761e977937d20fcbcbc196804ce5833,9,1
376459a78835ba056b758ee19810f775,3,1
3764ed813bf5b2533d96a392128d6e9c,5,2
376522aaa38541887bce04085e911a86,0,8
37697a9c7f34065dc3440ede8fe159f9,15,1
37697a9c7f34065dc3440ede8fe159f9,26,1
376a0a29475340d79d90b651a0198226,4,1
376af1625884f7f618398968418c8b16,13,1
376d1bc5c659c0580f7dce59ff2607a0,29,1
376d1bc5c659c0580f7dce59ff2607a0,30,1
376e1720b0e53a84e8a32c7806e9306a,5,1
376e1720b0e53a84e8a32c7806e9306a,12,1
376e1720b0e53a84e8a32c7806e9306a,11,1
3772bbe6b84da2ad4465d52f5a1ee51b,6,1
37734816a4f30ee47806fb6b8f64bb34,1,25
3774f7fb204124b5b3f5ffc5f3f89003,0,5
3776f468fdff3c40dd09641ccadd8698,37,2
3777bfc4601a54e868e396379e97ce92,15,1
377959d7003cafbdabe3eb218d9a45e2,11,6
377959d7003cafbdabe3eb218d9a45e2,20,1
377a2905a6bd09ef1f05be1a9a775491,28,8
377a3e5c1155e10ab0655cf16ad92b34,39,1
377be91a371981250d5c519b7a78c2d9,5,2
377c8745fe4fd0f2592a11b4387930e6,7,1
377c8745fe4fd0f2592a11b4387930e6,1,3
377c8745fe4fd0f2592a11b4387930e6,35,4
377cc569fcb0c3863be49e6d28a72d7a,1,2
377cc569fcb0c3863be49e6d28a72d7a,28,1
377d7740ab15f4ca07590fd453f5a1bd,0,1
377dfaf4b1d23fc9e276e334dd51e592,9,2
377e459f3f1da35bb26866507322c40d,1,9
377f43bf2feb073a1dff1e808167e2be,0,1
377f43bf2feb073a1dff1e808167e2be,14,1
377f868d662fceef5dcdac5fb7738427,9,1
377f868d662fceef5dcdac5fb7738427,14,1
377f868d662fceef5dcdac5fb7738427,3,2
37805102779158a27a4f42367945bcbe,19,2
37805102779158a27a4f42367945bcbe,28,9
378060e177cbbfb2d9089c444902ea91,4,1
37808961daf2ea7c5a3d1557944c971f,31,1
3781401705f1d95292166cb60871a7eb,4,1
37815403027763e66fd1383eb30b5737,38,1
37819b9add07d691a3d5b5071a8efee2,16,1
37825f55d5137c5a55022d16223e7f65,18,1
37828eac287f24bbde9a0ec49dfa116b,26,8
37834d0297648b38bd682cf6eb307d69,37,1
37837ba2608942e73ce2085ffa23bb58,7,1
37837ba2608942e73ce2085ffa23bb58,10,3
3783a7a3f1452d51e269dec368f17944,5,3
3786dc4e1649f4cab3ad208969616245,4,1
3787339d58aab224ecbb4b47a36f7286,10,1
3787eb04803b0d920dc5f8bfda125f1d,27,1
37883ef8b209fdb51e6a409ac70afbda,16,10
378900b9dff039af5eefce4aa294787f,24,1
37893977b694db1b1c802d6280bdd920,4,1
378b5bed8d1faf401cadb730d703532a,3,9
378fbcce3ee1ae1ed6703da70ff6b0e3,11,2
378fbcce3ee1ae1ed6703da70ff6b0e3,0,3
378fccab68dcb90be8898b32f4723f18,1,1
378ff87e64521fccc0554b0e114e1ab8,14,1
3793994dedb90e9f783eec81bdc75700,1,5
3793994dedb90e9f783eec81bdc75700,5,1
379577d3a74ece5557c331bfbbafa9f4,14,1
379636c75d623cc54be0fc4ca20f88ef,2,1
3797976e135552f61d40a8792913a7dc,2,1
3797f7f4334efd35bf7db25ea1f03ea2,23,1
379831acb90998dde9a3d0d9e3f02dc9,7,7
379871f20c8ff918081b2647a75b03fe,0,1
37990b65188e447c8ea6182e6cecd7c2,5,1
379de312def0a4e7dcf97497fedf6a51,4,1
37a148b0e5e7f70e3fda3df4c43031ab,17,2
37a2882f0aef3a3782770020b83eb3f8,1,1
37a29b2d06928f4266aee94abe68cb4e,16,1
